% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.877407443e+05 +1.877407443e+05 +1.877302043e+05 +1.877302043e+05 -2.6406e+00 +3.7655e+00 +3.2065e+00 -1.2423e+00 +2.8144e+00 +2.1668e+00 -4.7216e+00 -3.4832e-01 -2.2759e+00 +1.8995e-01 -6.9938e-01 +4.3816e+00 -7.9840e-01 +3.3813e-01 +1.5623e-01 +3.6255e+00 -2.6499e+00 +2.3024e+00 -4.5851e+00 +4.3736e+00
3 +1.336918478e+05 +1.336918478e+05 +1.336813078e+05 +1.336813078e+05 -2.3478e+00 -2.2598e+00 +2.3198e-01 -3.0043e+00 -3.6048e+00 +1.3800e+00 +2.4817e+00 +2.1842e+00 -2.3454e+00 -3.7429e+00 +6.1426e-01 -1.3389e+00 +1.2626e+00 +2.5815e+00 -2.4779e+00 -4.9288e-01 -3.9823e-01 -2.9781e+00 +4.8589e+00 -2.8364e+00
5 +8.260607201e+04 +8.260607201e+04 +8.259553201e+04 +8.259553201e+04 +4.2178e+00 +6.0591e-01 -5.0293e-01 -2.8275e+00 +2.4503e+00 -4.1483e+00 -4.0038e+00 -2.8496e+00 -1.9409e+00 -3.1938e+00 -1.7223e+00 +3.4497e+00 -2.3682e+00 -3.2567e+00 +1.6669e+00 +4.2578e+00 +1.0497e+00 -3.2272e+00 +4.4739e+00 +3.0026e+00
126 +3.262504962e+04 +3.262504962e+04 +3.261450962e+04 +3.261450962e+04 +6.6005e-01 +9.7175e-01 -3.4315e+00 -1.2209e+00 -1.1656e+00 +3.6093e+00 +6.9274e-01 -4.9855e+00 +3.1562e+00 +2.6657e+00 -2.7440e-01 +1.8429e+00 +8.2179e-01 -4.6817e+00 -6.6529e-01 -7.2876e-01 -3.4156e+00 -1.9053e+00 +3.6954e+00 -1.0896e+00
412 +1.491488592e+04 +1.491488592e+04 +1.490434592e+04 +1.490434592e+04 -6.6744e+00 -2.1229e+00 -4.4854e+00 +3.2925e-01 -1.2150e+00 +1.3005e+00 +7.9724e-01 -8.4931e-01 -1.9462e+00 +3.3770e+00 +1.3010e+00 +1.4561e-01 -2.0834e+00 -3.5110e+00 +2.0562e-02 +1.9638e+00 -6.1943e-01 -2.3640e+00 +1.8230e+00 +2.6469e+00
521 +9.768769474e+03 +9.768769474e+03 +9.758229474e+03 +9.758229474e+03 +1.9613e+00 -4.5233e+00 +1.3078e+00 -7.8652e-01 +9.4411e-02 +3.2754e+00 -2.1657e+00 +2.4017e+00 -8.4070e-01 +1.2522e+00 +1.2217e+00 -4.4577e-01 -1.6061e+00 -2.1834e+00 -3.1079e-01 +2.0790e+00 -1.2313e+00 +4.3432e-01 +1.0715e+00 +2.5184e+00
1205 +4.303171275e+03 +4.303171275e+03 +4.292631275e+03 +4.292631275e+03 +3.9258e+00 -2.9652e+00 +2.2058e+00 -1.1948e-01 -5.2782e-01 -6.7512e-01 +5.4545e-01 -1.3618e+00 +3.4357e+00 +3.9995e-01 +1.1711e+00 -6.4305e-01 -1.1261e+00 -1.9423e-01 -1.2707e+00 +3.1138e+00 -1.2013e+00 -2.1067e+00 +5.0435e-01 +6.6076e-01
1612 +2.535827526e+03 +2.535827526e+03 +2.525287526e+03 +2.525287526e+03 -1.1481e+00 -1.5666e+00 -3.8731e+00 +2.1485e+00 -6.6131e-01 -1.3699e+00 +4.5476e-01 -1.8473e+00 -1.0221e+00 +4.8671e-01 +1.5699e+00 -4.7916e-01 -4.2887e-01 -2.6290e+00 -3.5651e-01 -3.7438e-03 -2.2274e+00 -1.8062e+00 +1.9246e+00 +2.0663e+00
1753 +1.169450333e+03 +1.169450333e+03 +1.158910333e+03 +1.158910333e+03 -2.9968e-01 -5.8337e-01 -3.2444e+00 -7.8319e-04 -1.8608e+00 +2.6271e+00 -1.4921e+00 -2.9619e+00 -6.8574e-01 +2.6299e+00 +8.5661e-01 +1.5157e+00 -3.0533e+00 +1.3767e-01 -1.2415e+00 +1.6763e-01 -2.1916e+00 -3.9012e-01 +2.7190e+00 +1.1898e+00
1987 +5.360737074e+02 +5.360737074e+02 +5.255337074e+02 +5.255337074e+02 +3.1204e-01 +9.8663e-02 +6.2211e-01 -2.5587e+00 -1.2540e+00 +4.7458e-01 +1.4820e+00 -8.0214e-01 +6.5630e-01 -3.0054e-01 +1.8803e+00 +9.4277e-02 -2.3124e+00 -3.5362e-01 -1.3918e+00 +8.3681e-01 -1.2446e+00 -1.6649e+00 +9.5032e-01 +1.2261e+00
2460 +6.720010378e+01 +6.720010378e+01 +5.666010378e+01 +5.666010378e+01 +9.1934e-01 -2.3693e+00 -9.0491e-01 -1.4087e+00 -1.9420e+00 +1.5152e+00 +6.7581e-01 +1.9565e-01 -3.7830e-01 +1.9265e+00 -2.3228e-01 +6.1130e-01 -6.6116e-01 -1.2622e+00 -3.5972e-01 +2.1232e+00 -1.7241e+00 -2.4005e+00 +1.0079e+00 +1.2796e+00
2758 +2.128867494e+01 +2.128867494e+01 +1.074867494e+01 +1.074867494e+01 -1.5854e+00 -1.5419e-01 -2.1155e+00 -9.5079e-01 +1.2516e+00 +2.7980e+00 +8.3689e-01 -2.7031e+00 -8.0650e-01 +1.5609e+00 +2.5661e+00 +2.1671e+00 -8.9227e-01 -4.5656e-01 -9.1299e-01 +1.5706e+00 -2.3106e+00 -1.1067e+00 +1.3146e+00 +1.8282e+00
3467 +1.125907426e+01 +1.125907426e+01 +7.190742638e-01 +7.190742638e-01 +5.2488e-01 -6.4728e-01 -2.2459e+00 +2.3836e-01 -1.0755e+00 +1.9407e-01 -3.7400e-01 +5.6545e-01 +6.8994e-01 +3.3284e-01 +1.2660e+00 +5.8264e-01 -1.9853e+00 -1.3751e+00 -5.6926e-01 +1.8038e+00 -8.9731e-01 -1.7098e+00 +1.7474e+00 +1.0239e+00
3488 +4.542674968e+00 +4.542674968e+00 -5.997325032e+00 -5.997325032e+00 -2.3412e+00 -1.0122e+00 -1.2663e+00 -1.8436e+00 -1.1669e+00 +9.8725e-01 -1.6951e+00 -1.2012e+00 -2.0816e-01 +6.8622e-01 +7.3168e-01 +7.0157e-01 -2.4081e+00 -8.6885e-01 -2.2830e+00 +1.2949e+00 -1.1234e+00 -1.6000e+00 +7.7390e-01 +1.8015e+00
3638 +3.971744084e+00 +3.971744084e+00 -6.568255916e+00 -6.568255916e+00 +2.4532e+00 -5.1784e-01 -3.1131e-02 -1.4644e+00 -1.7225e+00 -5.0253e-01 -6.8152e-01 -1.2863e+00 +1.4100e+00 +9.7035e-01 +8.8160e-01 +1.9804e+00 -6.4645e-01 -1.8826e+00 -1.3272e+00 +8.5459e-01 -1.5774e+00 -1.3813e+00 +2.2880e+00 +1.6695e+00
909804 +2.496023244e+00 +2.496023244e+00 -8.043976756e+00 -8.043976756e+00 +5.0278e-01 -1.5364e+00 -8.9409e-01 -2.3257e+00 -2.1191e+00 +1.9625e+00 -8.8898e-01 -8.2412e-02 +1.7761e+00 +1.5188e+00 +2.1855e+00 +1.5757e+00 -2.2267e+00 -1.5682e+00 -1.8089e+00 +1.7280e+00 -1.6293e+00 -1.0340e+00 +2.4101e+00 +2.1010e+00
1659829 +1.582465878e+00 +1.582465878e+00 -8.957534122e+00 -8.957534122e+00 -5.2715e-01 -1.7369e+00 +3.9080e-01 -1.7685e+00 -2.1872e+00 +2.1214e+00 -1.3635e+00 +8.9033e-02 +2.6459e+00 +1.8626e+00 +2.1626e+00 +2.0544e+00 -2.1530e+00 -2.1785e+00 -2.1513e+00 +1.0955e+00 -1.9078e+00 -2.1912e+00 +2.0488e+00 +1.7902e+00
% function evaluation | noise-free fitness - Fopt (3.860100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.218604244e+05 +1.218604244e+05 +1.222464344e+05 +1.222464344e+05 +4.9834e+00 -2.0678e+00 +2.7424e-01 +2.3410e+00 -3.5746e+00 -2.7550e+00 -4.5355e+00 +2.8094e+00 +3.4406e+00 +4.5020e+00 +3.0784e+00 -2.7060e+00 +7.5310e-01 +2.4507e+00 -4.8134e+00 +3.6995e+00 -2.0629e+00 -1.1255e+00 -9.4112e-01 -2.3516e+00
2 +7.260721129e+04 +7.260721129e+04 +7.299322129e+04 +7.299322129e+04 -1.3349e+00 +2.7826e+00 +4.6224e+00 +4.6324e+00 +4.9505e+00 +1.8288e+00 -4.3078e+00 -7.8355e-01 -3.9344e+00 +1.5785e+00 -3.7737e+00 +3.3902e-03 -3.9967e+00 +2.5207e+00 -1.5438e+00 +2.2474e+00 -1.0732e+00 +6.8311e-01 -3.2003e+00 -2.5211e-01
60 +4.964434995e+04 +4.964434995e+04 +5.003035995e+04 +5.003035995e+04 -3.7876e+00 +9.4718e-01 +3.5585e+00 +4.9301e+00 -4.0462e+00 -1.2727e-01 +3.7771e+00 -6.0738e-01 +1.0334e+00 +2.3085e+00 -3.5715e+00 -1.4297e+00 -4.5976e+00 -6.9415e-01 +1.6522e+00 -2.5103e+00 -2.5371e+00 +8.2775e-01 -3.8440e+00 +1.3837e+00
154 +3.218457740e+04 +3.218457740e+04 +3.257058740e+04 +3.257058740e+04 +1.6744e+00 +1.0211e+00 +2.4359e+00 +2.6787e+00 -4.0292e+00 +3.7293e+00 +1.2453e+00 +4.4887e+00 -2.8991e+00 -3.5869e+00 +1.8132e+00 -4.1223e+00 +2.7164e+00 +2.9760e-02 -2.1025e+00 -1.6717e+00 -3.9170e+00 +1.2365e+00 -2.2285e+00 -2.9546e+00
474 +1.838014613e+04 +1.838014613e+04 +1.876615613e+04 +1.876615613e+04 +1.7352e+00 -3.8156e+00 -2.7584e+00 +2.0838e+00 +9.9190e-01 +1.2022e+00 +1.4104e+00 -5.6560e-01 -6.8953e-01 +2.8150e+00 +2.3108e-01 -4.0757e+00 -7.1549e-01 +3.5568e+00 -1.4822e+00 -7.2733e-01 -2.2442e+00 +2.8691e+00 -1.9206e+00 -2.0389e+00
512 +1.465872415e+04 +1.465872415e+04 +1.504473415e+04 +1.504473415e+04 -9.5311e-01 -2.4843e+00 -1.8332e+00 +1.3951e-01 -4.8880e-01 +4.7811e+00 +2.7679e+00 -1.3643e+00 +2.1636e+00 -1.0937e+00 -2.4774e-01 -1.9058e+00 -3.3470e-01 +1.1164e+00 +1.0936e+00 +5.7372e-01 -3.0980e+00 +2.2012e+00 -1.9318e+00 -9.8807e-01
1539 +6.728560244e+03 +6.728560244e+03 +7.114570244e+03 +7.114570244e+03 +4.1607e+00 +1.5598e+00 +2.2191e-01 -2.0980e-01 -1.5987e+00 -1.9755e-01 +3.8112e+00 -1.6901e+00 +2.1466e+00 +4.1005e-01 -4.1063e+00 -1.9749e+00 -6.6738e-01 +2.9579e+00 -4.3079e-01 +1.9098e-01 -1.0028e+00 +2.9771e+00 -1.4197e+00 -2.5630e+00
1705 +3.953037400e+03 +3.953037400e+03 +4.339047400e+03 +4.339047400e+03 +1.5280e+00 +5.8332e-01 -3.6202e+00 +4.3277e-01 -4.5175e-01 +2.3558e+00 +1.3831e+00 +1.6412e+00 +1.0183e+00 -8.9416e-01 -2.7674e+00 -2.2279e+00 +1.5306e+00 +3.2716e+00 -1.5146e+00 -2.3951e+00 -2.6125e+00 +1.5638e+00 -1.5351e+00 -1.8621e+00
1959 +2.455736181e+03 +2.455736181e+03 +2.841746181e+03 +2.841746181e+03 -1.3263e+00 -3.0202e+00 -2.0787e+00 +1.5563e+00 -2.4924e+00 +5.3283e-01 +1.0841e+00 +2.7044e+00 +6.0424e-01 -3.0445e+00 +6.6922e-01 -3.1794e+00 -1.1988e+00 +2.8784e+00 +1.2832e-01 -2.0007e+00 -2.1554e+00 +2.8200e+00 -2.1540e-01 -1.6935e+00
2606 +6.585804356e+02 +6.585804356e+02 +1.044590436e+03 +1.044590436e+03 +6.0029e-01 -1.2300e+00 +1.1495e+00 +2.8357e+00 -5.3458e-01 +1.8873e+00 +1.0384e+00 +1.1210e+00 +2.3088e+00 +1.3550e+00 -4.0949e-01 -8.8544e-01 -2.3469e+00 +5.6721e-01 -9.4267e-01 -7.8596e-01 -1.3244e+00 +2.4356e+00 -1.6908e+00 -1.5177e+00
2633 +4.519520697e+02 +4.519520697e+02 +8.379620697e+02 +8.379620697e+02 -1.4700e+00 -3.5921e+00 -1.2712e+00 +2.0154e-03 +3.6672e-01 +4.6915e-01 -1.0372e+00 +2.2839e+00 +2.7124e-01 -2.2206e+00 -2.5158e+00 +4.0219e-01 -3.2545e+00 +4.8641e-01 -1.9076e+00 -1.6172e+00 -7.6454e-01 +6.5131e-01 -2.1107e+00 -1.3758e+00
2960 +7.106359407e+01 +7.106359407e+01 +4.570735941e+02 +4.570735941e+02 -7.0158e-01 -2.4480e+00 -3.4328e-01 +2.0196e+00 +1.7975e+00 -3.6798e-01 +1.5940e+00 +3.2684e-01 +1.4146e+00 -2.5889e+00 -6.7121e-01 -7.1008e-01 -2.1450e-01 +1.7275e+00 -1.7594e+00 -1.4785e+00 -5.1287e-01 +2.3624e+00 -2.0978e+00 -5.2915e-01
3348 +3.397656249e+01 +3.397656249e+01 +4.199865625e+02 +4.199865625e+02 -2.2876e+00 -2.6945e+00 -1.9991e+00 -1.9108e+00 -6.0203e-01 +2.8218e+00 +1.1263e+00 -6.2128e-01 +1.0643e-01 -1.8343e+00 +2.2085e-01 -1.9415e+00 -6.4432e-01 +1.8786e+00 -8.1095e-01 -7.2673e-01 -1.4428e+00 +1.6732e+00 -1.4639e+00 -1.0203e+00
3390 +4.086850881e+00 +4.086850881e+00 +3.900968509e+02 +3.900968509e+02 +6.3287e-01 +1.8475e+00 -1.8118e+00 +2.4935e+00 +1.6022e+00 +2.2372e+00 +2.1278e+00 +1.3000e+00 +9.5668e-01 -1.8551e+00 -2.9238e-01 -1.0002e+00 -1.3185e+00 +8.6823e-01 -9.6751e-01 -2.2471e+00 -8.3246e-01 +8.1469e-01 -1.5439e+00 -1.4704e+00
4124 +3.948442702e+00 +3.948442702e+00 +3.899584427e+02 +3.899584427e+02 -7.1326e-01 -3.2034e+00 -9.0197e-01 +1.0098e+00 +1.1045e+00 +5.5114e-01 +5.6513e-01 +1.4689e-01 +7.8252e-01 -2.4018e+00 -3.9540e-01 -2.3189e+00 -3.3831e-01 +5.9598e-01 -2.3564e+00 -1.1069e+00 -1.0350e+00 +2.3386e+00 -5.6192e-01 -1.2981e+00
55859 +2.469262041e+00 +2.469262041e+00 +3.884792620e+02 +3.884792620e+02 -2.5129e+00 -3.4025e+00 -1.9703e+00 +6.0579e-01 -3.0320e-01 +2.6605e+00 +1.1021e+00 +2.0809e+00 -1.9851e-01 -2.7032e+00 -1.8554e+00 -1.8686e+00 -4.2796e-01 +1.6861e+00 -1.6515e+00 -7.0463e-01 -1.1258e+00 +2.3524e+00 -1.6632e+00 -1.8714e+00
% function evaluation | noise-free fitness - Fopt (-1.257000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702468498e+05 +2.702468498e+05 +2.702342798e+05 +2.702342798e+05 +3.0100e+00 -3.7668e+00 -3.7123e+00 +4.1722e+00 +3.7593e+00 +2.7603e+00 +1.3597e+00 +8.6667e-01 -2.1017e+00 -1.5382e+00 +4.2335e+00 -4.8343e+00 -2.1956e+00 +1.8281e+00 -4.5378e+00 -1.1337e+00 +2.5968e+00 -3.3263e+00 +1.6099e+00 +4.8331e+00
2 +2.322152615e+05 +2.322152615e+05 +2.322026915e+05 +2.322026915e+05 +2.3171e+00 -1.7043e+00 -1.0096e+00 +4.6361e+00 -2.4317e+00 -4.4597e+00 +4.1567e+00 +3.2365e+00 -6.5790e-01 +4.5044e+00 +6.0711e-01 -6.1941e-01 +3.2044e+00 +3.2355e+00 -4.6096e+00 +2.7251e+00 +3.2916e+00 -1.3618e+00 -3.2310e+00 -1.0645e+00
3 +1.438483531e+05 +1.438483531e+05 +1.438357831e+05 +1.438357831e+05 +4.2842e+00 -3.6314e+00 -3.0224e+00 -3.8166e+00 +5.0027e-01 -2.7657e+00 -2.0877e+00 +4.5775e+00 +3.1128e+00 +1.7216e+00 -3.9211e+00 -7.8044e-01 +2.1368e+00 +1.1188e+00 -3.6092e+00 +4.5751e+00 +3.2837e-01 -8.1311e-01 -4.5278e+00 +3.9636e+00
8 +7.841931778e+04 +7.841931778e+04 +7.840674778e+04 +7.840674778e+04 +3.5404e+00 +3.0091e+00 -2.4289e+00 +3.9772e+00 -3.4767e+00 -3.3256e+00 -2.2967e+00 -1.5339e+00 +4.6117e+00 -3.1869e+00 -1.7866e+00 +4.1640e+00 +2.3482e+00 -3.3167e+00 -1.9534e+00 +2.6241e+00 -4.1112e+00 +1.1541e-01 -1.7104e+00 +4.5346e+00
13 +5.495784213e+04 +5.495784213e+04 +5.494527213e+04 +5.494527213e+04 -3.6653e+00 -4.2837e+00 -3.2888e+00 +2.2275e+00 +3.1981e+00 -1.0586e+00 -2.9237e+00 -6.0047e-01 +1.5903e+00 +1.8550e+00 -8.3163e-01 -4.1658e-01 +2.5191e+00 -6.3631e-01 +3.0508e+00 -3.3024e+00 +1.0185e+00 +2.9913e+00 +2.7050e-01 +1.0100e+00
99 +3.130395210e+04 +3.130395210e+04 +3.129138210e+04 +3.129138210e+04 -2.6231e+00 +4.1913e+00 +2.5714e+00 -3.6983e+00 +1.1381e+00 +1.0384e+00 +1.4470e-01 +2.7385e+00 +1.6305e+00 +3.8958e+00 +3.9932e+00 +9.5891e-01 -3.4268e+00 +2.1381e+00 -9.6066e-01 -1.9385e+00 +5.1787e-01 +4.0599e+00 +4.6769e-01 +1.5926e+00
448 +1.108071791e+04 +1.108071791e+04 +1.106814791e+04 +1.106814791e+04 +8.6940e-01 -1.4425e+00 -2.7777e+00 -2.1900e+00 -1.5898e+00 +3.3862e+00 -1.9917e-01 -3.1953e-01 +3.7139e+00 +2.8985e+00 +2.1507e+00 +7.6525e-01 -1.1836e+00 -1.8901e+00 -3.5153e+00 -2.8826e+00 -9.5156e-01 +3.5647e-01 -7.2723e-01 +2.5564e+00
483 +9.268072462e+03 +9.268072462e+03 +9.255502462e+03 +9.255502462e+03 -4.6913e+00 +5.1834e+00 -1.6501e+00 -1.7257e+00 +2.5669e+00 -5.1810e-01 -1.4648e+00 -3.1386e+00 +2.8823e+00 +1.3212e-01 +1.1746e-01 +1.9542e+00 -1.9696e+00 +4.6968e-01 -7.1423e-01 -2.5495e+00 -1.5443e+00 +2.7730e+00 -2.0096e+00 +2.6077e+00
1146 +5.225941475e+03 +5.225941475e+03 +5.213371475e+03 +5.213371475e+03 +1.4707e+00 +1.1788e-01 -7.6943e-01 -4.3578e+00 -1.8513e+00 +2.9546e+00 +1.6676e+00 -9.5995e-01 +1.6209e+00 +1.3096e+00 -2.8770e+00 +1.0673e+00 +2.5535e-01 -1.7326e+00 +3.7494e-01 -1.6327e+00 +1.6120e-01 +2.2756e+00 -3.3412e-01 +8.3518e-01
1550 +1.675902031e+03 +1.675902031e+03 +1.663332031e+03 +1.663332031e+03 -9.2519e-01 -2.3318e+00 -3.2791e+00 +2.6397e-01 +2.4036e+00 +1.5805e-01 -5.4642e-01 -7.8159e-01 -7.1555e-01 +6.1002e-01 -2.4029e+00 -9.2151e-02 -1.1306e+00 -1.2409e+00 +1.7731e-01 -2.2528e+00 -9.5791e-02 +2.7094e+00 -1.8572e+00 +1.8604e+00
2217 +1.182903594e+03 +1.182903594e+03 +1.170333594e+03 +1.170333594e+03 +1.4311e+00 +1.1783e-01 -1.4821e+00 -2.6251e+00 +2.6370e+00 -1.1584e+00 -6.1510e-01 -1.3296e+00 +2.2264e+00 +9.7506e-01 +3.5983e-01 +3.2597e+00 -1.3760e+00 +1.7617e-01 -1.2833e+00 -1.9315e+00 -1.9116e+00 +2.0813e+00 -1.0363e+00 +2.3415e+00
2294 +8.501099683e+02 +8.501099683e+02 +8.375399683e+02 +8.375399683e+02 +5.5046e-01 -7.8608e-01 -2.1267e+00 +3.8665e-01 -6.4107e-01 +1.0433e+00 -1.2966e+00 -5.3041e-01 +6.3509e-01 +1.4046e+00 -1.7902e+00 +3.7366e-01 -1.4593e+00 -1.9626e+00 -1.4515e+00 -1.6106e+00 -1.0504e+00 +2.8551e+00 -1.9282e+00 +2.6173e+00
2581 +2.907496924e+02 +2.907496924e+02 +2.781796924e+02 +2.781796924e+02 +2.7374e+00 -1.6209e-01 +1.3682e+00 -1.9811e+00 +2.0043e+00 +2.1577e+00 +1.1220e+00 +6.0355e-01 +3.0068e+00 +2.6906e-01 -2.2247e+00 -1.0992e-01 -2.5952e+00 -1.0534e+00 -2.1800e+00 -2.0041e-02 -1.9864e+00 +5.9246e-01 -2.7561e+00 +7.1796e-01
2810 +1.537349054e+02 +1.537349054e+02 +1.411649054e+02 +1.411649054e+02 +9.2179e-01 +1.3336e+00 -1.3456e+00 -1.5469e+00 +1.6958e+00 +2.6455e-01 +9.1331e-02 +1.0922e+00 +2.1651e+00 +8.9503e-01 -1.6558e+00 +6.0028e-01 -1.3235e+00 -1.3062e+00 -7.1041e-02 -1.8447e+00 -2.1599e+00 +8.9210e-01 -1.0479e+00 +1.4517e+00
2830 +8.473079968e+01 +8.473079968e+01 +7.216079968e+01 +7.216079968e+01 +1.2854e+00 +1.5121e+00 -1.8665e+00 -4.7950e-01 -1.3888e+00 +3.2340e+00 +2.8802e-01 +1.5944e+00 +1.5859e+00 +9.0309e-01 -2.1556e+00 +8.3930e-01 -1.5472e+00 -2.5422e+00 -1.6607e+00 -1.1282e+00 -1.4885e+00 +6.6196e-01 -1.2998e+00 +1.8681e+00
2929 +7.785834134e+00 +7.785834134e+00 -4.784165866e+00 -4.784165866e+00 -1.4821e+00 +4.1544e-01 -1.8487e+00 -8.8449e-01 +1.7386e+00 -1.0961e+00 -4.1808e-01 +1.7794e+00 -1.7112e-01 +2.9585e+00 -1.3971e+00 +6.4528e-01 -1.1760e+00 -1.2036e+00 -1.6818e+00 -1.4866e+00 -1.0719e+00 +1.8314e+00 -2.1686e+00 +1.4835e+00
2939 +3.580600019e+00 +3.580600019e+00 -8.989399981e+00 -8.989399981e+00 -1.2105e-01 -6.6746e-03 +1.9089e-01 -1.9266e-01 +2.6557e+00 -1.5002e-02 -2.6482e+00 +1.2391e+00 +2.0360e+00 +1.4532e-01 -2.7743e+00 +1.3706e+00 -1.5348e-01 -1.0132e+00 -1.3780e+00 -1.7764e+00 -1.7782e+00 +1.6944e+00 -1.2630e+00 +1.0893e+00
420943 +2.478953200e+00 +2.478953200e+00 -1.009104680e+01 -1.009104680e+01 -1.6377e+00 +2.8819e+00 -2.0401e+00 +7.9845e-01 +2.0323e+00 +8.7704e-01 -2.6880e+00 +2.0327e+00 +2.1069e+00 +1.4500e+00 -2.2678e+00 +1.8095e+00 -8.0735e-01 -6.9502e-01 -2.0494e+00 -2.1571e+00 -2.0141e+00 +2.0244e+00 -1.2308e+00 +1.2397e+00
% function evaluation | noise-free fitness - Fopt (-1.270400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.896534336e+04 +4.896534336e+04 +4.883830336e+04 +4.883830336e+04 +1.8045e+00 +2.0264e+00 +3.4907e+00 +3.1879e-01 +2.4104e+00 +4.5174e+00 +3.2527e+00 +2.4983e+00 -1.9117e+00 -9.7270e-01 -2.7091e-01 -3.9134e+00 -2.3706e+00 -2.7825e+00 +6.6737e-01 -4.1753e+00 +2.2110e+00 -2.6746e-01 +5.9531e-01 -2.8755e+00
80 +3.460557959e+04 +3.460557959e+04 +3.447853959e+04 +3.447853959e+04 +2.5416e+00 +1.3069e+00 +2.6141e-01 -3.9795e+00 -1.4183e+00 +3.2016e+00 +1.7445e+00 +2.8481e+00 +1.3033e+00 +1.8523e+00 -2.1880e+00 -4.7840e+00 +3.2134e+00 -3.9510e+00 -2.2047e+00 -2.6527e+00 +4.3330e-01 -2.2376e+00 -1.7552e-01 -1.9445e-01
694 +4.316426532e+03 +4.316426532e+03 +4.189386532e+03 +4.189386532e+03 -3.5277e+00 -1.3289e+00 +5.6906e-01 -3.7564e-01 -1.7113e+00 +9.6386e-01 +3.0259e+00 -4.2304e-01 -8.2524e-01 +1.3871e+00 +7.9424e-01 -1.3418e+00 +2.8700e+00 -1.0227e+00 -2.7594e+00 -1.1967e+00 -3.5054e+00 -5.0894e-01 +8.1838e-01 -1.1061e+00
1476 +3.764564719e+03 +3.764564719e+03 +3.637524719e+03 +3.637524719e+03 -1.7986e+00 -2.6972e+00 +2.0171e+00 +3.1625e+00 -2.0137e+00 -1.4593e+00 +8.0327e-01 -1.1064e+00 -3.3857e-01 -1.3183e+00 +3.8098e+00 -9.4564e-01 +1.5614e+00 -2.0149e+00 -2.6411e+00 -7.5959e-01 -2.1726e+00 -8.7990e-01 +7.9939e-01 -1.5606e+00
2006 +2.111629780e+03 +2.111629780e+03 +1.984589780e+03 +1.984589780e+03 +1.6884e+00 +2.6459e+00 +3.3634e-01 +2.1123e+00 -2.1502e-01 +9.1437e-01 +5.2242e-01 +1.9843e+00 -7.4495e-01 -3.5731e-01 +1.5324e+00 +8.2614e-01 +2.7908e-01 -2.0870e+00 -1.3549e+00 -1.1602e+00 -7.5291e-01 -2.4462e+00 +1.6530e+00 -9.2830e-01
2129 +7.736785553e+02 +7.736785553e+02 +6.466385553e+02 +6.466385553e+02 -3.0145e+00 +1.3231e+00 +3.9005e-02 -1.3256e+00 -1.9653e+00 -1.6844e+00 +1.2853e+00 +3.6484e-01 +1.7284e+00 -5.2337e-01 +1.2719e+00 -2.1547e+00 -7.1015e-01 -1.2693e+00 -1.6990e+00 -2.5490e+00 -1.8025e+00 -1.2418e+00 +1.0238e+00 -1.3087e+00
2682 +3.753550524e+00 +3.753550524e+00 -1.232864495e+02 -1.232864495e+02 -4.2798e-01 -1.5230e+00 +4.8866e-01 +2.3710e+00 -1.8144e+00 -2.1398e+00 +7.3610e-01 +7.2624e-02 +1.7801e+00 +1.1132e+00 +1.0944e+00 -1.0856e+00 +1.1123e+00 -1.3316e+00 -1.9168e+00 -2.0667e+00 -1.3161e+00 -7.2542e-01 +1.0701e+00 -1.9396e+00
163472 +2.483894238e+00 +2.483894238e+00 -1.245561058e+02 -1.245561058e+02 -1.0767e+00 -2.1473e+00 +1.0811e+00 +1.4882e+00 +1.9397e-01 -1.8115e+00 +2.2361e+00 +1.5108e+00 +8.4032e-03 +5.9073e-01 +2.5442e+00 -1.4924e+00 +1.3904e+00 -5.8686e-01 -2.3569e+00 -5.6430e-01 -2.0991e+00 -8.6799e-01 +2.2727e+00 -2.0542e+00
1042684 +1.584793171e+00 +1.584793171e+00 -1.254552068e+02 -1.254552068e+02 -8.7444e-01 -2.3976e+00 +1.1762e+00 +1.3604e+00 +3.4237e-01 -1.8863e+00 +2.1943e+00 +1.3473e+00 +5.2097e-02 +5.1510e-01 +2.5230e+00 -1.4427e+00 +1.2728e+00 -6.7230e-01 -2.4511e+00 -5.5466e-01 -2.0800e+00 -8.2101e-01 +2.4184e+00 -2.0291e+00
% function evaluation | noise-free fitness - Fopt (-3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.383293516e+05 +1.383293516e+05 +1.382918316e+05 +1.382918316e+05 -1.1848e+00 +3.4336e+00 +3.1914e+00 -2.2077e+00 +4.0468e+00 +5.6555e-01 +3.0634e+00 +1.2270e+00 -4.8954e+00 +2.5306e+00 -2.3696e+00 -1.6424e-01 +3.5308e-01 +4.9667e+00 -4.5499e+00 -6.3829e-01 +8.1185e-01 -2.6176e-01 -1.2794e+00 +1.1197e+00
