% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2187 +2.222658913e+03 +2.222658913e+03 +2.077698913e+03 +2.077698913e+03 +4.6865e-01 -1.4165e+00 +8.0159e-01 +1.1935e+00 -4.9765e-01 -1.3965e+00 -6.0494e-01 +9.4144e-01 +5.2763e-01 +8.9441e-01 +2.4773e+00 +1.7665e+00 +6.4977e-01 +2.8199e+00 +1.7606e+00 -2.9936e-01 -1.4597e+00 -2.4030e+00 +2.6827e+00 -1.5550e+00
2556 +8.756738671e+02 +8.756738671e+02 +7.307138671e+02 +7.307138671e+02 +3.7947e-01 -6.2643e-01 -1.7076e+00 -1.7801e+00 +9.0597e-01 -8.6274e-01 +2.0391e-01 -8.6592e-01 +1.9401e-01 +1.6020e+00 +1.4630e+00 +1.4275e-01 +1.6703e+00 +1.2219e+00 +2.1072e+00 +6.1082e-01 -2.5924e+00 -2.5170e+00 +1.7522e+00 -1.9701e+00
2880 +5.726925143e+02 +5.726925143e+02 +4.277325143e+02 +4.277325143e+02 +8.2244e-01 -1.1374e-01 -1.4933e+00 -2.1253e-01 -2.2205e+00 +2.0803e+00 -6.1519e-01 -2.6976e-01 +3.4131e-01 +7.6253e-01 +2.8776e+00 +4.3205e-01 +1.6108e+00 -2.5116e-01 +1.5028e+00 +2.1006e+00 -4.6649e-01 -1.0604e+00 +2.6968e+00 -2.1717e+00
3040 +1.807184346e+02 +1.807184346e+02 +3.575843459e+01 +3.575843459e+01 -2.0994e-01 -6.6306e-01 +1.6086e-01 -3.4287e-01 -3.1194e-01 -9.9655e-01 -1.2093e+00 +7.5790e-01 -2.3862e-01 +1.2512e+00 +1.4633e+00 +7.5334e-01 +5.9763e-01 +1.0589e+00 +1.2356e-01 +2.5420e+00 -1.2781e+00 -1.0467e+00 +9.2760e-01 -1.0409e+00
3378 +1.504723916e+02 +1.504723916e+02 +5.512391644e+00 +5.512391644e+00 -2.2815e+00 +5.2650e-01 -1.3940e+00 +4.8436e-01 +5.2047e-01 -1.6349e-01 -1.4558e+00 +1.4098e+00 +8.6831e-01 +2.6364e+00 +1.5949e+00 +4.9046e-01 +2.2782e+00 +5.5176e-01 +3.7900e-01 +2.0214e+00 -8.1612e-01 -2.0742e+00 +1.6506e+00 -1.2215e+00
3521 +8.665085285e+00 +8.665085285e+00 -1.362949147e+02 -1.362949147e+02 -9.5621e-01 -1.0047e+00 -2.3349e+00 -3.8081e-01 -2.9891e-01 +3.0279e-01 -2.5555e-01 +4.8168e-01 -1.4677e+00 +2.0149e+00 +2.0516e-01 +2.4860e+00 +1.2206e+00 +1.8062e-01 +1.8069e+00 +1.3327e+00 -1.3738e+00 -1.4946e+00 +2.3785e+00 -8.5136e-01
3673 +4.164576855e+00 +4.164576855e+00 -1.407954231e+02 -1.407954231e+02 -2.0829e+00 +1.7138e+00 -2.2828e+00 +1.5004e+00 -2.4713e+00 +8.3130e-01 -2.6467e+00 +1.6884e+00 +5.7015e-01 +1.0541e+00 +1.7961e+00 +4.0753e-01 +2.6139e+00 +8.3389e-01 +1.6767e+00 +8.9061e-01 -1.6146e+00 -9.3796e-01 +1.4841e+00 -1.5125e+00
4461 +3.693496887e+00 +3.693496887e+00 -1.412665031e+02 -1.412665031e+02 +1.5795e-01 -1.9415e+00 -1.3813e+00 -4.2086e-01 -1.6668e+00 +3.7527e-01 -9.2181e-01 +3.6293e-02 -1.8339e+00 +9.4387e-01 +1.1078e+00 +1.2043e+00 +1.3976e+00 +8.4450e-01 +8.6211e-01 +1.7289e+00 -1.2474e+00 -1.3471e+00 +1.6591e+00 -2.2103e+00
135852 +2.479041760e+00 +2.479041760e+00 -1.424809582e+02 -1.424809582e+02 +2.6556e-01 +4.1916e-02 -7.6533e-01 -1.4956e+00 -1.5154e-01 +1.8230e+00 -1.9150e+00 +4.0872e-01 -3.3063e-01 +3.5309e-01 +5.2213e-01 +2.6181e+00 +1.1987e+00 +1.2768e+00 +2.3250e+00 +2.0848e+00 -7.4879e-01 -2.4694e+00 +7.6380e-01 -2.4519e+00
1643972 +1.584442583e+00 +1.584442583e+00 -1.433755574e+02 -1.433755574e+02 +1.6191e-01 -6.8014e-01 -2.5053e+00 -1.0969e+00 -2.3643e+00 +1.3382e+00 -1.6107e+00 +2.1785e+00 +1.5920e-01 +2.6708e+00 +2.0184e+00 +2.1558e+00 +2.0725e+00 +1.6591e+00 +2.2474e+00 +1.6084e+00 -1.1985e+00 -2.3480e+00 +1.4591e+00 -1.1385e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.509238150e+04 +9.509238150e+04 +9.508608150e+04 +9.508608150e+04 -1.9137e+00 -1.2224e+00 -1.7510e+00 +1.5591e+00 -2.6500e+00 -4.4861e+00 +2.3199e+00 -2.2836e+00 -1.8649e+00 +1.5268e+00 +1.0428e+00 -3.5347e-01 +3.0976e+00 +1.3051e+00 -1.8090e+00 +3.5664e+00 -2.4870e+00 -2.6139e+00 +6.3094e-01 +2.4257e+00
87 +3.399952144e+04 +3.399952144e+04 +3.399322144e+04 +3.399322144e+04 -2.1313e+00 -3.1369e+00 +3.8332e+00 -1.3007e+00 -2.5685e+00 +2.2136e+00 +2.8299e+00 +2.9054e+00 +2.8633e+00 -1.7242e+00 +6.1998e-01 +4.9746e+00 +3.3983e+00 +2.0274e+00 -1.8778e-01 +1.9682e+00 +2.5947e-01 -4.2501e-01 -1.6123e-01 -1.9184e-01
821 +2.182831651e+04 +2.182831651e+04 +2.182201651e+04 +2.182201651e+04 +1.7433e+00 +2.5875e+00 +1.0651e+00 -8.8793e-02 +1.9857e-01 -4.1887e+00 -3.4415e-01 -2.4902e+00 -2.2265e+00 +3.6317e+00 +1.2497e+00 +8.3889e-01 +1.1087e+00 +2.3845e+00 -3.8286e+00 +1.3022e+00 -1.6804e+00 -1.6330e+00 -1.2168e+00 +6.7322e-01
1087 +1.224365752e+04 +1.224365752e+04 +1.223735752e+04 +1.223735752e+04 -3.8685e+00 -5.4345e+00 +1.2757e+00 +6.2410e-02 -2.4937e+00 +2.3063e+00 +2.9008e+00 +1.8286e+00 +1.5734e+00 +1.0619e+00 -1.9285e-01 +2.7225e+00 +1.6285e+00 +3.5396e+00 -1.4240e+00 +3.4786e+00 -9.7593e-01 -1.2196e+00 -3.4386e+00 -1.1650e+00
1324 +8.141408166e+03 +8.141408166e+03 +8.135108166e+03 +8.135108166e+03 +3.6160e+00 -2.5848e+00 +4.6168e-01 +4.3606e+00 -7.4821e-01 +4.4993e-01 -1.8024e+00 -2.9297e+00 -2.3228e-01 +6.6010e-01 +5.5951e-02 +7.5830e-01 -2.2426e+00 +7.1839e-01 -1.2641e-01 +3.3932e+00 -2.3319e+00 -7.8008e-01 -2.5490e+00 +3.8152e-01
1637 +6.294795513e+03 +6.294795513e+03 +6.288495513e+03 +6.288495513e+03 -2.2657e+00 +1.0700e+00 +6.7961e-02 -2.1123e-01 -3.9030e+00 +6.8290e-01 +5.2732e+00 -6.8721e-01 +1.4737e+00 +8.6640e-01 -2.8277e-02 +3.3866e+00 +3.2363e-01 +9.8289e-01 -4.0709e-01 +2.4515e+00 -1.9134e-01 -1.6502e+00 -7.3088e-02 -2.1312e+00
1943 +3.492949406e+03 +3.492949406e+03 +3.486649406e+03 +3.486649406e+03 -2.9420e+00 -1.1364e+00 +7.7471e-01 -2.0256e-01 -9.9927e-01 -1.3935e+00 +7.0371e-01 -9.2545e-01 +1.5457e+00 +2.3523e-01 -1.1357e+00 +1.3159e+00 -2.0074e+00 -8.7766e-01 -1.8687e+00 +2.6626e+00 -1.1273e+00 -6.1815e-01 -1.2418e+00 -3.0569e+00
2204 +2.131332845e+03 +2.131332845e+03 +2.125032845e+03 +2.125032845e+03 -4.0252e+00 -3.5362e+00 +6.8014e-01 +1.2243e+00 +1.6272e+00 -4.2759e-01 +1.1563e+00 -6.6270e-01 -5.5525e-01 +8.2292e-02 +2.8441e-01 +5.8501e-01 -1.0426e+00 +2.3059e+00 -2.7735e+00 +1.2659e+00 -7.7831e-01 -6.4954e-01 -1.2705e+00 -6.5307e-01
2282 +1.213418860e+03 +1.213418860e+03 +1.207118860e+03 +1.207118860e+03 +1.3977e+00 +1.1169e+00 -9.9532e-01 -2.3453e+00 -1.3368e+00 +5.6108e-01 +8.2477e-01 -5.9359e-01 +3.5543e+00 +9.9237e-01 -1.8597e+00 -1.7385e-02 -2.9239e+00 -1.2308e-01 -2.8663e+00 +2.0675e+00 -4.6815e-01 -1.2212e+00 -7.1995e-01 -1.6617e+00
2334 +2.873486749e+02 +2.873486749e+02 +2.810486749e+02 +2.810486749e+02 +2.9997e+00 +9.7641e-01 -4.6859e-01 -2.8238e-01 -6.7349e-01 +4.9189e-01 +3.0810e+00 +1.3952e-01 +2.0414e-02 -4.4845e-02 -1.2085e+00 +1.9397e+00 +1.9485e-01 +5.8013e-01 -4.0613e-01 +2.9204e+00 -1.9413e+00 -6.5217e-01 -9.9726e-01 -1.5816e+00
2717 +1.098384929e+02 +1.098384929e+02 +1.035384929e+02 +1.035384929e+02 -2.3099e+00 -3.2655e+00 +1.2933e+00 +5.9099e-01 -2.0407e+00 +8.0354e-01 +1.8398e+00 -5.3681e-01 +2.2177e+00 +1.3534e+00 -2.5451e-01 +1.5055e+00 -1.7318e+00 +3.0378e-01 -3.9346e-01 +8.5776e-01 -1.5351e+00 -1.7310e+00 -1.4365e+00 -2.4780e+00
3008 +9.665094888e+01 +9.665094888e+01 +9.035094888e+01 +9.035094888e+01 +2.4246e+00 +2.6728e+00 -1.2597e+00 +2.8697e-01 -1.1585e+00 +1.0430e+00 +2.8386e+00 -1.8824e+00 +8.2474e-01 -4.1253e-01 -1.9968e+00 +2.2810e+00 -2.3507e-01 +1.7035e+00 -1.5379e+00 +2.3209e+00 -1.3735e+00 -6.4029e-01 -1.0138e+00 -2.1694e+00
3082 +2.660981625e+01 +2.660981625e+01 +2.030981625e+01 +2.030981625e+01 -1.2479e+00 +1.5322e+00 +8.4667e-01 +7.1335e-01 -2.9043e+00 -6.1319e-01 +1.6343e+00 -1.3148e+00 +1.3187e+00 +7.6188e-01 -7.5208e-01 +1.2400e+00 -1.3383e+00 +1.3459e+00 -1.4281e+00 +1.3340e+00 -1.2586e+00 -1.7592e+00 -1.5212e+00 -9.1974e-01
3209 +4.745576018e+00 +4.745576018e+00 -1.554423982e+00 -1.554423982e+00 +9.6317e-01 +8.4493e-02 -7.0121e-01 +1.4135e+00 +2.8444e-01 +2.8601e-01 +4.4225e-01 -5.5759e-01 +9.0669e-02 +1.9486e+00 +3.8302e-01 +1.0649e+00 -1.3832e+00 +3.7924e-01 -1.8827e+00 +1.8952e+00 -1.2830e+00 -1.5543e+00 -1.0999e+00 -2.2911e+00
4176 +3.250033961e+00 +3.250033961e+00 -3.049966039e+00 -3.049966039e+00 +2.1934e+00 -2.8703e-01 -9.3652e-01 +1.0139e+00 -2.3325e+00 -5.7293e-01 +1.0036e-01 -1.3012e+00 +2.3201e+00 +9.3925e-02 -9.1813e-01 +1.0323e+00 -1.7385e+00 +5.4135e-01 -2.4626e+00 +1.7382e+00 -1.1823e+00 -1.2215e+00 -1.0462e+00 -1.9764e+00
277844 +2.477324251e+00 +2.477324251e+00 -3.822675749e+00 -3.822675749e+00 -1.4014e+00 -3.0678e+00 +1.4037e+00 +7.0816e-01 -4.8357e-01 +2.4375e-01 +2.6125e+00 -2.1161e+00 +1.1204e+00 +2.1358e+00 -9.2507e-01 +2.3869e+00 -1.5166e+00 +7.0694e-01 -2.4309e+00 +8.4444e-01 -2.0594e+00 -8.1187e-01 -1.5644e+00 -1.1155e+00
1610627 +1.583786386e+00 +1.583786386e+00 -4.716213614e+00 -4.716213614e+00 +2.1095e+00 -1.0782e+00 -2.3736e+00 -2.6340e-01 -1.8069e+00 -2.1795e+00 +1.8841e-01 -2.5870e+00 +1.9861e+00 +1.4918e+00 -7.7494e-01 +5.7555e-01 -1.9653e+00 +1.6396e+00 -2.2281e+00 +2.0804e+00 -7.3236e-01 -1.8187e+00 -1.8146e+00 -1.6188e+00
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.550354130e+05 +1.550354130e+05 +1.550133530e+05 +1.550133530e+05 -1.0227e+00 -4.8388e+00 -3.7950e+00 +1.1130e-01 -8.8971e-01 +2.5433e+00 +2.0936e+00 -3.3266e+00 +1.6671e+00 -3.3813e+00 +2.9347e+00 -3.8368e+00 -3.4356e+00 +3.2271e+00 -1.9073e+00 +4.6889e-01 -1.7020e+00 +1.9266e+00 -2.2902e+00 +1.7730e+00
9 +6.647306893e+04 +6.647306893e+04 +6.645100893e+04 +6.645100893e+04 -2.2271e+00 +1.3261e-01 -1.0195e-01 +2.5757e+00 +3.6933e-01 -3.9627e+00 -3.8494e+00 +7.1557e-01 +2.5500e+00 +3.4120e+00 -2.9518e+00 +3.4434e+00 +1.2869e+00 +3.4369e+00 -4.0179e+00 +3.8913e+00 +2.6410e+00 -6.2264e-01 +3.4803e-01 +3.0505e+00
42 +4.391049610e+04 +4.391049610e+04 +4.388843610e+04 +4.388843610e+04 -4.7787e+00 -9.5103e-01 -2.5175e+00 +5.6652e-01 -5.1056e-02 -2.9633e+00 +4.6112e+00 +2.0551e+00 -2.9400e+00 +3.1117e+00 +2.9358e+00 +1.4202e+00 +2.7538e+00 -3.6674e+00 -2.0336e-02 +1.1421e+00 -8.8186e-01 +2.8284e-01 +3.0030e+00 +2.6156e+00
87 +3.328957866e+04 +3.328957866e+04 +3.326751866e+04 +3.326751866e+04 +1.7371e+00 +1.9723e+00 +4.3363e+00 +3.2929e+00 +1.8249e+00 +1.1988e-01 -2.3808e+00 -3.5970e+00 -5.0983e-01 +3.2690e+00 +2.4482e-01 -2.0279e+00 -1.4635e+00 -4.4687e-01 -3.6133e-01 +1.0110e+00 -1.3389e+00 -1.5919e+00 +3.9252e-01 +1.5055e+00
413 +1.179246921e+04 +1.179246921e+04 +1.177040921e+04 +1.177040921e+04 +2.4141e-01 +1.7280e-01 +2.6489e+00 -1.4639e-01 +1.2044e+00 +8.9147e-01 +2.7047e+00 +4.0564e-01 +1.6280e+00 +1.4239e-02 +5.4340e-01 +2.4542e+00 +1.9114e+00 +9.9241e-01 -1.1577e+00 +2.2442e-01 -1.8914e+00 -2.1378e+00 +3.7632e+00 +1.4359e+00
1269 +8.426718109e+03 +8.426718109e+03 +8.404658109e+03 +8.404658109e+03 +2.8830e+00 +3.8576e+00 +2.4316e+00 +7.2343e-01 -2.3270e+00 -8.5756e-01 +1.2894e+00 -1.1395e+00 -2.6640e-01 +3.3397e-01 +1.2585e+00 +7.8165e-02 +1.5867e+00 +7.2324e-01 +8.1408e-02 +1.5051e+00 +4.6125e-01 -1.8994e+00 +1.5331e+00 +1.3099e-02
1683 +5.616645439e+03 +5.616645439e+03 +5.594585439e+03 +5.594585439e+03 -3.5088e+00 +6.2042e-01 +1.0410e+00 +2.7485e-01 -6.5175e-01 +2.6953e+00 -8.9598e-01 +1.3436e-01 -8.7880e-01 +2.7392e+00 -1.3258e+00 +3.4787e+00 +1.2731e+00 -1.3697e-01 -2.1667e+00 +1.3199e+00 -1.2107e+00 -1.0285e+00 +2.0259e+00 +1.6801e+00
1828 +2.001868515e+03 +2.001868515e+03 +1.979808515e+03 +1.979808515e+03 +2.6800e+00 +3.0796e+00 -7.8747e-01 +1.4042e+00 +1.9919e+00 -1.0147e+00 -2.8606e-01 +9.8267e-01 -1.2248e+00 +3.5773e+00 +4.9661e-01 +1.6738e+00 +6.1818e-01 +2.0538e-01 -7.9678e-01 +2.6264e+00 -1.2324e+00 -1.6749e+00 +1.2904e+00 +1.5020e+00
2297 +1.357980064e+03 +1.357980064e+03 +1.335920064e+03 +1.335920064e+03 +2.2116e+00 +2.1911e+00 -1.6018e-01 -1.6951e-01 -3.5176e-01 -8.9132e-01 +2.4541e-01 +8.5737e-01 -2.8610e+00 -8.1580e-01 +7.6612e-01 +1.1123e+00 -4.3364e-01 +8.4161e-01 -4.3398e-01 +3.4434e-01 -7.5720e-01 -9.6769e-01 +2.8531e+00 +6.9800e-01
2745 +4.306781750e+02 +4.306781750e+02 +4.086181750e+02 +4.086181750e+02 +1.7886e+00 +2.6773e+00 -6.9645e-01 -2.9207e+00 -2.6426e-01 +4.2943e-01 +5.9829e-02 -3.0435e+00 +1.1776e+00 +2.6365e+00 -1.0009e+00 +2.2338e+00 +1.4725e+00 +2.2267e+00 -1.3607e-01 +1.1207e+00 -1.4595e+00 -1.2978e+00 +1.6885e+00 +2.4452e+00
2872 +4.476663230e+01 +4.476663230e+01 +2.270663230e+01 +2.270663230e+01 -2.2119e+00 -1.9943e-01 -1.5543e+00 +5.5773e-01 +1.6408e+00 +6.2620e-01 +9.4354e-02 +2.8775e-01 -2.5783e-01 +2.8586e+00 +1.2949e+00 +8.9994e-02 +2.8401e+00 +6.7498e-01 -3.6904e-01 +2.3039e+00 -1.3976e+00 -2.1185e+00 +7.4700e-01 +2.0262e+00
3426 +4.512918983e+00 +4.512918983e+00 -1.754708102e+01 -1.754708102e+01 +9.8277e-01 +1.5934e+00 +1.9507e-01 -6.9260e-01 -1.9627e-01 -1.1551e+00 +7.1110e-01 -1.4863e+00 +4.7775e-01 +1.9857e+00 +2.7747e-01 +2.4394e-01 +2.1491e+00 +5.5278e-01 -1.2105e+00 +1.5092e+00 -1.5664e+00 -1.1017e+00 +2.1554e+00 +8.2758e-01
3628 +3.712602037e+00 +3.712602037e+00 -1.834739796e+01 -1.834739796e+01 -1.5579e+00 +2.4075e+00 +4.1502e-01 -2.7000e+00 +1.7028e+00 +6.4758e-01 +4.1604e-01 -2.0623e+00 -3.2910e-01 +2.4809e+00 +6.6600e-01 +4.5877e-01 +6.7746e-01 +1.4252e+00 -7.4341e-01 +1.1481e+00 -1.3611e+00 -1.4865e+00 +1.7680e+00 +1.2774e+00
747936 +2.450407554e+00 +2.450407554e+00 -1.960959245e+01 -1.960959245e+01 +1.1233e+00 +1.2978e+00 -2.3630e+00 -1.9433e+00 +2.2140e+00 -1.4346e+00 +1.0626e+00 -1.1439e+00 -2.2760e+00 +2.2038e+00 +4.5742e-01 +2.3647e+00 +3.0022e-01 +8.2260e-01 -8.7444e-01 +9.0887e-01 -1.6677e+00 -2.1665e+00 +1.5336e+00 +1.9230e+00
1871274 +1.584561727e+00 +1.584561727e+00 -2.047543827e+01 -2.047543827e+01 +9.8281e-01 +1.3984e+00 -2.3441e+00 -2.0269e+00 +2.1186e+00 -1.2703e+00 +1.5802e+00 -7.4836e-01 -2.4579e+00 +1.9778e+00 +2.7484e-01 +2.0048e+00 +3.8092e-01 +8.8115e-01 -8.7160e-01 +9.3270e-01 -1.7195e+00 -2.2151e+00 +1.7034e+00 +1.8544e+00
% function evaluation | noise-free fitness - Fopt (7.129000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.538796211e+05 +4.538796211e+05 +4.539509111e+05 +4.539509111e+05 +1.0914e+00 +4.9063e-01 +2.9957e+00 -2.2851e+00 -3.4211e+00 -3.2308e+00 -1.7352e+00 -1.7491e+00 -1.2953e+00 +9.6701e-01 +4.9996e+00 -4.4684e+00 +9.1229e-01 +2.0013e+00 -3.6719e+00 +4.5433e+00 -3.0739e+00 -1.2280e-01 -1.6607e+00 -4.8742e+00
2 +7.222964720e+04 +7.222964720e+04 +7.230093720e+04 +7.230093720e+04 -3.9939e+00 +3.0992e+00 +4.0754e+00 +3.7172e+00 +2.2017e+00 +3.9000e+00 +3.3426e-01 +3.8502e+00 -5.3348e-01 +2.9802e-01 -3.5445e+00 -2.7802e+00 -3.5439e+00 -1.5179e+00 +2.8991e+00 -1.7157e+00 +1.0666e-01 +1.2187e+00 -1.7269e+00 -2.2367e-01
18 +3.440234268e+04 +3.440234268e+04 +3.447363268e+04 +3.447363268e+04 +3.7413e+00 +4.0125e+00 +1.3577e+00 +4.5928e+00 +2.8432e+00 -2.2170e+00 -2.8882e+00 +1.3771e+00 -2.7782e-01 +3.9043e+00 -2.4882e-01 -2.1595e-01 +6.0770e-01 -4.1030e+00 +2.2135e+00 +2.2438e+00 -4.9553e+00 +1.6516e+00 +5.3971e-02 +3.1502e+00
541 +2.457304138e+04 +2.457304138e+04 +2.464433138e+04 +2.464433138e+04 +1.7406e+00 +2.0611e+00 -3.7022e-01 +3.0085e-01 -1.5659e+00 +2.2930e-01 +1.4065e+00 +1.2502e+00 +3.3917e+00 +1.8863e+00 -1.4843e+00 +2.4989e+00 -9.1429e-01 -1.3414e-01 -8.2643e-01 -2.8442e+00 +1.1480e-01 +3.0818e+00 +5.5536e-01 -1.9800e-02
952 +1.432101251e+04 +1.432101251e+04 +1.439230251e+04 +1.439230251e+04 -2.8624e+00 +8.4096e-01 +1.6453e+00 +3.1226e+00 -3.6408e+00 -2.4085e+00 -8.1317e-01 -1.9233e+00 -1.1163e+00 +9.1512e-01 -1.2081e+00 -9.5427e-01 -1.7472e+00 +1.5062e+00 +4.9630e-01 -3.7151e-01 -2.1830e+00 +2.2709e+00 -6.7379e-01 +1.0202e+00
1403 +9.322305630e+03 +9.322305630e+03 +9.393595630e+03 +9.393595630e+03 +2.1941e+00 +8.3580e-02 -2.3396e+00 -1.0494e+00 -4.3678e-01 -9.1530e-01 -4.1251e+00 -1.0403e+00 -1.9657e-01 +1.9830e+00 -1.0318e+00 -1.9312e+00 -1.7850e+00 -2.2037e+00 -4.9146e-01 -3.4058e+00 -8.5951e-01 +1.3792e+00 +2.0060e+00 +9.4187e-01
1666 +5.835543829e+03 +5.835543829e+03 +5.906833829e+03 +5.906833829e+03 +2.4946e+00 +2.0751e+00 -9.8870e-01 -2.2440e+00 -2.6493e+00 +1.8387e+00 +2.6531e-01 -2.7597e+00 +6.2701e-01 +1.1336e+00 -2.8066e+00 -3.4260e-01 -2.0878e-01 -4.4711e-01 +1.5929e+00 -1.4236e+00 -1.6228e-02 -8.4057e-02 +2.8763e+00 +2.3849e-01
1871 +3.955096767e+03 +3.955096767e+03 +4.026386767e+03 +4.026386767e+03 -9.8186e-01 -6.9344e-01 -1.3995e-01 +1.0151e+00 -4.9459e-01 +1.0122e+00 -5.7562e-01 +6.5491e-01 -2.4799e+00 -1.2170e-01 -1.0209e+00 +1.2303e+00 +1.7885e-01 +8.1828e-01 +3.0642e+00 -7.8783e-01 -1.3694e+00 +8.3100e-01 +1.7914e+00 +1.1850e+00
2443 +2.423185985e+03 +2.423185985e+03 +2.494475985e+03 +2.494475985e+03 -1.7260e+00 -8.1394e-01 -1.0525e+00 +2.5018e+00 -9.0584e-01 +3.8330e-01 -1.3294e+00 +4.4514e-01 -5.1986e-01 +3.4572e+00 +1.5985e+00 +2.4250e+00 -2.0454e+00 -3.7953e-01 +1.3540e+00 -1.8749e+00 -8.6872e-01 +2.6148e-01 +2.2265e+00 +2.2040e+00
2465 +1.360131009e+03 +1.360131009e+03 +1.431421009e+03 +1.431421009e+03 +3.0022e+00 +2.5945e+00 +1.0894e+00 -5.4571e-01 -2.5476e+00 -1.9892e+00 -1.2924e+00 -3.8605e-01 -2.5044e+00 +3.2608e+00 -1.5925e+00 +1.3154e+00 -1.9136e+00 -1.4795e-01 +2.1469e+00 -3.6298e-01 -1.5471e+00 +9.3538e-01 +1.5263e+00 +2.0540e+00
2508 +5.120680026e+02 +5.120680026e+02 +5.833580026e+02 +5.833580026e+02 +2.5501e+00 +1.3588e+00 +1.0447e+00 +3.2397e+00 -4.8922e-01 -1.3117e+00 -2.8211e-01 +8.1658e-01 -1.3072e+00 +1.7562e+00 +1.0622e-01 +1.6162e+00 -2.6221e+00 -1.1540e+00 +1.1142e+00 -5.2274e-01 -1.2182e+00 +2.6248e+00 +2.2435e+00 +1.1069e+00
2899 +3.051037925e+02 +3.051037925e+02 +3.763937925e+02 +3.763937925e+02 +1.8493e-01 +1.4481e+00 -7.0212e-01 +2.7695e+00 -1.7414e+00 -5.6974e-01 -7.2411e-01 -1.7086e+00 -3.0266e-01 +1.7888e+00 -7.9265e-01 -3.4674e-01 -3.3974e-01 -1.1529e+00 +4.2665e-01 -1.0546e+00 -1.8346e+00 +1.1101e+00 +1.4334e+00 +1.6457e+00
3002 +8.855547430e+01 +8.855547430e+01 +1.598454743e+02 +1.598454743e+02 -9.4759e-01 -7.8593e-01 -3.9480e-01 +1.0263e+00 +9.4977e-01 +6.2555e-01 -8.1372e-01 -1.5897e+00 +7.6994e-01 +3.2543e+00 -1.1661e+00 +7.8890e-01 -1.0161e+00 -2.2505e+00 +1.2881e+00 -1.3357e+00 -7.9213e-01 +1.3358e+00 +1.2054e+00 +1.8318e+00
3301 +4.684076034e+01 +4.684076034e+01 +1.181307603e+02 +1.181307603e+02 -2.7361e+00 -2.4307e+00 +3.4672e+00 +4.8189e-01 -2.3803e-01 +9.9091e-01 -8.8779e-01 -1.6859e+00 -1.5688e+00 +1.7982e+00 -1.9135e+00 +2.3474e+00 -3.7351e-02 -2.5037e+00 +8.7465e-01 -2.0835e+00 -5.9451e-01 +8.7057e-01 +1.3196e+00 +9.4772e-01
3663 +4.847733815e+00 +4.847733815e+00 +7.613773382e+01 +7.613773382e+01 -1.0639e-01 +8.2931e-01 +1.3700e+00 +1.5202e+00 -7.6799e-01 -3.7795e-02 -8.2324e-01 -6.4673e-01 -1.1073e+00 +1.3713e+00 -5.3426e-01 +3.8549e-01 -3.9672e-01 -1.1269e+00 +3.9604e-01 -1.3121e+00 -2.0078e+00 +6.6295e-01 +1.8674e+00 +1.1566e+00
3911 +3.928799611e+00 +3.928799611e+00 +7.521879961e+01 +7.521879961e+01 +8.6353e-01 +3.1973e-01 +2.4911e+00 +1.5548e+00 +1.2548e+00 -1.6279e+00 +1.2057e-01 -1.8423e+00 -7.6619e-02 +1.3347e+00 -2.2723e-01 +3.2259e-01 -8.6972e-01 -1.8811e+00 +6.4599e-01 -2.3001e+00 -1.2104e+00 +2.0915e+00 +1.4944e+00 +1.1907e+00
29755 +2.449157470e+00 +2.449157470e+00 +7.373915747e+01 +7.373915747e+01 +5.5172e-01 +2.8177e+00 +2.1462e+00 +1.9978e+00 -1.0320e-02 -1.9342e+00 -4.1801e-01 -1.8164e+00 -8.5758e-01 +3.8733e-01 -5.7662e-01 +2.4068e+00 -2.1602e+00 -8.8200e-01 +8.7826e-01 -2.0903e+00 -2.1096e+00 +2.1350e+00 +1.0710e+00 +1.2076e+00
1657926 +1.584689726e+00 +1.584689726e+00 +7.287468973e+01 +7.287468973e+01 +1.4492e+00 +2.9355e+00 +1.9686e+00 +2.2432e+00 +1.3854e-01 -1.4770e+00 -2.1853e+00 -2.1035e+00 -2.1522e+00 +2.1613e+00 -1.9820e+00 +1.4975e+00 -2.3056e+00 -4.4971e-01 +9.4635e-01 -2.4781e+00 -1.7001e+00 +2.1586e+00 +2.1079e+00 +1.7213e+00
1689866 +9.973248689e-01 +9.973248689e-01 +7.228732487e+01 +7.228732487e+01 +1.4744e+00 +2.9280e+00 +1.8608e+00 +2.1789e+00 +7.8296e-02 -1.4229e+00 -2.2554e+00 -2.0469e+00 -2.1295e+00 +2.0876e+00 -2.0878e+00 +1.5191e+00 -2.2549e+00 -4.1259e-01 +1.0092e+00 -2.3748e+00 -1.6456e+00 +2.2171e+00 +2.0796e+00 +1.5567e+00
% function evaluation | noise-free fitness - Fopt (-1.054000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
