% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
31 +8.742039133e+00 +8.742039133e+00 +1.554620391e+02 +1.554620391e+02
62 +5.682096651e+00 +5.682096651e+00 +1.524020967e+02 +1.524020967e+02
45312 +3.853843250e+00 +3.853843250e+00 +1.505738432e+02 +1.505738432e+02
581485 +2.510977409e+00 +2.510977409e+00 +1.492309774e+02 +1.492309774e+02
% function evaluation | noise-free fitness - Fopt (-5.919800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.239421755e+01 +1.239421755e+01 -5.795857825e+02 -5.795857825e+02
27 +5.478567791e+00 +5.478567791e+00 -5.865014322e+02 -5.865014322e+02
62853 +3.909725760e+00 +3.909725760e+00 -5.880702742e+02 -5.880702742e+02
% function evaluation | noise-free fitness - Fopt (7.429000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.734256876e+01 +1.734256876e+01 +9.163256876e+01 +9.163256876e+01
2 +1.548922641e+01 +1.548922641e+01 +8.977922641e+01 +8.977922641e+01
10 +9.327193257e+00 +9.327193257e+00 +8.361719326e+01 +8.361719326e+01
21 +5.966430238e+00 +5.966430238e+00 +8.025643024e+01 +8.025643024e+01
49932 +3.783037042e+00 +3.783037042e+00 +7.807303704e+01 +7.807303704e+01
% function evaluation | noise-free fitness - Fopt (-3.490000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.083638042e+01 +2.083638042e+01 +1.734638042e+01 +1.734638042e+01
2 +1.297006251e+01 +1.297006251e+01 +9.480062514e+00 +9.480062514e+00
6 +8.814428665e+00 +8.814428665e+00 +5.324428665e+00 +5.324428665e+00
22 +6.300597665e+00 +6.300597665e+00 +2.810597665e+00 +2.810597665e+00
21945 +3.817364827e+00 +3.817364827e+00 +3.273648271e-01 +3.273648271e-01
% function evaluation | noise-free fitness - Fopt (-1.283000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.796365811e+01 +1.796365811e+01 +5.133658107e+00 +5.133658107e+00
3 +1.265172347e+01 +1.265172347e+01 -1.782765338e-01 -1.782765338e-01
13 +6.497132587e+00 +6.497132587e+00 -6.332867413e+00 -6.332867413e+00
1250 +6.034735321e+00 +6.034735321e+00 -6.795264679e+00 -6.795264679e+00
38877 +3.708748501e+00 +3.708748501e+00 -9.121251499e+00 -9.121251499e+00
3864762 +2.408522283e+00 +2.408522283e+00 -1.042147772e+01 -1.042147772e+01
