% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.187398538e+06 +1.187398538e+06 +1.187547688e+06 +1.187547688e+06
9 +4.451461848e+05 +4.451461848e+05 +4.452953348e+05 +4.452953348e+05
471 +2.844301208e+05 +2.844301208e+05 +2.845792708e+05 +2.845792708e+05
2242 +2.295747002e+05 +2.295747002e+05 +2.297238502e+05 +2.297238502e+05
3899 +1.394093119e+05 +1.394093119e+05 +1.395584619e+05 +1.395584619e+05
4076 +6.811460002e+04 +6.811460002e+04 +6.826375002e+04 +6.826375002e+04
5730 +5.325945826e+04 +5.325945826e+04 +5.340860826e+04 +5.340860826e+04
7291 +3.700257526e+04 +3.700257526e+04 +3.715172526e+04 +3.715172526e+04
8181 +2.333399540e+04 +2.333399540e+04 +2.348314540e+04 +2.348314540e+04
8491 +1.515836709e+04 +1.515836709e+04 +1.530751709e+04 +1.530751709e+04
10708 +9.649945863e+03 +9.649945863e+03 +9.799095863e+03 +9.799095863e+03
11801 +5.264704801e+03 +5.264704801e+03 +5.413854801e+03 +5.413854801e+03
12832 +3.103691534e+03 +3.103691534e+03 +3.252841534e+03 +3.252841534e+03
14539 +2.292605115e+03 +2.292605115e+03 +2.441755115e+03 +2.441755115e+03
16346 +1.478930602e+03 +1.478930602e+03 +1.628080602e+03 +1.628080602e+03
18084 +7.604848793e+02 +7.604848793e+02 +9.096348793e+02 +9.096348793e+02
19678 +5.586168830e+02 +5.586168830e+02 +7.077668830e+02 +7.077668830e+02
23000 +3.728529048e+02 +3.728529048e+02 +5.220029048e+02 +5.220029048e+02
26057 +2.492188141e+02 +2.492188141e+02 +3.983688141e+02 +3.983688141e+02
31257 +1.560242960e+02 +1.560242960e+02 +3.051742960e+02 +3.051742960e+02
36177 +9.699590811e+01 +9.699590811e+01 +2.461459081e+02 +2.461459081e+02
43057 +6.043257908e+01 +6.043257908e+01 +2.095825791e+02 +2.095825791e+02
60443 +3.971428333e+01 +3.971428333e+01 +1.888642833e+02 +1.888642833e+02
308016 +2.509533826e+01 +2.509533826e+01 +1.742453383e+02 +1.742453383e+02
495366 +1.584208644e+01 +1.584208644e+01 +1.649920864e+02 +1.649920864e+02
618858 +9.993936668e+00 +9.993936668e+00 +1.591439367e+02 +1.591439367e+02
672301 +6.262406571e+00 +6.262406571e+00 +1.554124066e+02 +1.554124066e+02
727400 +3.977189916e+00 +3.977189916e+00 +1.531271899e+02 +1.531271899e+02
746866 +2.499166077e+00 +2.499166077e+00 +1.516491661e+02 +1.516491661e+02
767887 +1.582043905e+00 +1.582043905e+00 +1.507320439e+02 +1.507320439e+02
784426 +9.928582005e-01 +9.928582005e-01 +1.501428582e+02 +1.501428582e+02
803656 +6.240510389e-01 +6.240510389e-01 +1.497740510e+02 +1.497740510e+02
810605 +3.918188119e-01 +3.918188119e-01 +1.495418188e+02 +1.495418188e+02
818117 +2.486695916e-01 +2.486695916e-01 +1.493986696e+02 +1.493986696e+02
823263 +1.554093855e-01 +1.554093855e-01 +1.493054094e+02 +1.493054094e+02
831849 +9.828185685e-02 +9.828185685e-02 +1.492482819e+02 +1.492482819e+02
840099 +6.139239254e-02 +6.139239254e-02 +1.492113924e+02 +1.492113924e+02
847992 +3.978895882e-02 +3.978895882e-02 +1.491897890e+02 +1.491897890e+02
856448 +2.476603202e-02 +2.476603202e-02 +1.491747660e+02 +1.491747660e+02
860407 +1.581033123e-02 +1.581033123e-02 +1.491658103e+02 +1.491658103e+02
863063 +9.626303309e-03 +9.626303309e-03 +1.491596263e+02 +1.491596263e+02
866254 +5.561814463e-03 +5.561814463e-03 +1.491555618e+02 +1.491555618e+02
869422 +3.639829094e-03 +3.639829094e-03 +1.491536398e+02 +1.491536398e+02
874451 +2.443864803e-03 +2.443864803e-03 +1.491524439e+02 +1.491524439e+02
880625 +1.572699795e-03 +1.572699795e-03 +1.491515727e+02 +1.491515727e+02
883784 +9.946403556e-04 +9.946403556e-04 +1.491509946e+02 +1.491509946e+02
887549 +6.009779697e-04 +6.009779697e-04 +1.491506010e+02 +1.491506010e+02
890747 +3.828610714e-04 +3.828610714e-04 +1.491503829e+02 +1.491503829e+02
