% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
548 +5.150861012e+01 +5.150861012e+01 +7.325861012e+01 +7.325861012e+01 +2.1055e+00 +1.2605e+00 -3.3131e+00 +4.4273e+00 -1.0433e+00 -2.3119e+00 +3.2777e+00 +2.6614e+00 +3.9727e-02 +4.0436e+00 +1.4513e+00 -2.5490e+00 +3.6078e+00 -4.9800e+00 -3.9955e+00 -3.4229e+00 -1.9545e+00 +1.0417e+00 -4.2862e+00 -1.5751e+00
710 +3.655836078e+01 +3.655836078e+01 +5.830836078e+01 +5.830836078e+01 +2.4297e+00 +1.5584e+00 -3.1450e+00 +5.0060e+00 -8.4603e-01 -3.6216e+00 +3.8111e+00 +2.8398e+00 +7.6416e-01 +4.3246e+00 +1.7087e+00 -2.6840e+00 +3.9295e+00 -3.0103e+00 -3.1479e+00 -3.6005e+00 -1.1344e+00 +1.1251e+00 -2.7535e+00 -4.1463e-02
793 +2.390848998e+01 +2.390848998e+01 +4.565848998e+01 +4.565848998e+01 +3.4357e+00 +1.8162e+00 -3.0219e+00 +5.0186e+00 -1.4341e+00 -3.6456e+00 +3.1571e+00 +2.0943e+00 +6.4972e-01 +4.3467e+00 +2.0952e+00 -2.2269e+00 +3.2392e+00 -2.3909e+00 -3.2151e+00 -2.5498e+00 -1.9656e+00 +5.9925e-01 -3.4427e+00 -1.8712e-01
859 +1.422631596e+01 +1.422631596e+01 +3.597631596e+01 +3.597631596e+01 +3.0296e+00 +1.3094e+00 -2.0013e+00 +3.7345e+00 -1.1285e+00 -3.3206e+00 +3.5186e+00 +2.8724e+00 +1.1570e+00 +4.2690e+00 +1.6773e+00 -9.8548e-01 +3.3323e+00 -2.9029e+00 -2.3498e+00 -2.9819e+00 -1.4555e+00 +1.0894e+00 -3.4187e+00 -3.4851e-02
947 +9.377262500e+00 +9.377262500e+00 +3.112726250e+01 +3.112726250e+01 +3.7468e+00 +9.9829e-01 -1.5921e+00 +3.1582e+00 -1.2778e+00 -2.6151e+00 +3.5050e+00 +2.6309e+00 +1.0205e+00 +4.3851e+00 +1.8721e+00 -1.4883e+00 +3.6485e+00 -2.7899e+00 -2.5961e+00 -2.0553e+00 -1.4731e+00 +9.7670e-01 -3.5285e+00 -5.0528e-01
1134 +5.880006264e+00 +5.880006264e+00 +2.763000626e+01 +2.763000626e+01 +3.6982e+00 +8.1415e-01 -1.5131e+00 +3.2069e+00 -1.3072e+00 -2.6501e+00 +3.5460e+00 +2.6569e+00 +1.6930e+00 +4.2413e+00 +2.0797e+00 -1.9056e+00 +3.7338e+00 -2.5613e+00 -2.4177e+00 -2.1775e+00 -1.6150e+00 +1.0905e+00 -3.4240e+00 -1.5425e-01
1207 +3.404394513e+00 +3.404394513e+00 +2.515439451e+01 +2.515439451e+01 +3.4987e+00 +1.0639e+00 -1.2639e+00 +3.3931e+00 -1.8491e+00 -2.9379e+00 +3.4157e+00 +2.7062e+00 +1.3463e+00 +4.2892e+00 +2.1117e+00 -1.6833e+00 +3.4706e+00 -2.2398e+00 -2.4726e+00 -2.4051e+00 -1.9129e+00 +8.9288e-01 -3.4141e+00 -1.1195e-01
1319 +2.396344396e+00 +2.396344396e+00 +2.414634440e+01 +2.414634440e+01 +3.6735e+00 +6.7927e-01 -1.1927e+00 +3.3376e+00 -1.5269e+00 -2.6726e+00 +3.2322e+00 +2.5385e+00 +1.8048e+00 +4.1413e+00 +2.4033e+00 -1.8487e+00 +3.6735e+00 -2.1704e+00 -2.3021e+00 -2.1039e+00 -1.6172e+00 +9.1299e-01 -3.4488e+00 -6.6792e-02
1703 +1.571639664e+00 +1.571639664e+00 +2.332163966e+01 +2.332163966e+01 +3.5172e+00 +5.5469e-01 -1.1515e+00 +3.0129e+00 -1.5433e+00 -2.8110e+00 +2.9575e+00 +2.3043e+00 +1.7753e+00 +4.0423e+00 +2.6596e+00 -1.7968e+00 +3.6860e+00 -1.8358e+00 -2.0554e+00 -2.2162e+00 -1.5600e+00 +1.0923e+00 -3.2127e+00 -9.8046e-02
752897 +9.960648605e-01 +9.960648605e-01 +2.274606486e+01 +2.274606486e+01 +3.2177e+00 +9.1911e-01 -1.1692e+00 +2.4818e+00 -1.2674e+00 -2.1240e+00 +2.9037e+00 +1.3260e+00 +1.5410e+00 +3.7677e+00 +2.8289e+00 -1.1069e+00 +3.5060e+00 -1.6180e+00 -1.5279e+00 -3.0190e+00 -1.7435e+00 +1.1358e+00 -2.4948e+00 -2.6710e-01
912438 +6.248267380e-01 +6.248267380e-01 +2.237482674e+01 +2.237482674e+01 +4.5982e+00 +7.1492e-01 -1.0763e+00 +3.3212e+00 -2.0218e+00 -2.3228e+00 +3.1508e+00 +2.4074e+00 +2.2545e+00 +4.0115e+00 +3.6405e+00 -2.1716e+00 +3.8983e+00 -2.1232e+00 -2.1202e+00 -2.6587e+00 -1.7104e+00 +1.3057e+00 -2.5824e+00 -6.9122e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.306806321e+03 +3.306806321e+03 +3.371596321e+03 +3.371596321e+03 -2.8098e+00 -1.7269e+00 +2.3960e+00 -2.9336e+00 -2.9249e+00 +8.3901e-01 +3.1451e+00 -3.5849e+00 -1.1747e+00 +3.2737e+00 -1.1092e+00 -2.4397e+00 -6.6343e-01 -3.3608e+00 +3.5583e+00 -3.2965e+00 +3.4161e+00 -2.7192e+00 +2.6822e+00 +2.1431e+00
3 +2.231290145e+03 +2.231290145e+03 +2.296080145e+03 +2.296080145e+03 -3.3035e-01 -2.0455e+00 +7.7032e-01 -4.3356e-01 -4.7479e+00 -2.7862e+00 +1.6865e+00 -2.4081e+00 -3.8695e+00 +3.5109e+00 -2.5198e+00 -2.1617e+00 -2.8787e+00 -4.3915e+00 +5.6723e-01 -5.5993e+00 +4.7624e+00 -5.1025e-02 +1.5808e+00 +4.0235e+00
44 +1.065609304e+03 +1.065609304e+03 +1.130399304e+03 +1.130399304e+03 -3.0422e+00 +6.8978e-01 -1.4834e+00 -1.4123e+00 -5.1384e-01 -3.6600e-02 +9.6477e-01 -1.9336e-01 -6.0282e+00 -1.2839e+00 +1.4832e+00 +1.7790e+00 -1.3922e+00 -3.7912e+00 -1.8130e+00 -4.4108e+00 +1.9286e+00 -5.6998e+00 -1.3224e+00 +4.5723e+00
47 +7.484749333e+02 +7.484749333e+02 +8.132649333e+02 +8.132649333e+02 +1.4133e-01 +1.6665e+00 +2.5196e+00 -2.6704e+00 -1.2464e-01 -2.7598e+00 -1.2926e+00 +7.3493e-01 -3.3178e+00 +2.1712e+00 +1.1040e+00 -9.1647e-02 -1.7173e+00 -2.8606e+00 +1.3645e+00 -2.3154e+00 +1.2529e+00 -5.7701e+00 -2.7444e+00 +6.3824e+00
81 +4.960105737e+02 +4.960105737e+02 +5.608005737e+02 +5.608005737e+02 -4.1307e+00 -6.2787e-01 +3.6058e+00 +2.3780e+00 -2.5860e+00 +2.1772e+00 -3.6234e+00 -2.9303e+00 -5.2991e+00 +1.4104e+00 +2.6965e+00 +9.5242e-02 -4.1870e-03 -1.3592e+00 +1.2824e+00 +2.0373e+00 +3.4789e+00 -7.2418e+00 -1.0971e+00 +6.0466e+00
150 +3.873475652e+02 +3.873475652e+02 +4.521375652e+02 +4.521375652e+02 +5.0719e-01 +5.3974e+00 +3.3157e+00 -1.9260e+00 +6.9567e+00 +7.9722e-01 -4.4194e+00 -2.1386e+00 -3.5965e+00 +7.3907e-02 +3.3099e+00 +4.6938e+00 -4.0258e+00 +3.1569e+00 +4.7216e-01 +1.9497e+00 +1.5323e+00 -6.8519e+00 -4.7093e+00 +8.2411e+00
300 +2.374454694e+02 +2.374454694e+02 +3.022354694e+02 +3.022354694e+02 -2.3411e+00 +2.5907e+00 +3.0817e+00 +1.4656e-01 +2.4342e+00 -2.3342e+00 -4.6148e+00 +2.4281e+00 -3.8781e+00 +1.9912e+00 +5.2227e+00 +1.8865e+00 -1.0276e-01 +1.0240e+00 +2.4574e+00 +2.4937e+00 +5.5885e+00 -3.0075e+00 +1.5063e-02 +3.5671e+00
400 +1.474776684e+02 +1.474776684e+02 +2.122676684e+02 +2.122676684e+02 -2.1780e+00 +3.0569e+00 +1.5893e+00 -8.5380e-01 +4.8362e+00 -2.1393e+00 -2.7145e+00 +1.5173e+00 -6.2465e+00 +1.0331e+00 +4.3050e+00 -5.9871e-01 -1.2333e+00 +1.0320e+00 +2.9436e+00 +7.8774e-01 +3.9806e+00 -2.4330e+00 -1.9871e+00 +3.4533e+00
511 +9.746299600e+01 +9.746299600e+01 +1.622529960e+02 +1.622529960e+02 -2.2533e+00 +2.5093e+00 +1.7175e+00 -8.7248e-01 +3.9642e+00 -1.8279e+00 -4.4447e+00 -5.8384e-02 -5.9868e+00 +3.0629e+00 +4.1593e+00 -5.7908e-01 -1.6215e+00 +2.5951e-01 +2.3285e+00 +1.5965e+00 +3.4518e+00 -2.6379e+00 -2.0940e+00 +4.5891e+00
603 +6.084764146e+01 +6.084764146e+01 +1.256376415e+02 +1.256376415e+02 -2.2486e+00 +2.7824e-01 +1.6270e+00 -1.0818e+00 +4.7165e+00 -1.6437e+00 -3.7008e+00 +1.4579e-01 -6.7341e+00 +2.7451e+00 +3.2417e+00 -1.5405e+00 -1.9401e+00 +6.4674e-01 +2.2026e+00 +1.9074e+00 +3.2808e+00 -2.5605e+00 -2.0581e+00 +4.0547e+00
723 +3.821576488e+01 +3.821576488e+01 +1.030057649e+02 +1.030057649e+02 -2.4160e+00 -2.0977e+00 +2.2389e+00 -1.4258e-02 +2.6402e+00 -9.3109e-01 -5.0627e+00 -6.7305e-01 -7.3124e+00 +3.2398e+00 +2.0798e+00 -2.7865e+00 -2.2004e+00 +1.3498e+00 +1.7172e+00 +1.4055e+00 +2.9519e+00 -1.6228e+00 -1.6787e+00 +4.6556e+00
1006 +2.478894149e+01 +2.478894149e+01 +8.957894149e+01 +8.957894149e+01 -1.9116e+00 -1.6923e+00 +1.2660e+00 -5.8465e-01 +1.4846e+00 -1.1298e+00 -4.2861e+00 -8.0504e-01 -5.5422e+00 +2.5702e+00 +2.7929e+00 -2.6998e+00 -1.7348e+00 +1.4056e+00 +1.2007e+00 +1.2214e+00 +2.7101e+00 -7.0329e-01 -1.6687e+00 +3.5726e+00
1209 +1.582378047e+01 +1.582378047e+01 +8.061378047e+01 +8.061378047e+01 -1.9488e+00 -1.7307e+00 +1.2789e+00 +9.8760e-02 +1.7734e+00 -1.9392e+00 -4.5307e+00 -5.1631e-01 -5.3925e+00 +2.6423e+00 +2.7882e+00 -2.5095e+00 -1.3614e+00 +1.3063e+00 +1.2271e+00 +1.7130e+00 +2.1336e+00 -8.1258e-01 -1.9605e+00 +2.8834e+00
6586 +9.987703566e+00 +9.987703566e+00 +7.477770357e+01 +7.477770357e+01 -5.9978e-01 -2.3871e-01 +4.1289e-01 +6.1438e-01 +4.6484e-01 -2.2183e+00 -3.7096e+00 -2.1028e+00 -4.4689e+00 +2.6953e+00 +2.9251e+00 -3.9236e+00 +1.4940e+00 -2.0698e+00 -9.3852e-01 +2.1460e+00 -3.8464e-01 +1.5307e+00 -3.1577e+00 -5.5041e-01
12089 +5.835187844e+00 +5.835187844e+00 +7.062518784e+01 +7.062518784e+01 -1.9488e+00 -2.8048e+00 -2.8573e-01 +2.0123e+00 -7.0609e-01 -4.4563e+00 -3.8679e+00 +1.2329e+00 -1.9785e+00 +2.7684e+00 +3.4270e+00 -1.7337e+00 +9.5341e-01 +2.2386e+00 +1.1899e-01 +3.6205e+00 -4.5763e-01 -1.5347e+00 +7.3281e-01 -1.3029e-01
18176 +3.946799174e+00 +3.946799174e+00 +6.873679917e+01 +6.873679917e+01 -1.4564e+00 -2.0461e+00 +9.4659e-01 +4.9620e-01 +5.9689e-01 -2.2494e+00 -4.0764e+00 -1.3034e+00 -4.8149e+00 +2.9609e+00 +2.3791e+00 -3.1695e+00 +9.9544e-01 -3.0220e-01 -5.3346e-01 +2.3755e+00 -2.6531e-01 -2.3355e-02 -2.6630e+00 +6.2425e-01
55743 +2.458068001e+00 +2.458068001e+00 +6.724806800e+01 +6.724806800e+01 -1.2483e+00 -1.9756e+00 +4.5296e-01 +1.3000e+00 -7.5738e-02 -2.4701e+00 -3.9967e+00 -9.6961e-01 -3.7680e+00 +2.9146e+00 +2.9258e+00 -3.3748e+00 +1.5862e+00 -3.6941e-02 -7.3994e-01 +2.3672e+00 -3.8013e-01 +7.2972e-01 -2.0800e+00 -4.1669e-01
120992 +1.241507388e+00 +1.241507388e+00 +6.603150739e+01 +6.603150739e+01 -1.6271e+00 -2.2623e+00 -3.6589e-03 +1.5342e+00 -4.2004e-01 -3.6769e+00 -3.7619e+00 +3.0899e-02 -2.8711e+00 +2.7649e+00 +2.8592e+00 -3.0750e+00 +1.6497e+00 +6.0540e-01 -6.9596e-01 +2.8708e+00 -9.1587e-01 +4.5683e-02 -1.0976e+00 -6.5789e-01
121477 +9.908329116e-01 +9.908329116e-01 +6.578083291e+01 +6.578083291e+01 -1.6549e+00 -2.1070e+00 +6.5935e-02 +1.4800e+00 -4.2851e-01 -3.5679e+00 -3.8096e+00 -5.4758e-02 -2.9396e+00 +2.7751e+00 +2.7708e+00 -2.9897e+00 +1.6914e+00 +5.8472e-01 -6.5879e-01 +2.7964e+00 -1.0449e+00 +2.2901e-02 -1.2323e+00 -6.2079e-01
% function evaluation | noise-free fitness - Fopt (-1.963400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.806934778e+03 +2.806934778e+03 +2.610594778e+03 +2.610594778e+03 -3.7661e+00 -3.0182e+00 -1.6864e+00 +2.6753e+00 -3.8652e-01 -3.8419e+00 +4.8429e-01 -2.7673e+00 -1.2578e+00 +3.9195e+00 +1.3547e+00 -7.8000e-01 +1.4018e+00 +9.3663e-01 +2.8745e+00 +1.5063e+00 -1.0480e-01 -3.5824e+00 -2.2825e+00 +3.0841e+00
4 +2.049957131e+03 +2.049957131e+03 +1.853617131e+03 +1.853617131e+03 -2.0411e+00 -3.0131e+00 -4.1803e+00 +3.7496e+00 -3.0083e+00 -5.9161e+00 +3.9903e+00 -1.3626e+00 -5.0040e+00 +1.2620e+00 +1.0677e+00 -3.6395e-01 +1.5230e+00 +2.6187e+00 +1.2786e+00 +9.0487e-01 -7.1698e-01 -5.2125e+00 -4.7165e+00 +5.4776e+00
17 +1.572118480e+03 +1.572118480e+03 +1.375778480e+03 +1.375778480e+03 -4.1273e+00 -3.9752e+00 -1.0253e+00 +2.9378e+00 -3.2278e-01 -3.4113e+00 +3.2621e+00 -5.9310e-01 -1.3281e+00 +4.6868e+00 +5.1876e+00 -2.3977e+00 +2.3698e+00 -5.6259e-01 +2.8037e+00 +1.8599e+00 -1.9614e+00 -3.7155e+00 +1.0863e-01 +4.1114e+00
38 +9.606909313e+02 +9.606909313e+02 +7.643509313e+02 +7.643509313e+02 -1.0243e-01 -2.3496e+00 +7.5712e-01 -1.4815e+00 -8.5209e-01 -6.0913e+00 +3.8400e+00 -2.6554e+00 -2.4774e+00 +2.0992e+00 +4.9115e+00 -5.8377e+00 +3.8817e+00 +6.3284e-01 +3.8686e+00 +1.0836e+00 +2.0127e+00 -4.5766e+00 -1.6178e+00 +4.7433e+00
56 +5.247011502e+02 +5.247011502e+02 +3.283611502e+02 +3.283611502e+02 -1.9383e+00 -4.1993e+00 +2.4647e+00 +6.9797e-01 -3.7225e-01 -6.8576e+00 +3.0429e+00 -2.6173e+00 -2.8792e+00 -5.1389e-01 +3.0678e+00 -1.1820e+00 +2.4802e+00 +1.2002e+00 +1.0750e+00 +1.2209e+00 -5.8356e-01 -4.1663e+00 +2.4368e+00 +4.9291e+00
61 +3.217584234e+02 +3.217584234e+02 +1.254184234e+02 +1.254184234e+02 -2.3168e+00 -4.3259e+00 +3.4590e+00 +1.7505e+00 -3.3266e+00 -2.8934e+00 +3.1069e+00 +2.6756e-01 -1.9187e+00 +1.8236e+00 +2.5613e+00 -2.1884e+00 +2.3364e+00 +6.4687e-02 +2.6318e+00 +3.9422e+00 -4.1223e-01 -3.8301e+00 -2.0987e-01 +2.1588e+00
110 +2.012372096e+02 +2.012372096e+02 +4.897209630e+00 +4.897209630e+00 -2.5888e+00 -6.6490e+00 +4.2150e+00 +9.3481e-02 -4.8187e+00 +5.1255e-01 +3.0641e+00 -1.1671e+00 -3.8300e+00 +3.1139e+00 -6.6273e-02 -1.5154e+00 +2.5071e+00 +2.2287e+00 +1.4190e+00 +3.5276e+00 +1.3880e+00 -3.6442e+00 +1.9879e+00 +2.9149e+00
258 +1.530351765e+02 +1.530351765e+02 -4.330482347e+01 -4.330482347e+01 -6.9807e-02 -6.4291e+00 +1.7750e+00 +8.6283e-01 -5.3832e+00 -2.3546e+00 +3.6662e+00 -1.2250e+00 -9.5618e-01 +1.2446e+00 -3.4813e-01 -1.0887e+00 -2.3527e-02 +1.4490e+00 +1.0547e+00 +3.4330e+00 -5.7519e-01 -3.0548e+00 +1.8500e+00 +2.7723e+00
343 +9.158512698e+01 +9.158512698e+01 -1.047548730e+02 -1.047548730e+02 +1.2322e-01 -6.4583e+00 +2.7133e+00 +2.1823e+00 -5.1707e+00 -1.0662e+00 +3.9302e+00 -7.6294e-01 +2.0082e+00 +6.2103e-01 +3.6119e-01 -9.8937e-01 +3.9459e-01 +1.4782e+00 +8.4563e-01 +2.6378e+00 -2.6475e+00 -5.2896e+00 +1.7720e+00 +2.8703e+00
521 +6.093676648e+01 +6.093676648e+01 -1.354032335e+02 -1.354032335e+02 +3.7511e-03 -5.5975e+00 +3.1825e+00 +1.6167e+00 -6.2109e+00 -2.0007e+00 +2.7915e+00 -3.6851e-01 -5.2258e-01 +4.9160e-01 +1.0986e+00 -2.6686e-01 +1.4225e+00 +2.4735e+00 +5.9763e-01 +3.0927e+00 -7.4809e-01 -4.1764e+00 +2.5134e+00 +2.7102e+00
1503 +3.976428977e+01 +3.976428977e+01 -1.565757102e+02 -1.565757102e+02 +8.0297e-01 -5.1115e+00 +3.2109e+00 +9.5917e-01 -5.6910e+00 -9.3628e-01 +2.5844e+00 +1.7446e-02 -1.1652e+00 -2.8689e-01 +1.1067e+00 +4.1311e-01 +1.8890e+00 +1.7989e+00 -2.1706e-02 +3.2813e+00 +3.1144e-01 -3.6086e+00 +2.4531e+00 +3.0121e+00
4392 +2.348453260e+01 +2.348453260e+01 -1.728554674e+02 -1.728554674e+02 +4.0392e+00 -4.1502e+00 +3.1221e+00 +1.8814e+00 -2.7291e+00 -8.8282e-02 +3.3285e+00 -1.2176e+00 +1.9245e+00 -3.2707e+00 +1.6066e+00 -1.4242e+00 +4.1889e+00 +3.5581e-01 -1.5832e-01 +1.3888e+00 +4.2945e-01 -3.9684e+00 +1.6828e+00 +2.6729e+00
4528 +1.457895315e+01 +1.457895315e+01 -1.817610469e+02 -1.817610469e+02 +3.9816e+00 -3.7598e+00 +2.1748e+00 +2.7533e+00 -3.5059e+00 +7.9526e-01 +2.6610e+00 -1.0704e+00 +2.0006e+00 -3.6555e+00 +1.6454e+00 -1.1515e+00 +4.5487e+00 +1.8305e-01 -1.6815e+00 +1.4507e+00 -6.1282e-01 -3.6307e+00 +6.6868e-01 +2.7665e+00
4710 +9.118105615e+00 +9.118105615e+00 -1.872218944e+02 -1.872218944e+02 +4.3219e+00 -3.9794e+00 +2.2983e+00 +3.2072e+00 -3.5876e+00 +8.4826e-01 +3.8884e+00 -1.0222e+00 +2.7716e+00 -3.1735e+00 +1.3725e+00 -1.7037e+00 +4.2632e+00 -5.3523e-01 -1.9657e+00 +1.2449e+00 -1.0979e+00 -3.4380e+00 -4.8173e-02 +3.1309e+00
4864 +5.835918577e+00 +5.835918577e+00 -1.905040814e+02 -1.905040814e+02 +4.4988e+00 -4.3689e+00 +1.9013e+00 +3.3192e+00 -3.2862e+00 +7.5224e-01 +3.5033e+00 -1.2457e+00 +2.9646e+00 -3.1841e+00 +6.3992e-01 -1.3689e+00 +4.3703e+00 -6.1679e-01 -2.2810e+00 +1.2766e+00 -1.0245e+00 -3.2425e+00 +3.1432e-02 +2.8825e+00
5154 +3.659200620e+00 +3.659200620e+00 -1.926807994e+02 -1.926807994e+02 +5.3542e+00 -4.9923e+00 +1.0920e+00 +3.3319e+00 -3.2921e+00 +2.9943e-01 +3.6616e+00 -6.6869e-01 +3.5652e+00 -3.1808e+00 +2.7517e-01 -1.5823e+00 +3.9644e+00 -9.7143e-01 -2.5852e+00 +1.7604e+00 -6.8098e-01 -3.2669e+00 -1.3374e-01 +2.5499e+00
25914 +2.471601282e+00 +2.471601282e+00 -1.938683987e+02 -1.938683987e+02 +3.0251e+00 -4.1083e+00 +1.3405e+00 +3.2597e+00 -3.4612e+00 -3.6517e-01 +3.7184e+00 +1.0233e+00 +1.5944e+00 -3.1072e+00 +5.1933e-01 -2.7589e+00 +3.5303e+00 -3.4224e-01 -3.3766e+00 +2.1657e+00 +5.7460e-01 -2.9932e+00 -6.7110e-01 +2.2249e+00
67227 +1.572351054e+00 +1.572351054e+00 -1.947676489e+02 -1.947676489e+02 +3.8261e+00 -4.1722e+00 +6.7187e-01 +3.4238e+00 -3.0888e+00 -4.9797e-01 +4.2569e+00 +4.5605e-01 +1.7751e+00 -3.5883e+00 +3.7484e-01 -2.6088e+00 +3.4359e+00 -7.0707e-01 -4.5460e+00 +2.2526e+00 +3.4188e-01 -2.7004e+00 -1.6669e+00 +2.0113e+00
% function evaluation | noise-free fitness - Fopt (-1.935000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.938600025e+02 +8.938600025e+02 +8.745100025e+02 +8.745100025e+02 -1.9031e+00 +5.4060e-01 +2.9723e+00 -1.9269e+00 -2.7405e+00 +1.0906e+00 +3.9043e+00 -2.8196e+00 +1.6152e+00 -9.7135e-02 -3.0678e-02 +6.0504e-01 -7.4809e-01 +3.3760e+00 +5.5659e-01 -2.5660e+00 -7.6238e-01 +2.7236e-01 +3.2966e+00 -3.1476e+00
26 +5.160791789e+02 +5.160791789e+02 +4.967291789e+02 +4.967291789e+02 -3.2646e+00 -2.4312e-01 -4.2901e-01 -3.2021e+00 -2.6638e+00 -1.6179e+00 +4.0853e+00 -8.4617e-01 +1.7237e+00 -2.6063e+00 +1.4630e+00 +4.7332e+00 -4.3817e+00 -2.6914e-01 +1.1251e-01 -1.5256e+00 +2.6326e+00 -1.3137e+00 +7.3157e-01 -5.4564e+00
67 +2.164489982e+02 +2.164489982e+02 +1.970989982e+02 +1.970989982e+02 -9.8188e-01 +4.5125e+00 -1.3611e+00 -2.7148e+00 -2.3453e+00 +3.4621e+00 +3.5103e+00 +7.0540e-01 +4.2927e+00 +2.8666e-01 +5.2230e-02 +2.4407e+00 -6.5084e-01 +1.6561e+00 +3.8504e-01 -5.8969e+00 -2.4681e-01 -3.3567e-01 +9.2885e-01 -5.7690e+00
341 +1.364804594e+02 +1.364804594e+02 +1.171304594e+02 +1.171304594e+02 -3.4737e-01 +2.3316e+00 -4.2387e+00 -1.0710e+00 -2.7149e+00 +6.5634e-01 +1.8866e+00 +2.3461e+00 +7.7266e-01 -6.4281e-01 +2.8522e+00 +4.7946e+00 -1.8555e+00 +1.8616e+00 -2.6930e+00 -1.3418e+00 -1.9488e+00 -3.8450e+00 -6.9180e-01 -2.1844e+00
404 +9.133567224e+01 +9.133567224e+01 +7.198567224e+01 +7.198567224e+01 +9.9169e-01 +9.7773e-01 -3.8165e+00 -1.5792e-01 -1.0302e+00 -1.2526e+00 +6.8360e-01 +1.2993e+00 -9.3237e-01 -1.6636e+00 +3.9721e+00 +5.0276e+00 -1.2040e+00 +1.1126e+00 -4.1938e+00 +1.5003e+00 -1.5427e+00 -4.4841e+00 -1.1646e+00 -2.0530e+00
558 +6.171501745e+01 +6.171501745e+01 +4.236501745e+01 +4.236501745e+01 +3.6637e-01 +2.4194e+00 -3.8951e+00 +8.7694e-01 -2.3429e+00 -1.3978e-01 +3.7354e-01 +1.2402e+00 +3.9279e-01 -2.7991e+00 +2.5637e+00 +3.5950e+00 +8.1210e-02 +2.6599e+00 -3.1695e+00 +3.7919e-01 -2.6214e+00 -2.7367e+00 -6.6791e-01 -9.0743e-01
671 +3.573900384e+01 +3.573900384e+01 +1.638900384e+01 +1.638900384e+01 +8.3728e-01 +3.4231e+00 -4.5161e+00 +1.5549e+00 -2.4750e+00 +5.8717e-01 +3.4568e-01 +1.1160e+00 +8.9602e-01 -2.6632e+00 +2.5610e+00 +4.1803e+00 +1.9407e+00 +3.2760e+00 -4.3859e+00 -1.5786e+00 -2.7148e+00 -2.9733e+00 +2.5666e-01 -1.0325e+00
867 +2.499603587e+01 +2.499603587e+01 +5.646035866e+00 +5.646035866e+00 +7.4582e-01 +2.9303e+00 -4.3489e+00 +2.6552e+00 -2.5146e+00 +9.4597e-01 +1.3896e-01 +1.5969e+00 +6.1229e-01 -2.2949e+00 +1.8896e+00 +4.3653e+00 +1.6737e+00 +2.3284e+00 -4.7921e+00 +6.2425e-01 -3.7199e+00 -2.6751e+00 +5.3205e-01 +5.7891e-01
1083 +1.499534088e+01 +1.499534088e+01 -4.354659117e+00 -4.354659117e+00 +1.1202e+00 +2.7414e+00 -3.6237e+00 +2.9530e+00 -2.6297e+00 +8.9592e-01 +1.5132e-01 +1.3276e+00 +8.9102e-01 -2.9868e+00 +1.9716e+00 +5.0860e+00 +1.9114e+00 +2.3528e+00 -4.7527e+00 -1.6679e-02 -3.0018e+00 -2.7935e+00 +3.5172e-01 +3.6193e-01
1286 +9.496846484e+00 +9.496846484e+00 -9.853153516e+00 -9.853153516e+00 +6.3661e-01 +2.2800e+00 -3.4018e+00 +3.3176e+00 -2.7361e+00 +1.2644e+00 -7.1313e-01 +1.6004e+00 +9.4244e-01 -3.2277e+00 +1.6275e+00 +5.4394e+00 +3.1813e+00 +2.8017e+00 -4.1749e+00 -6.6250e-01 -2.7851e+00 -2.8463e+00 +2.2077e-01 +1.0552e+00
1388 +6.176750966e+00 +6.176750966e+00 -1.317324903e+01 -1.317324903e+01 +5.3075e-01 +1.9970e+00 -3.6140e+00 +3.2343e+00 -2.5426e+00 +9.9309e-01 -1.2139e+00 +1.3776e+00 +8.5635e-01 -3.4164e+00 +1.6487e+00 +4.8399e+00 +3.6074e+00 +2.8080e+00 -3.8148e+00 -1.2850e+00 -2.8199e+00 -2.8501e+00 -3.2859e-01 +5.9836e-01
1863 +3.779201838e+00 +3.779201838e+00 -1.557079816e+01 -1.557079816e+01 +8.2540e-01 +1.7462e+00 -3.4378e+00 +3.7697e+00 -2.6071e+00 +1.7079e+00 -1.5791e+00 +1.7358e+00 +1.0289e+00 -3.2990e+00 +1.5593e+00 +4.9684e+00 +3.8160e+00 +3.3751e+00 -4.4527e+00 -1.4789e+00 -2.5953e+00 -2.9529e+00 -1.7465e-01 +1.2870e+00
76686 +2.511202613e+00 +2.511202613e+00 -1.683879739e+01 -1.683879739e+01 +7.6346e-01 +2.9984e+00 -3.9599e+00 +3.7630e+00 -3.2990e+00 +2.2215e+00 -6.1310e-01 +1.4223e+00 +1.5032e+00 -3.0216e+00 +8.0614e-01 +4.0271e+00 +3.7065e+00 +3.0736e+00 -4.0926e+00 -2.1645e+00 -3.3368e+00 -1.8607e+00 +3.5675e-01 +8.7403e-01
