% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
185387 +1.452923352e+00 +1.452923352e+00 -1.789707665e+01 -1.789707665e+01 +7.5462e-01 +2.6716e+00 -3.6758e+00 +3.1237e+00 -2.6122e+00 +2.3770e+00 -1.2677e+00 +2.3215e+00 +1.5316e+00 -3.3682e+00 +3.3819e-01 +3.2535e+00 +3.8255e+00 +3.7926e+00 -3.8192e+00 -2.7518e+00 -3.0291e+00 -2.3577e+00 -1.0056e-01 +1.3248e+00
185634 +9.731970623e-01 +9.731970623e-01 -1.837680294e+01 -1.837680294e+01 +7.4295e-01 +2.6665e+00 -3.5556e+00 +2.9628e+00 -2.5310e+00 +2.1110e+00 -1.2804e+00 +2.2109e+00 +1.4420e+00 -3.2265e+00 +5.3004e-01 +3.4326e+00 +3.7131e+00 +3.7575e+00 -3.7596e+00 -2.6049e+00 -2.9067e+00 -2.3796e+00 -1.9678e-01 +1.3307e+00
% function evaluation | noise-free fitness - Fopt (-3.314200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.283015729e+03 +1.283015729e+03 +9.515957289e+02 +9.515957289e+02 -3.8331e+00 -3.1328e+00 -2.7199e+00 +3.3002e+00 -7.2167e-01 -2.6910e+00 +1.3029e-01 +2.9454e+00 -1.8007e+00 -1.4763e+00 +8.3080e-01 -8.8623e-01 +1.1394e+00 +2.6786e+00 +3.2813e-01 +1.2974e+00 +3.9200e-01 +8.3785e-01 +1.3482e+00 -3.5720e+00
13 +7.513498539e+02 +7.513498539e+02 +4.199298539e+02 +4.199298539e+02 -1.6158e+00 -2.3936e-01 -2.2500e+00 +1.3884e+00 -1.7342e+00 -2.5555e+00 +1.7915e+00 +4.3870e+00 -3.4345e+00 -1.8051e+00 -8.5926e-01 -9.5928e-01 +2.4423e+00 +5.0878e+00 -1.7228e+00 +3.5283e+00 +2.7334e+00 +4.2123e+00 +1.9558e-01 -2.9089e+00
94 +5.171740300e+02 +5.171740300e+02 +1.857540300e+02 +1.857540300e+02 -5.0296e+00 +3.1199e-01 -1.4631e+00 -3.4096e+00 -1.5341e+00 -1.4664e+00 +2.6642e-02 +9.0239e+00 +1.3014e+00 +3.7037e+00 -4.2412e-01 +2.7382e-01 +5.7886e+00 +2.0045e+00 -2.1604e+00 +1.5756e+00 +2.5751e+00 +6.1248e+00 +1.6733e-01 -1.5706e+00
127 +3.920460651e+02 +3.920460651e+02 +6.062606512e+01 +6.062606512e+01 -8.6066e-01 +2.5866e+00 -4.0580e+00 -4.4363e+00 +1.5025e+00 +1.9365e-01 +4.7372e+00 +5.8985e+00 +2.7254e+00 +6.2791e+00 -5.3527e-01 -2.9013e+00 +5.1693e+00 +1.2529e+00 +1.9646e+00 -4.4237e-01 -4.0346e-02 +5.3235e+00 +1.7029e+00 -3.5970e+00
459 +2.215944695e+02 +2.215944695e+02 -1.098255305e+02 -1.098255305e+02 -4.8347e+00 +1.4403e+00 -3.5530e+00 -4.2429e+00 -3.7489e-01 -1.3912e+00 +2.6879e+00 +6.9031e+00 +1.0402e+00 +5.7823e-01 -2.2190e+00 -8.3777e-01 +6.3806e+00 +1.6816e+00 +1.7747e+00 -3.4349e+00 -8.2782e-01 +2.7996e+00 +1.6752e+00 -2.2975e+00
503 +1.164887466e+02 +1.164887466e+02 -2.149312534e+02 -2.149312534e+02 -5.7646e+00 +1.0924e+00 -3.6263e+00 -3.2083e+00 -1.7720e+00 -1.0367e+00 +5.0195e+00 +6.6191e+00 +2.2180e+00 +6.3055e-01 -2.2432e+00 -2.8731e+00 +4.8805e+00 +2.2488e+00 +2.1939e+00 -1.6781e+00 -9.9646e-01 +4.1880e+00 +1.9797e+00 -9.8448e-01
654 +9.691204107e+01 +9.691204107e+01 -2.345079589e+02 -2.345079589e+02 -6.0213e+00 -1.1237e-01 -2.0879e+00 -2.7459e+00 -1.9982e+00 -4.1234e-02 +4.4895e+00 +5.8216e+00 +1.9355e+00 +1.5736e-02 -3.1120e+00 -2.9003e+00 +3.6881e+00 +1.6062e+00 +1.9198e+00 -1.9714e+00 -1.3416e+00 +3.0005e+00 +1.2783e+00 +7.0657e-01
771 +6.007201261e+01 +6.007201261e+01 -2.713479874e+02 -2.713479874e+02 -5.3506e+00 -3.0261e-01 -1.5153e+00 -2.2423e+00 -2.4856e+00 +7.2472e-01 +5.2851e+00 +4.9480e+00 +2.7071e+00 -5.2919e-01 -3.1681e+00 -2.2963e+00 +3.3177e+00 +9.2613e-01 +3.2146e+00 -4.9508e-01 -1.9979e+00 +1.7041e+00 +1.4260e+00 +9.1879e-01
961 +3.227286609e+01 +3.227286609e+01 -2.991471339e+02 -2.991471339e+02 -4.8877e+00 -2.2827e+00 -1.7960e-01 -1.4298e+00 -3.6324e+00 +1.8953e+00 +5.9482e+00 +3.4196e+00 +3.0793e+00 +4.2815e-02 -2.5482e+00 -2.0740e+00 +3.1999e+00 -4.6311e-01 +3.6837e+00 -8.6174e-01 -1.5215e+00 +1.1590e+00 +1.1061e+00 +1.9789e+00
1077 +2.465512390e+01 +2.465512390e+01 -3.067648761e+02 -3.067648761e+02 -4.9639e+00 -2.3094e+00 +1.2860e+00 -2.8128e-01 -3.4547e+00 +1.3280e+00 +4.9937e+00 +2.7789e+00 +2.4799e+00 -7.5563e-01 -2.6508e+00 -2.0915e+00 +2.3668e+00 -1.6634e-01 +2.7613e+00 -1.4853e+00 -3.6943e-01 +7.9693e-01 +1.4634e+00 +2.4321e+00
1315 +1.518015726e+01 +1.518015726e+01 -3.162398427e+02 -3.162398427e+02 -4.2971e+00 -2.9226e+00 +1.9478e+00 +2.3236e-01 -3.7961e+00 +2.0094e+00 +5.2203e+00 +2.8966e+00 +3.0822e+00 -5.4030e-01 -2.9130e+00 -1.4024e+00 +2.9360e+00 -3.6517e-01 +3.7632e+00 +4.6456e-02 +6.5547e-02 +9.3638e-01 +1.0739e+00 +2.8000e+00
1560 +9.254955329e+00 +9.254955329e+00 -3.221650447e+02 -3.221650447e+02 -4.4677e+00 -3.5127e+00 +2.8089e+00 +1.2689e+00 -3.7988e+00 +2.3536e+00 +4.6303e+00 +2.6481e+00 +2.8629e+00 -9.9707e-01 -2.6610e+00 -1.4726e+00 +2.4328e+00 -8.5460e-01 +3.3337e+00 +1.4306e-01 +2.4630e-01 +7.7565e-01 +8.9423e-01 +2.4715e+00
20800 +5.621971831e+00 +5.621971831e+00 -3.257980282e+02 -3.257980282e+02 -1.0777e+00 -2.3601e+00 +3.9609e+00 +3.3330e+00 -2.1440e+00 +2.8086e+00 +4.1567e+00 +2.2026e+00 +2.8839e+00 -1.4262e+00 -2.4172e+00 -2.1753e+00 +1.9373e+00 -1.4124e+00 +3.0082e+00 -7.0775e-01 +2.8139e-01 +1.6081e-01 +1.5282e+00 +2.1203e+00
21011 +3.936505892e+00 +3.936505892e+00 -3.274834941e+02 -3.274834941e+02 -1.7099e+00 -2.9256e+00 +3.6858e+00 +3.3080e+00 -2.5051e+00 +2.6480e+00 +4.0697e+00 +2.3610e+00 +3.0312e+00 -1.3457e+00 -2.5234e+00 -2.2493e+00 +2.0389e+00 -1.2850e+00 +2.8911e+00 -7.5519e-01 +1.6291e-01 +4.8160e-01 +1.7983e+00 +2.3267e+00
21286 +2.502879098e+00 +2.502879098e+00 -3.289171209e+02 -3.289171209e+02 -1.8281e+00 -2.9345e+00 +3.7149e+00 +3.1420e+00 -2.6948e+00 +2.8014e+00 +4.0549e+00 +2.3003e+00 +3.1404e+00 -1.6447e+00 -2.5835e+00 -2.0889e+00 +1.9673e+00 -1.0743e+00 +2.9903e+00 -6.9449e-01 +1.3359e-01 +5.7923e-01 +1.8470e+00 +2.4147e+00
339823 +1.457763381e+00 +1.457763381e+00 -3.299622366e+02 -3.299622366e+02 -1.1384e+00 -2.7282e+00 +3.5216e+00 +3.4472e+00 -2.5079e+00 +2.9644e+00 +3.2373e+00 +2.5601e+00 +2.9059e+00 -2.4085e+00 -3.1428e+00 -2.1493e+00 +3.3824e+00 -9.1795e-01 +3.8845e+00 -4.9877e-01 +9.5259e-01 -3.6199e-01 +2.0131e+00 +1.4803e+00
% function evaluation | noise-free fitness - Fopt (4.129200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.627675209e+03 +2.627675209e+03 +3.040595209e+03 +3.040595209e+03 -3.1975e+00 +9.5718e-01 -3.6527e+00 -3.3318e+00 +1.5886e+00 -2.8993e-02 -3.8199e+00 -2.1054e+00 -1.6354e+00 +3.7547e-01 +1.5235e+00 +2.2513e+00 -2.8928e-01 -3.2218e+00 -3.1959e+00 +8.3630e-01 -2.2284e+00 -2.3867e+00 +1.1581e+00 -3.2008e+00
7 +2.399905416e+03 +2.399905416e+03 +2.812825416e+03 +2.812825416e+03 -2.3294e+00 -5.4233e-01 -4.9258e+00 -1.2978e+00 +6.2492e+00 +2.0862e+00 -4.8352e+00 +1.2292e-02 -3.5747e+00 -1.2552e+00 -3.6900e-01 +4.0025e+00 -1.7574e-02 -4.1773e+00 -4.1132e+00 -7.7168e-01 +7.7717e-01 -2.5374e+00 +3.3288e+00 -7.4080e-01
23 +1.286369687e+03 +1.286369687e+03 +1.699289687e+03 +1.699289687e+03 -7.5207e-01 +1.3587e+00 -2.0711e+00 -6.1616e-01 +1.6507e+00 -4.7974e-01 -4.7345e+00 +1.0276e+00 -2.3971e+00 +2.1208e+00 +1.5996e+00 +5.5299e+00 -3.1685e+00 -1.5679e+00 -1.4503e+00 -7.4275e-01 +2.2750e-02 -3.5570e+00 +3.3232e+00 -7.2584e-02
36 +7.874840398e+02 +7.874840398e+02 +1.200404040e+03 +1.200404040e+03 -1.5341e+00 +2.0911e+00 -4.7978e+00 -2.0748e+00 +1.1724e+00 +3.7176e+00 -3.5901e+00 +1.7922e+00 -2.1729e+00 -1.8172e-01 +1.1264e+00 +3.7835e+00 -2.9517e+00 -2.0400e+00 -3.4267e+00 -2.7258e+00 +1.9012e+00 -2.6467e+00 +4.3582e+00 -2.0694e+00
86 +5.094360158e+02 +5.094360158e+02 +9.223560158e+02 +9.223560158e+02 -4.4538e+00 +1.7799e+00 +8.7155e-01 +1.8971e+00 +1.9195e+00 +2.2934e+00 -3.6415e+00 +1.5136e+00 -1.2564e+00 +1.2866e+00 +4.1215e+00 +2.5829e+00 -3.2734e+00 +1.5809e+00 -8.5637e-01 -1.2476e+00 +5.2082e+00 -2.2022e+00 +3.5468e-01 -4.5162e+00
94 +3.665172675e+02 +3.665172675e+02 +7.794372675e+02 +7.794372675e+02 -2.5347e-01 -5.9790e-01 -4.9695e+00 +2.4011e+00 +1.3324e+00 +4.0632e-01 -1.1249e+00 +1.8222e+00 -3.5070e+00 +6.1100e-01 +2.4072e+00 +4.0966e+00 -1.9660e+00 -4.2593e-01 -1.9737e+00 -2.3728e+00 +4.8872e+00 -3.2089e+00 +4.4314e+00 -3.4242e+00
182 +2.122623140e+02 +2.122623140e+02 +6.251823140e+02 +6.251823140e+02 -9.1737e-01 +3.4737e+00 -1.4913e+00 +4.6116e+00 +2.8602e+00 +2.9749e+00 +2.1589e+00 +1.3012e+00 -3.9549e+00 +1.8335e+00 +2.9298e+00 +4.1914e+00 +1.8377e+00 +8.1811e-02 -5.5735e-02 -4.4121e-01 +4.5099e+00 -8.9807e-01 +1.4833e+00 -3.7039e+00
342 +1.250567456e+02 +1.250567456e+02 +5.379767456e+02 +5.379767456e+02 -2.2406e+00 +1.2058e+00 -5.6262e+00 +4.1451e+00 +7.9538e-01 +2.6023e+00 +1.5850e+00 +1.1284e+00 -2.7491e+00 +3.0491e+00 +3.0960e+00 +4.9091e+00 +2.9003e+00 +2.9933e+00 +5.5786e-01 -2.6050e+00 +6.0412e+00 -3.0552e+00 +6.7869e-01 -4.9245e+00
457 +9.955336107e+01 +9.955336107e+01 +5.124733611e+02 +5.124733611e+02 -9.4753e-01 +3.6184e-01 -5.8361e+00 +2.5182e+00 +3.3435e+00 +2.3044e+00 +1.9683e+00 +4.6584e+00 -5.4826e+00 +1.7111e+00 +2.3713e+00 +3.5634e+00 +1.3946e+00 +2.4439e+00 -1.1630e+00 -3.1506e+00 +5.3363e+00 -2.9543e+00 +2.9329e+00 -4.6364e+00
519 +6.144006825e+01 +6.144006825e+01 +4.743600683e+02 +4.743600683e+02 -1.0314e+00 -6.7117e-01 -5.4882e+00 +3.0712e+00 +3.5599e+00 +9.9258e-01 +1.3675e+00 +2.6639e+00 -3.8972e+00 +2.5697e+00 +2.4601e+00 +3.3934e+00 +6.3569e-01 +4.4780e+00 +1.0608e+00 -3.8197e+00 +4.9592e+00 -3.6225e+00 +2.7261e+00 -4.2506e+00
582 +3.217392422e+01 +3.217392422e+01 +4.450939242e+02 +4.450939242e+02 -1.4981e+00 +6.9759e-01 -5.2691e+00 +3.5703e+00 +2.8762e+00 +1.1104e+00 +2.5413e+00 +3.2150e+00 -3.8185e+00 +2.6431e+00 +1.1464e+00 +3.3046e+00 +1.2052e+00 +3.3367e+00 +7.1219e-01 -2.7997e+00 +5.2167e+00 -2.2220e+00 +2.8253e+00 -3.9523e+00
717 +2.493646768e+01 +2.493646768e+01 +4.378564677e+02 +4.378564677e+02 -1.1821e+00 +6.9179e-01 -4.3913e+00 +3.2598e+00 +2.3417e+00 +2.2896e+00 +2.2593e+00 +2.8082e+00 -3.7377e+00 +2.3479e+00 +1.0121e+00 +2.8862e+00 +1.1702e+00 +3.7964e+00 +1.5248e+00 -3.9616e+00 +4.2230e+00 -3.0654e+00 +3.0233e+00 -3.6914e+00
855 +1.545918634e+01 +1.545918634e+01 +4.283791863e+02 +4.283791863e+02 -4.6914e-01 +1.5593e-01 -4.0169e+00 +2.5890e+00 +1.4522e+00 +2.8875e+00 +3.4966e+00 +2.1869e+00 -3.1144e+00 +1.7942e+00 +8.0922e-01 +2.0476e+00 +4.4366e-01 +3.4342e+00 +2.1395e+00 -4.0082e+00 +4.1512e+00 -2.7696e+00 +3.7211e+00 -3.0175e+00
971 +9.128939953e+00 +9.128939953e+00 +4.220489400e+02 +4.220489400e+02 -1.1714e+00 +5.3428e-01 -3.2914e+00 +2.3268e+00 +9.0912e-01 +3.2056e+00 +3.2144e+00 +1.6640e+00 -2.8538e+00 +1.7549e+00 +7.1395e-01 +1.3628e+00 +3.8626e-01 +3.8276e+00 +2.1315e+00 -3.9723e+00 +3.0416e+00 -3.1258e+00 +3.4876e+00 -2.8330e+00
1171 +5.697742689e+00 +5.697742689e+00 +4.186177427e+02 +4.186177427e+02 -8.6640e-01 +3.9918e-02 -2.7475e+00 +2.4012e+00 +6.9524e-01 +3.2245e+00 +2.9336e+00 +1.3153e+00 -2.6920e+00 +1.4047e+00 +6.8790e-01 +8.8722e-01 +1.9121e-01 +3.9171e+00 +2.4551e+00 -4.2442e+00 +3.4039e+00 -2.7599e+00 +3.4763e+00 -2.3724e+00
1571 +3.460658034e+00 +3.460658034e+00 +4.163806580e+02 +4.163806580e+02 -6.5172e-01 -2.0722e-02 -2.5685e+00 +2.7498e+00 +3.0347e-01 +3.5221e+00 +2.9655e+00 +1.1468e+00 -2.5187e+00 +1.3302e+00 +1.5176e-01 +6.9011e-01 +3.2534e-02 +3.5485e+00 +2.3001e+00 -4.0295e+00 +3.2092e+00 -2.7344e+00 +3.3501e+00 -2.2147e+00
1801 +2.494377885e+00 +2.494377885e+00 +4.154143779e+02 +4.154143779e+02 -4.3869e-01 +6.5946e-02 -2.2521e+00 +2.9276e+00 +1.5396e-02 +3.7403e+00 +3.0049e+00 +7.8830e-01 -2.5029e+00 +1.2046e+00 +1.8492e-02 +4.6838e-01 +4.4782e-02 +3.5078e+00 +2.4020e+00 -4.0740e+00 +3.0927e+00 -2.5741e+00 +3.1947e+00 -1.8876e+00
313043 +1.433929463e+00 +1.433929463e+00 +4.143539295e+02 +4.143539295e+02 +1.9439e-01 -8.8845e-02 -1.6423e+00 +2.8126e+00 -3.0880e-01 +3.5732e+00 +3.4435e+00 +6.9380e-01 -1.9009e+00 +1.3216e+00 +4.6164e-02 +1.2979e-01 -5.6761e-01 +3.1270e+00 +2.7038e+00 -3.9321e+00 +3.0601e+00 -2.6264e+00 +2.7272e+00 -2.5292e+00
698543 +9.963245188e-01 +9.963245188e-01 +4.139163245e+02 +4.139163245e+02 +2.3654e-01 +3.5506e-01 -1.8115e+00 +2.6046e+00 +2.6898e-02 +3.7265e+00 +3.7096e+00 +8.8402e-01 -1.7696e+00 +1.1372e+00 -2.4545e-01 +4.9261e-01 -4.5614e-03 +3.3151e+00 +2.5405e+00 -3.5811e+00 +3.1953e+00 -2.4338e+00 +2.8852e+00 -2.2177e+00
% function evaluation | noise-free fitness - Fopt (2.169400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.195995185e+02 +6.195995185e+02 +8.365395185e+02 +8.365395185e+02 -2.2266e+00 +2.8920e+00 +1.2466e+00 -1.2268e+00 +3.9938e+00 -3.9376e+00 -3.5698e+00 -3.5725e+00 -2.5525e+00 +1.0867e+00 +6.9687e-01 -1.6081e+00 +1.2564e+00 -3.3030e+00 -1.2760e+00 +5.2011e-01 -1.3728e+00 +9.7808e-01 -3.5090e+00 -6.3288e-01
28 +3.636974246e+02 +3.636974246e+02 +5.806374246e+02 +5.806374246e+02 -6.3123e-01 +4.2380e+00 +2.1576e+00 -2.3053e+00 +1.1906e+00 -4.0768e+00 +1.6919e-01 -8.1060e+00 -2.0985e+00 +2.2020e+00 +1.6526e+00 -2.2348e+00 -3.3765e+00 -2.9463e+00 -4.1198e+00 +8.7357e-01 +1.8490e+00 -3.7001e-01 +1.0658e-01 +2.0870e+00
63 +2.274798071e+02 +2.274798071e+02 +4.444198071e+02 +4.444198071e+02 -3.5271e+00 +3.2357e+00 +2.7511e-01 -2.1957e+00 +4.2554e+00 -2.5365e+00 -7.7848e-01 -5.2541e+00 -1.9339e+00 -6.0188e-01 +2.1685e+00 -2.9030e+00 +1.1115e+00 -4.6532e+00 -6.8901e+00 -9.2052e-01 +8.9217e-01 -2.7579e+00 -3.8935e+00 +4.0383e-01
247 +1.451889250e+02 +1.451889250e+02 +3.621289250e+02 +3.621289250e+02 -1.9851e+00 +4.7581e+00 -1.1395e+00 -2.6863e+00 +9.4239e-01 -1.8799e+00 -1.0453e-01 -3.4358e+00 +1.5100e+00 +4.5541e+00 +3.3781e+00 -4.5678e+00 +2.4625e+00 -3.6606e+00 -2.5944e+00 -1.8351e+00 -2.1591e+00 -1.3069e+00 -4.7600e+00 -2.9392e+00
291 +7.822479666e+01 +7.822479666e+01 +2.951647967e+02 +2.951647967e+02 -1.6122e+00 +3.9607e+00 -1.9964e+00 -2.8513e+00 +1.5033e+00 -1.7390e+00 -1.5998e-01 -2.9314e+00 +6.1615e-01 +3.0298e+00 +3.8980e+00 -3.3400e+00 +3.2170e+00 -2.9778e+00 -2.3183e+00 -2.0536e+00 -2.4321e+00 -5.4991e-01 -2.6928e+00 -2.4382e+00
485 +4.926147474e+01 +4.926147474e+01 +2.662014747e+02 +2.662014747e+02 -1.0825e+00 +4.1353e+00 -2.3924e+00 -1.5034e+00 +2.4379e+00 -7.8232e-01 -1.7796e+00 -1.7532e+00 +1.0571e+00 +1.0502e+00 +3.4063e+00 -4.3541e+00 +2.8881e+00 -2.5997e+00 -2.9624e+00 +2.1428e-02 -2.0031e+00 +7.3574e-01 -1.8661e+00 -2.2278e+00
622 +3.750947892e+01 +3.750947892e+01 +2.544494789e+02 +2.544494789e+02 -2.9390e+00 +2.0721e+00 -2.8124e+00 -2.0800e+00 +3.1490e+00 +2.3787e-01 -1.5948e+00 -1.9974e+00 -6.2967e-01 +2.3563e+00 +2.8256e+00 -4.4877e+00 +2.8311e+00 -2.0069e+00 -3.3119e+00 -6.0470e-01 -1.8583e+00 -1.0247e-01 -1.2692e+00 -1.3591e+00
818 +1.970982085e+01 +1.970982085e+01 +2.366498208e+02 +2.366498208e+02 -2.7564e+00 +1.6680e+00 -2.3734e+00 -1.4665e+00 +3.0051e+00 +1.8784e+00 -3.3565e+00 -3.2939e+00 -1.7255e+00 +2.4490e+00 +2.1124e+00 -3.2951e+00 +2.2875e+00 -1.5111e+00 -2.9069e+00 -1.5694e+00 +2.2229e-01 -1.0059e+00 -4.2139e-01 +2.8424e-01
962 +1.540194983e+01 +1.540194983e+01 +2.323419498e+02 +2.323419498e+02 -3.1371e+00 +1.7688e+00 -2.4571e+00 -4.5413e-01 +2.8171e+00 +2.0744e+00 -3.7761e+00 -3.3559e+00 -1.8974e+00 +3.1605e+00 +2.4113e+00 -2.7003e+00 +3.0538e+00 -1.9471e+00 -2.0248e+00 -2.1253e+00 +2.3607e-01 -1.8528e+00 +3.7180e-01 +7.7900e-01
1231 +9.895687118e+00 +9.895687118e+00 +2.268356871e+02 +2.268356871e+02 -2.6147e+00 +2.6869e+00 -1.7667e+00 -1.3384e+00 +2.4111e+00 +1.5790e+00 -3.7786e+00 -2.9656e+00 -6.1388e-01 +2.9905e+00 +2.6130e+00 -2.6761e+00 +2.9030e+00 -1.9039e+00 -2.3187e+00 -1.9178e+00 +1.6686e-01 -1.5270e+00 +5.3695e-01 +8.6165e-01
1395 +6.044001319e+00 +6.044001319e+00 +2.229840013e+02 +2.229840013e+02 -2.3577e+00 +3.3729e+00 -2.1150e+00 -5.9863e-01 +2.4682e+00 +9.8319e-01 -3.5008e+00 -2.2925e+00 -3.3352e-01 +2.9992e+00 +2.6455e+00 -2.6793e+00 +2.6468e+00 -1.6714e+00 -2.0125e+00 -1.3215e+00 +2.1311e-01 -1.5916e+00 +4.0141e-01 +1.1162e+00
45382 +3.486984361e+00 +3.486984361e+00 +2.204269844e+02 +2.204269844e+02 -2.4170e+00 +3.2901e+00 -3.4113e+00 -6.1859e-01 +2.5143e+00 +2.6730e+00 -2.0553e+00 -1.9014e+00 -4.9683e-01 +4.6795e+00 +1.9266e+00 -3.6180e+00 +2.7484e+00 -1.7556e+00 +1.1159e-01 -2.1704e+00 -4.3868e-01 -1.1655e+00 +1.6708e+00 +9.7711e-01
202458 +2.288305393e+00 +2.288305393e+00 +2.192283054e+02 +2.192283054e+02 -3.4970e+00 +2.7718e+00 -2.2065e+00 -1.9284e-01 +3.5856e+00 +1.2649e+00 -3.6436e+00 -1.8050e+00 +1.0665e+00 +4.1146e+00 +3.1993e+00 -2.5516e+00 +3.0942e+00 -2.0138e+00 -1.1766e+00 -1.6436e+00 +3.3152e-01 -1.7984e+00 +1.6412e+00 +1.7148e+00
415749 +1.560245318e+00 +1.560245318e+00 +2.185002453e+02 +2.185002453e+02 -3.9850e+00 +3.7249e+00 -1.7077e+00 -1.0761e-01 +3.1660e+00 +1.4414e+00 -4.0402e+00 -1.4127e+00 +1.1474e+00 +3.2423e+00 +3.2125e+00 -2.7235e+00 +2.8525e+00 -1.7350e+00 -1.5214e+00 -1.0376e+00 +8.3222e-01 -1.8226e+00 +2.5180e+00 +2.2767e+00
866480 +9.539387530e-01 +9.539387530e-01 +2.178939388e+02 +2.178939388e+02 -2.7195e+00 +3.5514e+00 -2.7561e+00 +8.6827e-02 +2.7653e+00 +1.9270e+00 -3.0346e+00 -2.0166e+00 +3.2566e-01 +3.9837e+00 +2.5946e+00 -3.0029e+00 +3.0075e+00 -1.9059e+00 -7.4254e-01 -1.3579e+00 -5.2737e-02 -1.4140e+00 +1.4951e+00 +1.5665e+00
867310 +6.300296306e-01 +6.300296306e-01 +2.175700296e+02 +2.175700296e+02 -2.7463e+00 +3.4376e+00 -2.7093e+00 -1.3312e-01 +2.7074e+00 +1.9964e+00 -3.1153e+00 -1.8574e+00 +4.8808e-01 +4.0573e+00 +2.6270e+00 -2.9223e+00 +2.9216e+00 -1.9255e+00 -6.1485e-01 -1.5884e+00 +7.3439e-02 -1.3543e+00 +1.7093e+00 +1.5403e+00
% function evaluation | noise-free fitness - Fopt (1.175000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.735642352e+03 +1.735642352e+03 +1.853142352e+03 +1.853142352e+03 -1.3384e+00 +5.5501e-01 +1.9149e+00 +2.5985e-02 -3.6621e+00 -2.1817e+00 +3.8633e+00 -3.7654e-01 +2.9495e+00 +1.0273e+00 +2.6840e+00 -5.4385e-01 +1.4311e+00 -1.2806e+00 +3.6654e+00 +1.0583e+00 -2.6175e+00 -3.9215e+00 -3.5514e+00 +2.8030e+00
10 +1.207237282e+03 +1.207237282e+03 +1.324737282e+03 +1.324737282e+03 -1.9441e+00 -1.7148e-01 +3.3453e+00 +1.4260e+00 -4.7118e+00 -2.3317e-01 +3.0522e+00 -3.5975e+00 +6.5111e+00 +6.6318e-01 +2.9988e+00 -2.4884e+00 +9.4474e-01 -1.2508e+00 +1.7998e+00 +3.4844e+00 -2.4584e+00 -1.6819e+00 -1.5571e+00 +3.3351e-01
14 +7.693494193e+02 +7.693494193e+02 +8.868494193e+02 +8.868494193e+02 -1.1152e+00 +3.4436e+00 +2.4808e+00 +1.9171e-01 -5.0052e-01 -4.3521e+00 +5.7642e-01 -3.3714e+00 +3.7919e+00 +9.7476e-01 +4.0621e+00 -3.0007e-01 +1.7089e+00 -2.4662e-01 +2.6306e+00 +3.2480e+00 +7.9631e-01 +3.6564e-01 -1.0473e-01 +3.1371e+00
36 +4.003232666e+02 +4.003232666e+02 +5.178232666e+02 +5.178232666e+02 -1.4658e+00 +3.1785e+00 +1.4105e+00 +1.8288e+00 -1.9714e+00 -5.3872e+00 +5.6347e+00 -6.6253e-01 +4.4108e+00 -3.8049e+00 +3.1642e+00 +8.2556e-01 +1.5017e-01 +1.7180e+00 -4.7551e-01 +5.9662e-01 -2.4498e+00 -7.6667e-01 -1.1891e+00 -4.5466e-01
126 +3.332135625e+02 +3.332135625e+02 +4.507135625e+02 +4.507135625e+02 +1.7782e-01 +2.0457e+00 -5.1599e-02 -2.1420e-01 +1.3614e+00 -1.8250e+00 -7.6993e-01 -3.8266e+00 +1.1747e-01 -1.5834e+00 +1.8896e+00 +2.1545e+00 -5.0661e-01 +3.0072e-02 -2.5669e-01 +4.7237e+00 +8.1967e-01 +4.3508e-01 +2.2585e-01 -3.1867e+00
179 +2.270662142e+02 +2.270662142e+02 +3.445662142e+02 +3.445662142e+02 -1.3106e+00 -1.1411e-01 +2.4007e+00 +2.4409e+00 +1.7640e+00 +1.8002e-01 +3.2876e+00 -5.1315e+00 +3.3129e+00 +6.6327e-01 +2.6135e+00 +2.0973e+00 +6.0175e-01 -1.0402e+00 +3.4982e+00 -4.5843e-01 +1.1612e+00 -1.3651e+00 +2.1810e+00 -4.9120e-01
203 +1.527223175e+02 +1.527223175e+02 +2.702223175e+02 +2.702223175e+02 -5.6361e-02 +5.9793e-01 +2.9818e+00 -1.2280e-01 +2.4873e+00 +3.5571e-02 +3.6761e+00 -4.9482e+00 +1.8216e+00 -1.2891e+00 +1.6714e-01 +1.4404e+00 -2.0088e+00 +1.0568e+00 +8.1758e-01 -2.4605e-01 -3.9974e-01 -9.8745e-01 +1.7814e+00 +5.7941e-01
434 +9.205617953e+01 +9.205617953e+01 +2.095561795e+02 +2.095561795e+02 -3.0576e+00 -1.3276e-01 +2.3521e+00 +1.5110e+00 +4.1282e+00 +1.6308e-01 +4.8115e+00 -3.7146e+00 +5.2423e-01 -1.2003e+00 +2.1832e+00 +1.3957e+00 -2.3461e+00 +2.3615e+00 -1.2339e+00 -2.8884e+00 -9.6832e-01 +2.2008e+00 +5.8519e-01 -1.8423e-01
