% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (9.294000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.756574751e+03 +1.756574751e+03 +1.849514751e+03 +1.849514751e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.644209639e+03 +1.644209639e+03 +1.737149639e+03 +1.737149639e+03 +2.3372e+00 -5.5454e-01 +1.6556e+00 +2.7318e-01 +4.9955e+00 +1.9501e+00 -3.7722e+00 +7.7041e-01 -6.6182e-01 +2.9714e+00 -1.3822e+00 -3.6767e+00 +3.9169e+00 +1.5284e+00 -3.0951e+00 -3.6111e+00 +4.5027e+00 +4.4070e+00 -3.8613e+00 +3.5635e+00
6 0 +1.168778270e+03 +1.168778270e+03 +1.261718270e+03 +1.261718270e+03 -2.4395e+00 +1.6257e-01 -3.3393e+00 +8.5596e-03 +1.3752e+00 -4.8124e+00 +3.8765e+00 -4.1157e-01 +3.8449e+00 +2.0338e+00 -2.9319e+00 -3.3246e+00 -3.4576e+00 -3.1957e+00 -1.0099e+00 +1.5427e+00 +4.8929e+00 -1.5993e+00 -2.2247e+00 -4.8172e+00
14 0 +9.688327393e+02 +9.688327393e+02 +1.061772739e+03 +1.061772739e+03 +3.8150e+00 +1.3900e+00 +3.2087e-01 +1.5012e+00 -1.4010e+00 +4.5673e+00 +3.8350e+00 -3.6255e+00 +2.7627e+00 -8.4241e-01 -1.3420e+00 -3.5935e-01 -9.0219e-01 -1.7531e+00 -2.1755e+00 +4.6488e+00 +1.7864e+00 -3.1817e+00 -3.1468e-01 -4.7215e+00
49 0 +8.109490203e+02 +8.109490203e+02 +9.038890203e+02 +9.038890203e+02 -4.4111e+00 +1.9853e+00 +8.5468e-01 +2.5637e+00 +4.2598e+00 +2.0906e+00 +2.7664e+00 -4.1487e+00 +1.3158e+00 +1.7177e+00 +1.6523e+00 -4.4347e+00 -2.6106e-01 +3.0570e+00 +4.7779e+00 -6.8415e-01 -1.9583e+00 -1.6000e-01 +1.3134e+00 -4.5620e+00
120 0 +6.994527828e+02 +6.994527828e+02 +7.923927828e+02 +7.923927828e+02 +2.2510e+00 -3.5789e+00 +1.5407e-01 +1.8496e+00 -1.8140e-01 +2.9056e+00 -1.7918e+00 -2.2548e+00 +4.8974e+00 -1.2323e+00 -4.4982e+00 +7.0602e-01 +4.8562e-02 -1.4318e+00 +4.5962e-01 +4.9799e+00 +3.6356e+00 -3.0510e+00 -1.8908e+00 -2.5133e+00
270 0 +6.135372745e+02 +6.135372745e+02 +7.064772745e+02 +7.064772745e+02 +1.7089e+00 -1.1833e+00 +3.2645e+00 +7.6787e-01 +4.5089e+00 +7.6687e-01 +3.7589e+00 +1.8285e+00 +5.6693e+00 +5.4089e+00 -1.8204e+00 -3.1305e+00 +6.3444e+00 +4.1156e+00 -3.4536e+00 +6.5331e-01 +1.5786e+00 -1.1511e+00 -1.1410e+00 +1.9173e+00
713 0 +5.835396945e+02 +5.835396945e+02 +6.764796945e+02 +6.764796945e+02 +1.7245e+00 +1.9058e+00 +2.3061e+00 +1.4641e+00 +1.8996e+00 +2.3813e+00 +3.1911e+00 -3.8802e+00 +1.3707e+00 +5.7959e+00 +8.7612e-02 -2.0052e+00 -1.0517e+00 +2.2874e+00 -2.0523e-01 +1.8619e-01 +4.0303e-01 -4.4492e+00 -4.6952e+00 +1.0584e+00
756 0 +5.637869353e+02 +5.637869353e+02 +6.567269353e+02 +6.567269353e+02 -8.5356e-01 +2.4330e+00 +3.6282e+00 +3.6155e+00 +1.7005e+00 +1.8860e+00 -3.7758e-01 -1.9449e+00 +1.5917e+00 +5.8150e+00 -5.5809e+00 -5.0343e+00 +4.3260e+00 -1.2695e+00 +1.6246e+00 -2.0798e+00 -7.4085e-01 -5.1395e-01 -5.0030e+00 -3.2508e+00
816 0 +2.728296941e+02 +2.728296941e+02 +3.657696941e+02 +3.657696941e+02 -1.1445e-01 +2.3574e+00 -5.8788e-01 +1.9046e-01 +3.8730e+00 +4.0301e+00 +1.8398e+00 +1.5745e+00 +5.6275e+00 +5.4516e-01 +1.9429e+00 -5.2235e+00 -1.0535e+00 -8.3684e-01 -2.2211e-01 -2.5654e-01 +2.4498e+00 -3.0852e+00 +1.9338e+00 +9.0365e-01
