% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.270922936e+02 +4.270922936e+02 +4.101522936e+02 +4.101522936e+02 -1.4883e+00 -4.6807e+00 +1.7208e+00 +1.0062e+00 +3.8287e+00 -1.4931e+00 -8.1691e-01 -3.9503e+00 +4.7169e-01 -1.9107e+00
2 +2.831226638e+02 +2.831226638e+02 +2.661826638e+02 +2.661826638e+02 +1.1233e+00 -4.3102e+00 +2.9807e+00 +1.7420e+00 +2.6759e-01 +1.2524e+00 +2.1057e+00 -1.7052e+00 +3.8961e-02 -2.1146e+00
4 +2.331496279e+02 +2.331496279e+02 +2.162096279e+02 +2.162096279e+02 +1.7490e-01 +2.0119e+00 +3.0367e-01 +9.1068e-01 -1.0188e+00 -1.2076e+00 -3.4027e+00 +1.0607e+00 -3.3493e+00 -3.4719e-01
6 +1.316468611e+02 +1.316468611e+02 +1.147068611e+02 +1.147068611e+02 +2.5907e+00 +1.8596e+00 +4.9485e+00 +1.3570e+00 +8.7848e-01 +3.8245e+00 +3.5872e+00 -2.7713e+00 -7.1750e-01 +3.1923e+00
8 +8.447185268e+01 +8.447185268e+01 +6.753185268e+01 +6.753185268e+01 -8.0794e-01 +1.8348e-01 +3.6177e-01 +2.8720e+00 +1.7644e+00 +2.6480e-01 +2.2579e+00 +4.2152e-01 -1.0194e+00 -3.9364e+00
18 +5.658803145e+01 +5.658803145e+01 +3.964803145e+01 +3.964803145e+01 +2.8445e+00 +6.2148e-01 +1.0457e-01 +1.7936e+00 +2.5177e+00 -3.4006e+00 +1.9571e-01 -4.4062e+00 +1.2508e+00 +1.3431e+00
102 +3.854274456e+01 +3.854274456e+01 +2.160274456e+01 +2.160274456e+01 +1.6634e+00 -1.6733e-01 +5.7311e-01 +2.6091e+00 +2.1607e+00 +3.3254e-01 +2.9041e+00 +1.1505e-01 -6.0338e-01 -4.1118e+00
378 +2.479422285e+01 +2.479422285e+01 +7.854222853e+00 +7.854222853e+00 +3.4726e+00 +2.3190e+00 -1.3397e-01 +3.0358e+00 +5.2934e-01 +1.1967e-01 +2.9349e-01 -1.2026e+00 -4.0381e-01 -2.7394e+00
760 +1.205891715e+01 +1.205891715e+01 -4.881082853e+00 -4.881082853e+00 +3.0822e+00 +2.0635e+00 -9.7410e-01 +2.6504e+00 +1.3695e-02 -2.0082e+00 +3.2061e+00 +1.1702e-01 -1.1571e-01 -2.0729e+00
916 +9.868282451e+00 +9.868282451e+00 -7.071717549e+00 -7.071717549e+00 +2.8082e+00 +2.8387e+00 -1.0156e+00 +7.8710e-01 +1.1056e+00 -1.5656e+00 +2.5458e+00 -2.5741e+00 -5.7457e-01 -3.3487e+00
1301 +5.262697785e+00 +5.262697785e+00 -1.167730221e+01 -1.167730221e+01 +3.3216e+00 +2.6413e+00 -2.0356e+00 +1.2216e+00 +1.3751e+00 -2.0959e+00 +3.3627e+00 -2.2706e+00 -9.3667e-01 -1.8558e+00
1705 +3.126399414e+00 +3.126399414e+00 -1.381360059e+01 -1.381360059e+01 +3.7443e+00 +2.6413e+00 -1.0108e+00 +1.2216e+00 +1.3751e+00 -2.0959e+00 +3.8344e+00 -2.4171e+00 -9.3667e-01 -2.4647e+00
2986 +1.746662171e+00 +1.746662171e+00 -1.519333783e+01 -1.519333783e+01 +3.6176e+00 +2.5423e+00 -9.2825e-01 +1.5597e+00 +1.2620e+00 -1.7395e+00 +3.5049e+00 -2.2108e+00 -4.8836e-01 -2.2790e+00
3356 +1.106295785e+00 +1.106295785e+00 -1.583370421e+01 -1.583370421e+01 +3.8532e+00 +2.5254e+00 -1.9026e+00 +1.2227e+00 +1.6035e+00 -2.0124e+00 +3.3779e+00 -2.4995e+00 -4.9001e-01 -2.0226e+00
4355 +8.726429475e-01 +8.726429475e-01 -1.606735705e+01 -1.606735705e+01 +3.7253e+00 +2.5820e+00 -1.5729e+00 +1.5205e+00 +1.3111e+00 -1.8906e+00 +3.4941e+00 -2.3238e+00 -3.2255e-01 -1.8822e+00
4601 +5.317908313e-01 +5.317908313e-01 -1.640820917e+01 -1.640820917e+01 +3.6317e+00 +2.5932e+00 -1.1070e+00 +1.6662e+00 +1.3217e+00 -1.8630e+00 +3.6241e+00 -2.1195e+00 -2.8336e-01 -2.1194e+00
5717 +3.064713262e-01 +3.064713262e-01 -1.663352867e+01 -1.663352867e+01 +3.6562e+00 +2.5761e+00 -1.4405e+00 +1.5111e+00 +1.3132e+00 -1.8821e+00 +3.4548e+00 -2.3210e+00 -3.6582e-01 -2.0374e+00
6301 +2.465336730e-01 +2.465336730e-01 -1.669346633e+01 -1.669346633e+01 +3.6866e+00 +2.5701e+00 -1.2952e+00 +1.5227e+00 +1.2766e+00 -1.8908e+00 +3.5029e+00 -2.2532e+00 -3.4815e-01 -2.0507e+00
7306 +1.423138456e-01 +1.423138456e-01 -1.679768615e+01 -1.679768615e+01 +3.6561e+00 +2.5595e+00 -1.4572e+00 +1.4631e+00 +1.3314e+00 -1.8982e+00 +3.4850e+00 -2.3150e+00 -4.0083e-01 -2.0400e+00
8579 +7.315296802e-02 +7.315296802e-02 -1.686684703e+01 -1.686684703e+01 +3.6759e+00 +2.5506e+00 -1.4919e+00 +1.4738e+00 +1.3337e+00 -1.9002e+00 +3.4816e+00 -2.3040e+00 -3.8501e-01 -2.0363e+00
10010 +5.950008179e-02 +5.950008179e-02 -1.688049992e+01 -1.688049992e+01 +3.6383e+00 +2.5527e+00 -1.4753e+00 +1.4934e+00 +1.3948e+00 -1.9027e+00 +3.5144e+00 -2.3496e+00 -3.6515e-01 -2.0397e+00
10452 +3.769398189e-02 +3.769398189e-02 -1.690230602e+01 -1.690230602e+01 +3.6430e+00 +2.5482e+00 -1.4814e+00 +1.4900e+00 +1.3924e+00 -1.9062e+00 +3.5113e+00 -2.3487e+00 -3.6577e-01 -2.0377e+00
11301 +2.511403780e-02 +2.511403780e-02 -1.691488596e+01 -1.691488596e+01 +3.6534e+00 +2.5499e+00 -1.5146e+00 +1.4740e+00 +1.3930e+00 -1.9064e+00 +3.5091e+00 -2.3460e+00 -3.8131e-01 -2.0388e+00
12861 +1.475931623e-02 +1.475931623e-02 -1.692524068e+01 -1.692524068e+01 +3.6549e+00 +2.5508e+00 -1.5179e+00 +1.4736e+00 +1.3919e+00 -1.9079e+00 +3.5035e+00 -2.3474e+00 -3.8107e-01 -2.0364e+00
12872 +9.065486150e-03 +9.065486150e-03 -1.693093451e+01 -1.693093451e+01 +3.6528e+00 +2.5492e+00 -1.5171e+00 +1.4748e+00 +1.3964e+00 -1.9070e+00 +3.5040e+00 -2.3509e+00 -3.8003e-01 -2.0376e+00
14009 +5.372168648e-03 +5.372168648e-03 -1.693462783e+01 -1.693462783e+01 +3.6531e+00 +2.5496e+00 -1.5148e+00 +1.4759e+00 +1.3948e+00 -1.9069e+00 +3.5045e+00 -2.3487e+00 -3.7918e-01 -2.0374e+00
14101 +3.303881614e-03 +3.303881614e-03 -1.693669612e+01 -1.693669612e+01 +3.6529e+00 +2.5496e+00 -1.5149e+00 +1.4759e+00 +1.3950e+00 -1.9069e+00 +3.5045e+00 -2.3485e+00 -3.7914e-01 -2.0376e+00
15062 +2.429079063e-03 +2.429079063e-03 -1.693757092e+01 -1.693757092e+01 +3.6557e+00 +2.5498e+00 -1.5263e+00 +1.4709e+00 +1.3948e+00 -1.9076e+00 +3.5020e+00 -2.3487e+00 -3.8317e-01 -2.0368e+00
15874 +1.396283621e-03 +1.396283621e-03 -1.693860372e+01 -1.693860372e+01 +3.6558e+00 +2.5498e+00 -1.5272e+00 +1.4705e+00 +1.3949e+00 -1.9077e+00 +3.5018e+00 -2.3490e+00 -3.8347e-01 -2.0365e+00
