% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
85362 +3.537938256e+00 +3.537938256e+00 +7.699793826e+01 +7.699793826e+01 +4.8469e-01 +7.9014e-01 -5.6994e-01 -1.2776e+00 -1.3041e+00 +4.2645e-01 -5.0247e-01 -1.0112e+00 +5.4752e-01 -1.2215e+00 +7.0392e-01 +1.6653e+00 +2.4564e-01 +4.5632e-01 +1.4717e-01 +1.3155e+00 -1.0871e+00 +2.9824e-01 -5.8459e-01 -8.0087e-02
247701 +2.340898270e+00 +2.340898270e+00 +7.580089827e+01 +7.580089827e+01 +7.6010e-01 +6.8397e-02 +1.0516e+00 -5.6555e-01 +8.8985e-02 +1.9769e-01 +4.1276e-01 +3.7980e-01 +4.1578e-01 -7.8801e-02 +3.1113e-01 +2.1901e-01 +8.5534e-01 -3.2509e-01 +9.0899e-01 +5.2761e-01 -4.0660e-01 +8.6480e-01 -1.2301e+00 -2.8246e-02
315401 +1.373795991e+00 +1.373795991e+00 +7.483379599e+01 +7.483379599e+01 +7.5586e-01 +6.7837e-02 +1.0487e+00 -5.6564e-01 +9.5013e-02 +1.9758e-01 +4.1176e-01 +3.6970e-01 +4.1628e-01 -7.9482e-02 +3.1588e-01 +2.2380e-01 +8.5403e-01 -3.2552e-01 +9.1289e-01 +5.2968e-01 -4.0660e-01 +8.6276e-01 -1.2292e+00 -2.4231e-02
399801 +9.715942179e-01 +9.715942179e-01 +7.443159422e+01 +7.443159422e+01 +7.5467e-01 +6.7837e-02 +1.0487e+00 -5.6559e-01 +9.5013e-02 +1.9770e-01 +4.0527e-01 +3.7076e-01 +4.1360e-01 -7.9482e-02 +3.1588e-01 +2.2432e-01 +8.5356e-01 -3.3282e-01 +9.1289e-01 +5.2974e-01 -4.0720e-01 +8.6274e-01 -1.2287e+00 -2.4231e-02
728101 +6.302940950e-01 +6.302940950e-01 +7.409029410e+01 +7.409029410e+01 +1.1273e+00 -3.7400e-01 +2.5458e-01 -5.2267e-01 -7.6195e-01 +2.1296e-01 +5.0227e-01 +2.5427e-01 +1.4343e-02 +5.8211e-01 +8.5841e-01 +9.4357e-01 +4.6288e-01 -5.4533e-01 +1.8191e-01 +7.9111e-01 -1.2735e-01 +1.6318e-01 -7.1361e-01 +5.1512e-01
% function evaluation | noise-free fitness - Fopt (4.560000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.298105400e+01 +6.298105400e+01 +6.754105400e+01 +6.754105400e+01 +4.5759e+00 -1.1223e+00 -4.0607e+00 -1.1006e+00 +1.3636e+00 -8.7011e-01 -1.2916e-01 -4.9695e+00 -4.4465e-02 +7.8454e-01 -1.4936e+00 -1.3105e+00 -2.9272e-01 +5.5335e-01 +2.0030e+00 +2.9481e+00 +4.3866e+00 -3.4598e+00 -4.2306e+00 +2.4293e+00
5 +3.101768691e+01 +3.101768691e+01 +3.557768691e+01 +3.557768691e+01 +2.3403e+00 +4.1667e+00 -2.8758e-01 +6.5022e-01 -1.6413e+00 +4.1442e+00 +3.1990e+00 +4.8884e-01 -3.5601e+00 -6.0566e-01 -1.2353e+00 -5.7523e-01 +1.0590e+00 +2.8254e+00 +1.7074e+00 -4.1589e+00 +3.1561e+00 +2.1464e+00 +1.4936e+00 +4.3678e-01
8 +2.020336381e+01 +2.020336381e+01 +2.476336381e+01 +2.476336381e+01 -3.5703e+00 +2.2153e+00 +3.6612e+00 -3.9829e-01 +2.3092e-01 +9.0639e-01 +4.8885e+00 +2.8420e+00 -4.1382e+00 -3.1583e-01 +1.7707e+00 +7.2019e-01 -6.8121e-01 -2.1415e+00 +4.4868e-02 +5.7622e-01 +2.1216e+00 -1.8180e+00 -2.9582e+00 +6.2480e-01
202 +1.379654061e+01 +1.379654061e+01 +1.835654061e+01 +1.835654061e+01 -3.5703e+00 +2.2153e+00 +1.7655e+00 +7.8689e-01 +2.3092e-01 +1.7397e+00 +4.9304e+00 +2.8420e+00 +6.9700e-01 -3.1583e-01 +1.7707e+00 -1.6589e+00 -6.8121e-01 -2.1415e+00 -1.0875e-01 +5.7622e-01 +8.9031e-01 -1.8180e+00 -2.0270e+00 +6.2480e-01
1018 +9.928318711e+00 +9.928318711e+00 +1.448831871e+01 +1.448831871e+01 -1.0147e+00 +1.2049e+00 -2.1058e-01 +1.6671e-01 +2.1307e+00 -7.5805e-01 +2.5045e+00 -2.2212e-01 +2.7390e-01 -1.7849e+00 +8.1514e-01 -2.1283e+00 +3.5548e+00 -6.3065e-01 -5.3565e-01 -6.2683e-01 -4.1167e-01 -2.2509e+00 +1.4776e+00 -1.4835e+00
2069 +6.242086150e+00 +6.242086150e+00 +1.080208615e+01 +1.080208615e+01 +1.2173e+00 -8.4054e-01 +1.2079e+00 +1.9282e+00 +1.8663e+00 -3.7040e-01 +4.7503e-01 +4.1852e+00 +1.0152e+00 +9.2339e-01 +1.4505e+00 -6.4301e-01 +8.3562e-01 +5.4365e-01 -7.4859e-01 -6.3046e-01 -1.5068e+00 -2.5336e-02 -2.5338e-01 -1.1762e+00
71518 +3.663571460e+00 +3.663571460e+00 +8.223571460e+00 +8.223571460e+00 +3.6845e-01 -5.1190e-01 -5.6348e-01 -7.6442e-02 +1.0989e+00 -1.8516e-01 +1.3646e+00 +5.0701e-01 +1.8428e+00 +1.3058e+00 +1.1899e+00 +5.4179e-01 -2.7018e-01 +3.1268e-01 -8.0430e-01 +1.4945e-01 -1.6169e+00 -3.2791e-01 -6.9926e-02 +3.1420e-01
127201 +2.265045686e+00 +2.265045686e+00 +6.825045686e+00 +6.825045686e+00 +4.2196e-01 -3.4859e-01 +9.3324e-01 -1.4588e+00 +4.2041e-01 -1.1516e-01 +9.9903e-01 +6.3457e-01 +4.3896e-01 +1.0965e+00 +2.7499e+00 +1.0466e-01 +1.5607e+00 +7.6211e-02 +2.1994e+00 +6.4876e-02 -1.2938e+00 -2.8992e-01 +9.3784e-02 -1.0718e+00
234801 +1.582669574e+00 +1.582669574e+00 +6.142669574e+00 +6.142669574e+00 -3.9600e-01 -4.0107e-01 +1.1422e+00 -7.5578e-01 -6.9360e-01 -3.4176e-01 +1.3021e+00 -1.1908e+00 -1.1025e+00 -1.2973e-01 -2.7996e-02 -3.7041e-01 -7.4199e-02 -6.1857e-01 -7.4021e-01 -6.5684e-01 +7.6940e-01 +2.3685e-01 +5.2182e-02 +4.0693e-01
889201 +9.998005956e-01 +9.998005956e-01 +5.559800596e+00 +5.559800596e+00 -1.6320e-01 +1.1110e-01 +6.6330e-01 -1.0120e-01 -3.2969e-01 -6.0460e-02 +4.6299e-01 +6.1714e-01 -1.4070e+00 -8.0275e-01 +1.9799e+00 -9.7649e-01 +3.5768e-01 +3.9951e-01 -5.5945e-01 -2.0729e-01 -1.0170e+00 -4.8032e-01 +1.0540e+00 +3.8159e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.820102302e+01 +3.820102302e+01 +1.038201023e+03 +1.038201023e+03 +3.8899e+00 -2.1451e+00 +3.3426e+00 -8.8278e-02 -1.5693e+00 +1.5532e+00 +1.6419e+00 +1.0281e+00 +4.6507e+00 +4.8622e+00 -3.2683e+00 +3.1863e-01 -2.7020e+00 -3.1778e-01 +5.1656e-01 +4.0370e-01 +7.5238e-01 -1.9915e+00 -2.7459e+00 -1.9655e+00
48 +1.971465933e+01 +1.971465933e+01 +1.019714659e+03 +1.019714659e+03 -2.6375e+00 -3.4592e+00 -2.0901e+00 -4.5201e+00 +1.7586e+00 -3.6625e-01 -5.4689e-01 -1.9680e+00 +2.1572e+00 +8.8900e-01 +1.5938e+00 -4.1806e+00 +1.6412e+00 +4.9985e-01 -3.7065e+00 -1.3549e-01 +1.0864e+00 +5.7527e-01 +1.5604e+00 -1.7550e+00
304 +1.528023612e+01 +1.528023612e+01 +1.015280236e+03 +1.015280236e+03 -7.4462e-01 -7.4345e-01 -3.3852e+00 +1.8639e+00 -3.4085e+00 +1.3734e+00 +3.2391e+00 +1.1396e+00 +1.6715e+00 -5.6333e-01 -2.1809e+00 +6.9191e-01 -1.7382e-01 -5.0179e-01 +4.6877e-02 +3.4095e+00 +1.2824e-01 -8.0444e-02 +2.6840e+00 +3.4338e-01
1013 +9.292581314e+00 +9.292581314e+00 +1.009292581e+03 +1.009292581e+03 -4.0121e-01 +6.7516e-01 -1.4996e+00 -2.1160e+00 -1.9163e+00 +2.5563e+00 -1.5180e+00 -2.3414e+00 +6.6457e-01 -2.1122e+00 +8.1585e-01 -1.8707e+00 +1.7993e+00 +1.3342e+00 -2.3079e+00 -6.5985e-01 +2.0354e+00 +2.1346e+00 -1.3429e-02 +2.3155e-01
5598 +6.249883584e+00 +6.249883584e+00 +1.006249884e+03 +1.006249884e+03 -1.9720e-02 +4.2467e-02 +1.9426e+00 -4.1319e-02 -2.4601e+00 +6.9976e-01 +9.6405e-03 -1.3559e-01 +9.9670e-01 -7.3181e-01 -6.4845e-01 -5.2126e-01 -1.4677e-01 +7.6494e-01 -1.4418e-02 -3.1464e-01 +1.5281e+00 +1.4209e+00 -2.1469e-01 +1.4025e-01
71153 +3.847180755e+00 +3.847180755e+00 +1.003847181e+03 +1.003847181e+03 -3.8169e-01 +1.7840e-01 +8.7169e-02 -5.9420e-01 -8.1877e-01 +3.5224e-01 +1.3144e-01 +2.5618e-01 -9.4980e-01 -3.2982e-01 +8.8903e-01 -5.5671e-01 -5.1425e-01 +7.2062e-01 +5.8740e-01 -2.0354e-02 +1.7111e+00 +5.1686e-01 +1.0164e+00 -1.5245e+00
117501 +2.465283041e+00 +2.465283041e+00 +1.002465283e+03 +1.002465283e+03 +3.4721e-01 +1.0435e-01 -9.9655e-01 -8.6786e-01 -1.3562e+00 +2.5707e+00 +6.9285e-01 -1.6846e+00 +2.6973e-01 -8.1854e-01 +1.0549e-02 +6.3015e-01 -8.3793e-01 +3.5003e-01 -7.9764e-01 -4.6469e-01 +3.0250e-01 +8.9429e-01 +3.6985e-01 -3.4402e-03
186502 +1.526667486e+00 +1.526667486e+00 +1.001526667e+03 +1.001526667e+03 +1.0240e+00 -8.0715e-01 -1.8478e-01 -6.7245e-01 -1.1115e+00 +7.0367e-01 +1.4285e+00 +6.6612e-01 -4.9989e-01 +1.1495e+00 +2.7638e-01 +1.9386e-01 +1.0598e+00 +4.5976e-01 +2.4396e-02 +5.8219e-01 +2.4138e-01 +6.9683e-01 +1.4912e+00 -3.9339e-01
276601 +9.928867874e-01 +9.928867874e-01 +1.000992887e+03 +1.000992887e+03 +4.7246e-01 +7.1202e-01 -1.1835e+00 -1.5720e+00 -6.7860e-01 +1.2654e+00 -8.5308e-01 -1.1494e+00 -9.6220e-01 -1.1458e+00 -2.6648e-01 -1.4624e-01 +8.7609e-01 +1.0808e+00 -5.1366e-01 -7.8988e-01 +3.9038e-01 +7.0477e-01 +8.2618e-01 -1.9990e-01
611401 +6.085722583e-01 +6.085722583e-01 +1.000608572e+03 +1.000608572e+03 +4.7148e-01 +7.1202e-01 -1.1842e+00 -1.5723e+00 -6.7794e-01 +1.2671e+00 -8.5528e-01 -1.1483e+00 -9.6220e-01 -1.1503e+00 -2.6826e-01 -1.4624e-01 +8.7697e-01 +1.0808e+00 -5.1366e-01 -7.8865e-01 +3.9048e-01 +7.0433e-01 +8.2538e-01 -1.9974e-01
% function evaluation | noise-free fitness - Fopt (1.577000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.916816157e+01 +9.916816157e+01 +1.149381616e+02 +1.149381616e+02 +4.2200e+00 +1.6618e+00 -1.8186e+00 +2.0720e+00 +4.0013e+00 +1.7304e+00 -1.8658e+00 -2.9145e+00 +2.9057e+00 -2.2809e+00 -1.4739e+00 +3.8008e+00 -1.1537e+00 -3.7677e+00 -3.4394e+00 +3.9592e+00 +1.6651e+00 -2.5314e+00 -1.5048e-01 +2.9967e+00
2 +6.071103940e+01 +6.071103940e+01 +7.648103940e+01 +7.648103940e+01 -4.8492e+00 +4.4667e+00 -1.3104e+00 +1.5762e+00 +1.5986e+00 -3.0882e-01 -3.2700e+00 +4.2069e+00 -3.3914e+00 +3.2479e+00 +2.9818e+00 -3.3857e+00 -7.2232e-01 -2.3333e+00 -2.9892e+00 +4.2409e-01 -4.0913e-01 +4.1640e+00 -2.5945e+00 -6.9222e-01
3 +3.129940139e+01 +3.129940139e+01 +4.706940139e+01 +4.706940139e+01 -4.3441e+00 +1.2372e+00 -4.0868e+00 -1.6801e+00 -3.2410e+00 +4.9007e-01 -2.2782e+00 +3.4550e-01 -2.1552e+00 +1.6271e+00 -2.4222e+00 +3.8767e+00 +8.3692e-01 +3.4171e+00 -2.1353e+00 -1.1606e+00 -1.2358e+00 -3.4457e+00 -3.9256e+00 +1.9424e+00
34 +1.873198442e+01 +1.873198442e+01 +3.450198442e+01 +3.450198442e+01 +1.2099e+00 +1.4249e+00 +1.6558e+00 +2.3870e+00 -1.6210e+00 +1.6872e+00 -2.1757e+00 -1.0919e+00 +2.5034e+00 -3.6005e+00 +6.9500e-01 +6.0112e-01 +3.5022e+00 +2.1633e+00 +1.2887e+00 -1.8303e+00 -1.9855e+00 -1.3613e-01 -4.1412e-01 -1.7691e+00
344 +1.278069782e+01 +1.278069782e+01 +2.855069782e+01 +2.855069782e+01 +2.7009e+00 -7.7744e-01 -2.6212e+00 -3.1937e+00 +1.9992e+00 -1.6441e+00 -9.7468e-01 +9.5308e-01 -2.1481e+00 -1.0759e+00 -1.3265e-01 +3.5448e+00 -1.3421e+00 +7.8645e-01 -1.3936e+00 -7.1100e-02 -3.9564e+00 +8.9266e-01 -7.9958e-01 -1.9006e-01
1003 +9.641868744e+00 +9.641868744e+00 +2.541186874e+01 +2.541186874e+01 +1.9900e-01 -2.4601e+00 +2.6243e+00 +9.6413e-01 -2.1056e+00 +9.3086e-01 +2.4463e+00 -2.9533e-01 +2.8317e+00 +2.3572e-01 +1.1184e+00 -2.0445e+00 -2.3831e+00 -1.7144e-01 -9.0391e-01 -2.8518e+00 -7.0418e-01 -2.8423e+00 +1.3818e+00 +9.3038e-01
4930 +5.974008792e+00 +5.974008792e+00 +2.174400879e+01 +2.174400879e+01 +2.3955e-01 +2.9426e-01 -6.4377e-02 +2.2907e+00 -8.4985e-01 -9.2173e-01 -1.7996e-01 -3.6399e-01 +1.5258e+00 -1.9079e-01 +3.4170e-01 -7.8339e-01 +8.4473e-01 +7.2249e-01 -3.7657e-01 +2.1486e-01 -2.2768e+00 +1.5076e+00 -8.7800e-01 -1.2682e+00
73351 +3.667789168e+00 +3.667789168e+00 +1.943778917e+01 +1.943778917e+01 -5.3904e-01 +1.3566e-01 -2.1496e-01 -6.5413e-01 -1.1145e+00 +3.7203e-01 +6.1750e-03 -6.6301e-01 +8.8566e-01 -4.5535e-01 +1.1040e+00 +6.4323e-01 -3.0657e+00 -1.0539e-01 -1.2368e+00 -4.6045e-01 -2.5860e-01 -4.8638e-01 +3.3988e-01 +6.3868e-01
228101 +2.469725346e+00 +2.469725346e+00 +1.823972535e+01 +1.823972535e+01 -5.5192e-01 +2.3198e-01 +7.0996e-01 -3.4473e-01 -2.3797e-01 +2.5094e-01 +2.1953e-01 -1.0173e+00 +3.9674e-01 +3.7714e-01 +4.5003e-01 +1.8565e-01 -1.8620e-01 +5.3558e-01 +2.2116e-01 +5.4147e-01 -1.1067e+00 +5.7374e-01 -1.5325e-01 +3.3643e-01
287101 +1.531837019e+00 +1.531837019e+00 +1.730183702e+01 +1.730183702e+01 -5.5407e-01 +2.3198e-01 +7.0996e-01 -3.4473e-01 -2.3797e-01 +2.4549e-01 +2.1953e-01 -1.0195e+00 +3.9752e-01 +3.7306e-01 +4.5003e-01 +1.9922e-01 -1.8620e-01 +5.4036e-01 +2.2116e-01 +5.4147e-01 -1.0967e+00 +5.8079e-01 -1.5325e-01 +3.3643e-01
324101 +9.508179639e-01 +9.508179639e-01 +1.672081796e+01 +1.672081796e+01 -5.5230e-01 +2.3198e-01 +7.1327e-01 -3.4473e-01 -2.3725e-01 +2.4549e-01 +2.2463e-01 -1.0195e+00 +3.9752e-01 +3.7203e-01 +4.5231e-01 +1.9922e-01 -1.8501e-01 +5.4036e-01 +2.2023e-01 +5.4147e-01 -1.0967e+00 +5.7336e-01 -1.5325e-01 +3.3318e-01
571201 +6.167030875e-01 +6.167030875e-01 +1.638670309e+01 +1.638670309e+01 -5.5314e-01 +2.3198e-01 +7.1716e-01 -3.4443e-01 -2.3549e-01 +2.4606e-01 +2.3108e-01 -1.0195e+00 +3.9779e-01 +3.7038e-01 +4.5231e-01 +2.0494e-01 -1.8521e-01 +5.4036e-01 +2.1824e-01 +5.4147e-01 -1.0982e+00 +5.6742e-01 -1.5825e-01 +3.3318e-01
966501 +3.968001557e-01 +3.968001557e-01 +1.616680016e+01 +1.616680016e+01 -5.5477e-01 +2.3095e-01 +7.2033e-01 -3.4443e-01 -2.3231e-01 +2.4783e-01 +2.3626e-01 -1.0172e+00 +3.9682e-01 +3.7112e-01 +4.5530e-01 +2.0632e-01 -1.8457e-01 +5.3869e-01 +2.1498e-01 +5.4147e-01 -1.1011e+00 +5.6646e-01 -1.5825e-01 +3.2878e-01
% function evaluation | noise-free fitness - Fopt (-1.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.424722599e+01 +5.424722599e+01 -1.155027740e+02 -1.155027740e+02 -1.4719e+00 -1.8346e+00 -3.7775e+00 -4.2134e+00 +1.9005e+00 +3.2010e+00 -2.4662e+00 +4.0567e+00 +1.9493e+00 +2.9397e+00 +1.8482e+00 +1.7628e+00 -6.9419e-01 -4.2781e+00 +3.9604e+00 -3.8556e+00 -2.9149e+00 -2.5556e+00 -3.6797e+00 +5.0752e-01
12 +3.400849415e+01 +3.400849415e+01 -1.357415059e+02 -1.357415059e+02 +1.8566e+00 -3.9641e+00 -1.0122e+00 -1.9040e+00 +2.1769e+00 -2.0634e+00 -2.7140e+00 -3.7453e+00 +3.0347e+00 +3.1463e+00 -2.9651e+00 +6.8570e-02 +3.1573e+00 +4.2218e-01 -3.5746e+00 -3.3524e+00 +2.8297e+00 -2.5834e+00 +3.5808e+00 -3.7792e-01
107 +2.048859974e+01 +2.048859974e+01 -1.492614003e+02 -1.492614003e+02 -2.3953e+00 -1.9808e+00 -2.2756e+00 -3.3466e+00 +4.0598e+00 -8.2277e-01 +3.2225e+00 +1.1815e+00 -1.5570e+00 +1.7851e+00 -5.4797e-01 +1.3230e+00 -8.1708e-01 -1.8168e+00 -1.0618e+00 -2.7637e+00 -1.0094e+00 +8.0332e-01 -2.7326e+00 -1.6079e+00
109 +1.496688994e+01 +1.496688994e+01 -1.547831101e+02 -1.547831101e+02 +3.9298e+00 +2.9691e+00 +6.0911e-01 +1.3136e+00 +1.4677e+00 +2.2214e+00 +8.3483e-01 -1.6801e-02 -3.4011e-01 +3.9429e+00 -8.0204e-01 +5.1642e-01 +2.4593e+00 -5.9812e-01 -6.6588e-01 -3.3750e+00 -7.4119e-02 -8.9442e-01 +2.4528e+00 +7.3562e-01
771 +8.557569814e+00 +8.557569814e+00 -1.611924302e+02 -1.611924302e+02 +2.4226e+00 +3.4951e-02 -3.9676e-01 -1.1941e+00 -1.9749e-01 -4.0697e-02 +9.2628e-02 -2.1768e+00 -1.3889e+00 -2.5929e-01 +1.0223e+00 +6.9615e-01 +2.7161e-01 +6.2121e-01 -1.4553e+00 +3.7662e-01 -1.5296e+00 -2.6268e+00 +1.3571e+00 -4.4083e-01
3878 +5.956935168e+00 +5.956935168e+00 -1.637930648e+02 -1.637930648e+02 +3.8462e-01 -6.5942e-01 -4.4703e-01 -6.7632e-01 -7.1429e-01 -1.4138e+00 +7.9723e-01 -1.4395e-02 -4.6063e-01 -4.7677e-01 +1.8179e+00 -1.5206e+00 -7.9839e-01 -7.0559e-01 -1.5037e+00 -1.0550e+00 +1.2146e+00 +6.0354e-01 +1.8042e+00 +1.3807e+00
77531 +3.770076434e+00 +3.770076434e+00 -1.659799236e+02 -1.659799236e+02 -1.9310e+00 -6.3137e-01 -4.8550e-01 -1.7567e-01 -8.0584e-02 +6.2189e-01 +3.0723e-01 -1.3303e+00 +1.8251e-01 -1.0128e+00 +6.7736e-01 +3.9510e-01 +5.8660e-01 -2.0716e-01 +3.1391e-01 -1.0086e-01 +9.6569e-01 +8.9636e-01 +5.7989e-01 +4.9693e-01
147601 +2.508213657e+00 +2.508213657e+00 -1.672417863e+02 -1.672417863e+02 -6.6232e-01 -3.5804e-01 -1.5755e-01 -6.5623e-02 +7.2528e-01 -1.0229e-01 -1.6140e-01 -1.5110e-01 -4.6641e-01 +4.2606e-01 +1.4116e+00 +4.4387e-01 -1.5198e-01 +3.7700e-01 -6.6031e-01 -4.3713e-01 +2.9275e-01 +6.7771e-01 -1.8580e-01 +9.0630e-01
260201 +1.577378238e+00 +1.577378238e+00 -1.681726218e+02 -1.681726218e+02 -1.9258e-01 +6.9755e-01 +4.1923e-01 -1.6982e+00 +2.9869e-01 +4.2089e-01 -6.7506e-01 -5.6222e-02 -1.0147e+00 +3.6182e-01 +1.3130e+00 +8.3030e-01 -1.0252e-01 +3.7569e-01 -4.4457e-01 -4.1272e-01 -1.0798e+00 -1.5777e-01 -1.0015e+00 +1.2397e+00
407001 +9.781515413e-01 +9.781515413e-01 -1.687718485e+02 -1.687718485e+02 -4.8187e-01 +6.3130e-01 -5.0028e-01 +1.9497e-01 +6.6813e-01 -4.3981e-01 -1.9720e-02 -5.8374e-01 +2.6946e-01 +7.1826e-01 -4.4194e-01 +3.3913e-01 +1.6959e-01 -2.9708e-01 +2.9844e-01 -3.0451e-01 +2.5075e-01 -3.6884e-01 +3.0629e-01 +2.4934e-02
647301 +6.263145533e-01 +6.263145533e-01 -1.691236854e+02 -1.691236854e+02 -4.8284e-01 +6.3130e-01 -5.0028e-01 +1.9650e-01 +6.6550e-01 -4.3652e-01 -1.8731e-02 -5.9267e-01 +2.6499e-01 +7.1927e-01 -4.3789e-01 +3.4330e-01 +1.6912e-01 -2.9715e-01 +2.9366e-01 -3.0896e-01 +2.5075e-01 -3.6447e-01 +3.0405e-01 +2.5355e-02
% function evaluation | noise-free fitness - Fopt (-4.190000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.746990903e+01 +7.746990903e+01 +7.327990903e+01 +7.327990903e+01 +2.6126e-01 -2.5569e+00 +2.4406e+00 +4.4541e+00 +3.7630e+00 +4.9029e+00 -2.0555e+00 +4.4172e+00 +1.9513e+00 -4.9731e+00 -8.3694e-01 -2.5026e+00 +2.8206e+00 -1.2099e+00 -2.5644e+00 +4.3252e+00 +1.0153e+00 -1.5230e+00 -3.0577e+00 +4.2199e+00
2 +4.424651171e+01 +4.424651171e+01 +4.005651171e+01 +4.005651171e+01 -2.3225e+00 +2.2434e+00 -3.0627e+00 -3.9083e+00 +3.0763e+00 +3.7920e+00 -9.9805e-01 +3.2034e+00 -2.1800e-01 +2.7728e+00 +4.5110e+00 +3.5136e+00 +3.0583e+00 -2.4989e+00 +1.3897e+00 +2.1570e+00 +3.2938e+00 -3.5511e-01 -3.0062e+00 -3.1244e+00
14 +3.228182688e+01 +3.228182688e+01 +2.809182688e+01 +2.809182688e+01 -4.8383e-01 -4.3633e+00 -2.1606e+00 -4.4529e+00 -2.3297e-01 +2.0896e+00 +9.4416e-01 -7.2640e-01 -1.7023e+00 +2.0786e+00 +3.4119e-01 +1.2754e+00 +1.5642e+00 -4.6223e+00 -2.5427e+00 -3.9819e+00 +2.7274e+00 +3.0410e+00 +1.8026e+00 +3.5822e+00
29 +2.300270727e+01 +2.300270727e+01 +1.881270727e+01 +1.881270727e+01 +4.8731e+00 +1.9981e-01 +1.2334e+00 +2.3254e+00 +2.4358e+00 -1.9816e+00 -4.7945e+00 -9.6144e-01 -7.4146e-01 -4.1583e+00 -9.0884e-01 +1.9905e+00 +3.6300e+00 -1.0593e-02 +1.5047e+00 -1.1373e+00 +3.7216e+00 -4.8182e-01 -5.9175e-01 -2.0469e+00
101 +1.572922213e+01 +1.572922213e+01 +1.153922213e+01 +1.153922213e+01 +9.1933e-01 +3.1714e+00 +1.4043e+00 -2.0118e+00 +4.5333e+00 +4.2517e+00 -2.9483e-02 -3.1022e-01 +1.3785e-01 +1.0354e+00 +1.6095e+00 -1.5527e+00 +1.4659e+00 -2.2317e+00 +1.2656e+00 +1.3184e+00 +8.7925e-01 -1.6697e+00 -1.1895e+00 -2.0011e-01
901 +9.880599839e+00 +9.880599839e+00 +5.690599839e+00 +5.690599839e+00 +5.5816e-01 +1.3296e+00 +1.5435e+00 -8.1132e-02 -5.9089e-01 -1.0992e+00 +2.4342e+00 -1.3361e+00 +8.7647e-01 -3.0339e-01 +3.7113e-01 -1.1298e-01 -2.5658e-01 +1.0666e+00 -2.4617e-01 +8.3468e-01 -2.4649e+00 +4.5489e-01 -2.4199e+00 +1.0610e-01
4032 +6.075717488e+00 +6.075717488e+00 +1.885717488e+00 +1.885717488e+00 +5.0758e-01 +4.1162e-01 -5.9013e-01 +7.3643e-01 +2.0275e-01 -7.1257e-01 -5.9416e-01 +1.9159e-01 +5.3064e-01 +1.6764e+00 -1.3716e+00 +3.7539e-01 +9.5058e-01 +5.2011e-01 +3.4864e-01 -1.0346e+00 -9.0015e-01 +1.2345e+00 +7.5961e-01 +9.1994e-01
54332 +3.892502947e+00 +3.892502947e+00 -2.974970535e-01 -2.974970535e-01 +8.0061e-01 +4.3247e-01 -4.4690e-01 -7.9522e-01 -4.5336e-01 -3.5967e-01 -1.0786e+00 +1.0161e+00 +8.7671e-01 +2.0582e-01 +3.5541e-01 -7.8269e-01 +5.9538e-01 -5.5603e-01 +1.0274e-01 -1.0833e-01 -7.5929e-02 -3.3098e-02 +1.9056e-01 +4.0832e-01
105601 +2.270249960e+00 +2.270249960e+00 -1.919750040e+00 -1.919750040e+00 +1.9196e+00 -1.1404e+00 +1.8567e-01 +6.4561e-02 +1.9235e-01 -6.3375e-01 -2.3860e-01 +6.0020e-01 +7.4228e-01 +9.1048e-01 +2.5905e-01 -6.4195e-01 +4.7361e-01 -1.7485e-02 +9.3035e-02 +3.7421e-01 -6.2877e-01 +2.1311e-01 -9.9811e-01 +4.6220e-01
164801 +1.497074383e+00 +1.497074383e+00 -2.692925617e+00 -2.692925617e+00 +1.9196e+00 -1.1374e+00 +1.8567e-01 +6.1966e-02 +2.0363e-01 -6.3581e-01 -2.3860e-01 +6.0020e-01 +7.4228e-01 +9.1002e-01 +2.5905e-01 -6.4119e-01 +4.7069e-01 -1.8135e-02 +9.3035e-02 +3.7375e-01 -6.2295e-01 +2.1311e-01 -9.9811e-01 +4.6373e-01
230401 +9.473532844e-01 +9.473532844e-01 -3.242646716e+00 -3.242646716e+00 +1.9225e+00 -1.1374e+00 +1.9088e-01 +6.2188e-02 +2.0363e-01 -6.3546e-01 -2.3860e-01 +6.0020e-01 +7.4228e-01 +9.0882e-01 +2.5677e-01 -6.4119e-01 +4.6900e-01 -1.8135e-02 +1.0031e-01 +3.7375e-01 -6.1787e-01 +2.1311e-01 -9.9811e-01 +4.6212e-01
466401 +6.201286298e-01 +6.201286298e-01 -3.569871370e+00 -3.569871370e+00 +1.9232e+00 -1.1388e+00 +1.9360e-01 +6.0902e-02 +2.0363e-01 -6.3378e-01 -2.3860e-01 +6.0020e-01 +7.4219e-01 +9.0950e-01 +2.5892e-01 -6.3796e-01 +4.6941e-01 -1.6292e-02 +9.7937e-02 +3.7375e-01 -6.2268e-01 +2.1311e-01 -9.9635e-01 +4.6175e-01
