% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
115114 +3.560416163e-04 +3.560416163e-04 +5.534035604e+01 +5.534035604e+01 +9.2006e-01 -4.0140e-01 +5.8404e-02 -2.0897e-01 +1.1541e+00 -3.4309e-01 +2.5503e-01 -4.7266e-01 +6.0011e-01 -7.2179e-01 -3.4550e-01 -3.4280e-01 -2.1810e-01 +4.9815e-01 -2.4967e-01 -1.6538e-02 -6.7590e-01 +3.4002e-01 -3.3408e-01 +1.4953e-01
115610 +2.253868459e-04 +2.253868459e-04 +5.534022539e+01 +5.534022539e+01 +9.2004e-01 -4.0106e-01 +5.8265e-02 -2.0914e-01 +1.1539e+00 -3.4322e-01 +2.5519e-01 -4.7272e-01 +6.0035e-01 -7.2202e-01 -3.4557e-01 -3.4287e-01 -2.1807e-01 +4.9829e-01 -2.4979e-01 -1.6383e-02 -6.7580e-01 +3.4041e-01 -3.3399e-01 +1.4952e-01
115801 +1.469046404e-04 +1.469046404e-04 +5.534014690e+01 +5.534014690e+01 +9.2020e-01 -4.0116e-01 +5.8438e-02 -2.0910e-01 +1.1539e+00 -3.4405e-01 +2.5489e-01 -4.7327e-01 +6.0031e-01 -7.2179e-01 -3.4550e-01 -3.4283e-01 -2.1796e-01 +4.9823e-01 -2.5000e-01 -1.6580e-02 -6.7612e-01 +3.4120e-01 -3.3403e-01 +1.4959e-01
116327 +8.738847158e-05 +8.738847158e-05 +5.534008739e+01 +5.534008739e+01 +9.2238e-01 -3.9958e-01 +5.8674e-02 -2.0991e-01 +1.1568e+00 -3.4980e-01 +2.5312e-01 -4.7877e-01 +5.9998e-01 -7.2003e-01 -3.4469e-01 -3.4312e-01 -2.1754e-01 +4.9685e-01 -2.5066e-01 -1.9135e-02 -6.7936e-01 +3.4849e-01 -3.3373e-01 +1.4881e-01
116835 +5.481537652e-05 +5.481537652e-05 +5.534005482e+01 +5.534005482e+01 +9.2078e-01 -4.0091e-01 +5.8591e-02 -2.0909e-01 +1.1546e+00 -3.4523e-01 +2.5460e-01 -4.7449e-01 +6.0033e-01 -7.2146e-01 -3.4530e-01 -3.4315e-01 -2.1801e-01 +4.9785e-01 -2.5005e-01 -1.7114e-02 -6.7686e-01 +3.4261e-01 -3.3403e-01 +1.4935e-01
117423 +3.486516555e-05 +3.486516555e-05 +5.534003487e+01 +5.534003487e+01 +9.2189e-01 -3.9995e-01 +5.8647e-02 -2.0962e-01 +1.1558e+00 -3.4804e-01 +2.5361e-01 -4.7710e-01 +6.0027e-01 -7.2061e-01 -3.4493e-01 -3.4319e-01 -2.1767e-01 +4.9723e-01 -2.5049e-01 -1.8392e-02 -6.7847e-01 +3.4643e-01 -3.3378e-01 +1.4899e-01
118222 +2.359553199e-05 +2.359553199e-05 +5.534002360e+01 +5.534002360e+01 +9.2186e-01 -3.9991e-01 +5.8700e-02 -2.0946e-01 +1.1556e+00 -3.4775e-01 +2.5378e-01 -4.7684e-01 +6.0031e-01 -7.2066e-01 -3.4498e-01 -3.4319e-01 -2.1770e-01 +4.9724e-01 -2.5048e-01 -1.8240e-02 -6.7830e-01 +3.4604e-01 -3.3379e-01 +1.4904e-01
118804 +1.546921185e-05 +1.546921185e-05 +5.534001547e+01 +5.534001547e+01 +9.2165e-01 -4.0020e-01 +5.8784e-02 -2.0942e-01 +1.1554e+00 -3.4732e-01 +2.5388e-01 -4.7640e-01 +6.0035e-01 -7.2083e-01 -3.4504e-01 -3.4325e-01 -2.1782e-01 +4.9740e-01 -2.5042e-01 -1.8039e-02 -6.7807e-01 +3.4535e-01 -3.3384e-01 +1.4909e-01
119408 +7.977166604e-06 +7.977166604e-06 +5.534000798e+01 +5.534000798e+01 +9.2208e-01 -3.9988e-01 +5.8794e-02 -2.0948e-01 +1.1559e+00 -3.4834e-01 +2.5358e-01 -4.7733e-01 +6.0024e-01 -7.2056e-01 -3.4496e-01 -3.4321e-01 -2.1773e-01 +4.9714e-01 -2.5055e-01 -1.8521e-02 -6.7860e-01 +3.4678e-01 -3.3371e-01 +1.4899e-01
120044 +5.132377986e-06 +5.132377986e-06 +5.534000513e+01 +5.534000513e+01 +9.2221e-01 -3.9975e-01 +5.8806e-02 -2.0951e-01 +1.1560e+00 -3.4876e-01 +2.5341e-01 -4.7769e-01 +6.0023e-01 -7.2041e-01 -3.4489e-01 -3.4323e-01 -2.1768e-01 +4.9703e-01 -2.5062e-01 -1.8710e-02 -6.7884e-01 +3.4731e-01 -3.3370e-01 +1.4891e-01
120450 +3.157399128e-06 +3.157399128e-06 +5.534000316e+01 +5.534000316e+01 +9.2219e-01 -3.9972e-01 +5.8860e-02 -2.0949e-01 +1.1560e+00 -3.4872e-01 +2.5342e-01 -4.7766e-01 +6.0025e-01 -7.2043e-01 -3.4490e-01 -3.4326e-01 -2.1768e-01 +4.9703e-01 -2.5059e-01 -1.8675e-02 -6.7884e-01 +3.4728e-01 -3.3371e-01 +1.4891e-01
120910 +2.363443606e-06 +2.363443606e-06 +5.534000236e+01 +5.534000236e+01 +9.2226e-01 -3.9970e-01 +5.8877e-02 -2.0952e-01 +1.1561e+00 -3.4889e-01 +2.5338e-01 -4.7780e-01 +6.0024e-01 -7.2041e-01 -3.4488e-01 -3.4326e-01 -2.1767e-01 +4.9700e-01 -2.5064e-01 -1.8731e-02 -6.7894e-01 +3.4747e-01 -3.3369e-01 +1.4889e-01
121619 +1.447120241e-06 +1.447120241e-06 +5.534000145e+01 +5.534000145e+01 +9.2231e-01 -3.9965e-01 +5.8900e-02 -2.0952e-01 +1.1562e+00 -3.4902e-01 +2.5333e-01 -4.7790e-01 +6.0023e-01 -7.2035e-01 -3.4485e-01 -3.4326e-01 -2.1764e-01 +4.9697e-01 -2.5064e-01 -1.8805e-02 -6.7903e-01 +3.4767e-01 -3.3369e-01 +1.4886e-01
122310 +9.476613840e-07 +9.476613840e-07 +5.534000095e+01 +5.534000095e+01 +9.2231e-01 -3.9968e-01 +5.8903e-02 -2.0951e-01 +1.1561e+00 -3.4895e-01 +2.5336e-01 -4.7783e-01 +6.0024e-01 -7.2037e-01 -3.4487e-01 -3.4325e-01 -2.1763e-01 +4.9699e-01 -2.5064e-01 -1.8773e-02 -6.7898e-01 +3.4756e-01 -3.3370e-01 +1.4887e-01
122888 +5.562655829e-07 +5.562655829e-07 +5.534000056e+01 +5.534000056e+01 +9.2236e-01 -3.9963e-01 +5.8913e-02 -2.0952e-01 +1.1562e+00 -3.4913e-01 +2.5330e-01 -4.7798e-01 +6.0024e-01 -7.2033e-01 -3.4485e-01 -3.4326e-01 -2.1761e-01 +4.9697e-01 -2.5067e-01 -1.8846e-02 -6.7908e-01 +3.4779e-01 -3.3369e-01 +1.4885e-01
123232 +3.938395139e-07 +3.938395139e-07 +5.534000039e+01 +5.534000039e+01 +9.2240e-01 -3.9960e-01 +5.8930e-02 -2.0954e-01 +1.1563e+00 -3.4925e-01 +2.5326e-01 -4.7811e-01 +6.0023e-01 -7.2029e-01 -3.4484e-01 -3.4325e-01 -2.1759e-01 +4.9693e-01 -2.5069e-01 -1.8906e-02 -6.7915e-01 +3.4796e-01 -3.3368e-01 +1.4884e-01
124117 +2.446258236e-07 +2.446258236e-07 +5.534000024e+01 +5.534000024e+01 +9.2242e-01 -3.9959e-01 +5.8928e-02 -2.0954e-01 +1.1563e+00 -3.4929e-01 +2.5326e-01 -4.7813e-01 +6.0023e-01 -7.2029e-01 -3.4485e-01 -3.4326e-01 -2.1759e-01 +4.9694e-01 -2.5070e-01 -1.8917e-02 -6.7917e-01 +3.4800e-01 -3.3368e-01 +1.4883e-01
124702 +1.459827459e-07 +1.459827459e-07 +5.534000015e+01 +5.534000015e+01 +9.2246e-01 -3.9956e-01 +5.8934e-02 -2.0955e-01 +1.1563e+00 -3.4939e-01 +2.5322e-01 -4.7822e-01 +6.0023e-01 -7.2026e-01 -3.4483e-01 -3.4325e-01 -2.1758e-01 +4.9691e-01 -2.5071e-01 -1.8963e-02 -6.7923e-01 +3.4814e-01 -3.3367e-01 +1.4882e-01
125213 +9.506215548e-08 +9.506215548e-08 +5.534000010e+01 +5.534000010e+01 +9.2250e-01 -3.9953e-01 +5.8938e-02 -2.0956e-01 +1.1564e+00 -3.4948e-01 +2.5320e-01 -4.7831e-01 +6.0023e-01 -7.2024e-01 -3.4482e-01 -3.4325e-01 -2.1757e-01 +4.9689e-01 -2.5073e-01 -1.9002e-02 -6.7928e-01 +3.4826e-01 -3.3366e-01 +1.4881e-01
125917 +5.822126781e-08 +5.822126781e-08 +5.534000006e+01 +5.534000006e+01 +9.2251e-01 -3.9952e-01 +5.8937e-02 -2.0957e-01 +1.1564e+00 -3.4952e-01 +2.5318e-01 -4.7834e-01 +6.0023e-01 -7.2023e-01 -3.4482e-01 -3.4325e-01 -2.1756e-01 +4.9688e-01 -2.5073e-01 -1.9016e-02 -6.7930e-01 +3.4831e-01 -3.3366e-01 +1.4880e-01
126342 +3.900779433e-08 +3.900779433e-08 +5.534000004e+01 +5.534000004e+01 +9.2251e-01 -3.9952e-01 +5.8939e-02 -2.0957e-01 +1.1564e+00 -3.4952e-01 +2.5318e-01 -4.7834e-01 +6.0022e-01 -7.2023e-01 -3.4482e-01 -3.4325e-01 -2.1756e-01 +4.9688e-01 -2.5073e-01 -1.9019e-02 -6.7930e-01 +3.4831e-01 -3.3366e-01 +1.4880e-01
126608 +2.462607540e-08 +2.462607540e-08 +5.534000002e+01 +5.534000002e+01 +9.2253e-01 -3.9951e-01 +5.8936e-02 -2.0958e-01 +1.1564e+00 -3.4956e-01 +2.5317e-01 -4.7838e-01 +6.0022e-01 -7.2021e-01 -3.4481e-01 -3.4325e-01 -2.1756e-01 +4.9687e-01 -2.5074e-01 -1.9039e-02 -6.7933e-01 +3.4837e-01 -3.3366e-01 +1.4880e-01
127135 +1.435498831e-08 +1.435498831e-08 +5.534000001e+01 +5.534000001e+01 +9.2255e-01 -3.9949e-01 +5.8937e-02 -2.0959e-01 +1.1565e+00 -3.4963e-01 +2.5315e-01 -4.7844e-01 +6.0021e-01 -7.2020e-01 -3.4481e-01 -3.4325e-01 -2.1755e-01 +4.9685e-01 -2.5075e-01 -1.9067e-02 -6.7936e-01 +3.4845e-01 -3.3365e-01 +1.4879e-01
127408 +9.602089790e-09 +9.602089790e-09 +5.534000001e+01 +5.534000001e+01 +9.2253e-01 -3.9951e-01 +5.8936e-02 -2.0958e-01 +1.1564e+00 -3.4956e-01 +2.5317e-01 -4.7838e-01 +6.0022e-01 -7.2021e-01 -3.4481e-01 -3.4325e-01 -2.1756e-01 +4.9687e-01 -2.5074e-01 -1.9038e-02 -6.7933e-01 +3.4837e-01 -3.3366e-01 +1.4880e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.793458193e+05 +1.793458193e+05 +1.792554893e+05 +1.792554893e+05 +2.5563e+00 -1.0954e+00 +3.6162e+00 -2.1936e+00 +4.9862e-01 +4.7970e-01 -2.9876e-01 -2.9478e+00 +2.2639e+00 +3.6922e+00 +1.5538e+00 +2.9041e+00 -1.6941e+00 +1.5553e+00 +2.3564e+00 +2.4392e+00 +8.5975e-01 +2.8223e+00 +1.8403e+00 +3.0311e+00
22 +1.148915769e+05 +1.148915769e+05 +1.148012469e+05 +1.148012469e+05 -1.0038e+00 +1.9118e+00 +2.8671e+00 +2.4411e+00 -7.5701e-01 -1.5228e+00 -1.8155e+00 +2.3980e+00 -4.0309e+00 -2.0588e+00 -2.4687e-01 +3.1525e+00 +4.1591e+00 -2.7096e-02 +1.5712e+00 +2.6410e+00 +1.6625e+00 +1.1410e+00 -2.3806e+00 -3.5650e+00
101 +8.256380494e+04 +8.256380494e+04 +8.247347494e+04 +8.247347494e+04 -5.9889e-01 +1.9118e+00 +2.8671e+00 +2.4411e+00 -1.4714e+00 -1.5228e+00 -1.1567e+00 +1.1848e+00 -1.7295e+00 -2.0588e+00 +1.0592e+00 +3.1525e+00 +4.1591e+00 +4.1948e-01 +1.6159e+00 +2.3016e+00 +1.6625e+00 +9.7317e-01 -2.3806e+00 -1.9495e+00
218 +4.074435069e+04 +4.074435069e+04 +4.065402069e+04 +4.065402069e+04 +5.3645e-01 +9.4385e-01 -2.0306e+00 +7.9798e-01 +7.9282e-01 +4.0982e+00 +1.3313e+00 +1.5497e-01 -3.2217e+00 +3.6555e-01 -1.1917e+00 -2.1952e+00 -2.4725e+00 +9.6169e-01 -2.1069e+00 +1.7882e+00 +8.5678e-01 -5.1620e-02 +2.1827e+00 +7.8312e-01
405 +3.657777575e+04 +3.657777575e+04 +3.648744575e+04 +3.648744575e+04 +2.2924e+00 -4.2547e-01 -5.0788e-01 -4.2518e+00 +1.1632e+00 +1.3961e+00 -2.6771e+00 -1.0988e+00 -2.4042e+00 -1.4056e+00 +1.3534e+00 +1.0588e+00 -1.3573e+00 +1.4821e+00 -3.0143e-01 +8.4168e-01 -6.8820e-01 -5.6456e-01 -5.4037e-01 -1.2667e+00
701 +2.141297701e+04 +2.141297701e+04 +2.132264701e+04 +2.132264701e+04 +1.5919e+00 -4.0902e-01 +2.6384e+00 -6.6103e-01 +6.2270e-01 +1.1162e+00 -1.1607e+00 +6.5216e-01 +5.9528e-01 +7.0650e-01 -2.6486e+00 -9.6093e-01 -2.1015e+00 +1.4536e+00 +1.7519e+00 +1.2990e+00 -1.2441e+00 -3.5230e+00 -3.2906e+00 -2.3301e-02
907 +1.432473277e+04 +1.432473277e+04 +1.423440277e+04 +1.423440277e+04 +1.4093e+00 -9.9005e-01 +1.4587e-01 -1.4975e-01 +7.7201e-01 +3.2083e-02 -5.6075e-01 -1.0709e+00 +2.0809e+00 -3.4398e-01 -3.2928e+00 +6.1053e-03 -2.4946e+00 -2.7292e-01 +8.8768e-01 +1.7742e+00 -1.4958e+00 +2.0748e+00 -1.5142e-01 -9.9115e-01
1011 +8.530683905e+03 +8.530683905e+03 +8.440353905e+03 +8.440353905e+03 -9.1461e-01 +1.1403e+00 +6.6390e-01 +2.9490e-01 +2.8746e+00 +6.4551e-01 -1.2049e+00 +4.2973e-01 -1.7076e-01 -1.8184e+00 -8.0114e-01 -1.3048e+00 -7.9030e-01 -4.7865e-02 -1.3582e-01 -5.1199e-01 +1.5811e+00 +8.8781e-01 -1.0724e+00 -7.2942e-02
1302 +5.116141243e+03 +5.116141243e+03 +5.025811243e+03 +5.025811243e+03 -1.2955e+00 +2.0235e+00 -6.1043e-01 +4.3458e-01 +3.4338e-01 +5.3375e-02 +1.2834e-01 +1.0246e+00 -5.2318e-01 +2.5000e-01 +1.1378e+00 +1.8536e+00 +6.2720e-01 +1.1880e+00 +3.7120e-01 +1.1050e+00 +2.7434e-01 +9.4069e-01 -7.2951e-01 +1.2759e+00
1612 +3.820435243e+03 +3.820435243e+03 +3.730105243e+03 +3.730105243e+03 +5.2963e-01 -5.1942e-01 +2.7341e+00 -2.3428e-01 +5.8198e-01 +2.1165e-01 -1.4570e-01 -1.9636e+00 +7.8168e-01 +1.1949e+00 -6.9928e-01 -1.2623e+00 -1.0236e+00 -1.2493e+00 -3.5211e-01 +2.9005e-01 -1.1272e-01 +7.6631e-01 -5.2967e-01 +4.3604e-01
1906 +1.257143470e+03 +1.257143470e+03 +1.166813470e+03 +1.166813470e+03 +3.6015e-01 -5.1942e-01 +1.3647e+00 -2.3428e-01 +5.8198e-01 +1.5028e-02 +4.9368e-01 -1.0749e+00 +7.8168e-01 +1.1949e+00 -9.7918e-01 -7.2021e-01 -1.0236e+00 -1.4626e+00 -3.5211e-01 +2.9005e-01 -3.1048e-01 +7.6631e-01 -6.9197e-01 +4.3604e-01
2101 +6.710223300e+02 +6.710223300e+02 +5.806923300e+02 +5.806923300e+02 +3.6015e-01 -4.3620e-01 +5.2985e-01 -1.8355e-01 +5.8198e-01 +1.5028e-02 +4.9368e-01 -1.0749e+00 +7.8168e-01 +4.6457e-01 -9.7918e-01 -6.2507e-01 -1.0236e+00 -6.0661e-01 -4.1421e-01 +2.9005e-01 -4.7869e-01 +7.6631e-01 +3.2771e-01 +4.3604e-01
2701 +5.630798581e+02 +5.630798581e+02 +4.727498581e+02 +4.727498581e+02 +3.1758e-01 -4.3620e-01 +3.8338e-01 +6.3115e-02 +6.9253e-01 +1.5028e-02 +4.2006e-01 -9.4493e-01 +7.8168e-01 +4.6457e-01 -1.0105e+00 -8.9892e-01 -1.0236e+00 -6.4744e-01 -4.1421e-01 +2.9005e-01 -3.0960e-01 +8.5231e-01 +3.2771e-01 +4.3604e-01
2902 +3.586249244e+02 +3.586249244e+02 +2.682949244e+02 +2.682949244e+02 +8.3280e-01 +6.5189e-01 -7.4987e-02 -3.7018e-01 +4.4230e-01 -6.0315e-03 -2.9477e-01 +5.2133e-01 +2.1169e-01 -1.9827e-01 -4.2578e-01 +8.7166e-01 -9.7258e-01 -4.3697e-01 +3.1642e-02 -5.2319e-02 +1.3858e-01 +5.6518e-01 -1.1899e+00 +5.0898e-01
3702 +2.249168330e+02 +2.249168330e+02 +1.345868330e+02 +1.345868330e+02 +6.5048e-01 -1.8316e-01 +8.4381e-01 +3.4628e-01 +6.8459e-01 +3.3625e-01 -6.2257e-01 -5.7896e-01 +3.7559e-01 +5.7205e-02 -5.4695e-01 -1.4816e-01 -1.1096e+00 -3.1100e-01 -9.3928e-02 +2.9817e-01 +7.0570e-01 +4.7069e-01 -8.4725e-01 -5.4863e-01
4202 +1.452752790e+02 +1.452752790e+02 +5.494527900e+01 +5.494527900e+01 +2.2843e-01 -4.7454e-01 +3.1893e-01 +3.2149e-01 -1.1872e-01 +8.9149e-02 -6.0608e-01 -4.2855e-01 +3.5918e-01 +1.0718e-01 -7.5850e-01 -2.1403e-01 -9.0049e-01 -3.0503e-01 -1.5775e-01 +8.4241e-01 -4.9506e-02 +6.9725e-01 -4.7553e-01 -4.1307e-01
4701 +8.609761110e+01 +8.609761110e+01 -4.232388898e+00 -4.232388898e+00 +3.1870e-01 -4.8057e-01 +1.3801e-01 +7.3957e-01 -2.4474e-01 -8.5430e-02 -2.4609e-01 -3.5393e-01 +4.1413e-01 -4.7711e-03 -7.6752e-01 -1.6481e-01 -9.0671e-01 +1.5737e-01 +1.3672e-03 +6.8289e-01 -1.8238e-01 +5.6992e-01 -8.5524e-01 -4.7218e-01
5546 +6.274344316e+01 +6.274344316e+01 -2.758655684e+01 -2.758655684e+01 +2.8765e-01 -1.9656e-01 +3.8253e-02 +5.7072e-01 -3.8216e-03 +4.6277e-03 -3.8685e-01 -1.6687e-01 +3.4293e-01 +8.6879e-02 -8.7115e-01 -4.8961e-01 -9.5556e-01 -4.5364e-02 -5.8728e-02 +9.1277e-01 +2.5926e-01 +2.5410e-01 -1.0230e+00 -3.0358e-01
6102 +3.177384269e+01 +3.177384269e+01 -5.855615731e+01 -5.855615731e+01 +2.0203e-01 -1.2507e-01 +3.2033e-01 +5.2718e-01 +4.5950e-02 -8.8319e-02 +2.8725e-03 +6.5389e-02 +4.7872e-01 +5.4489e-02 -8.1465e-01 -2.8202e-01 -8.0437e-01 +6.0719e-03 -2.9338e-02 +6.0991e-01 +4.4506e-01 +6.4695e-01 -7.1033e-01 -1.6951e-01
7003 +2.503099615e+01 +2.503099615e+01 -6.529900385e+01 -6.529900385e+01 +1.4707e-01 -1.5571e-01 +1.9718e-01 +4.6156e-01 +1.1354e-01 -7.5660e-02 -3.1887e-01 -9.3969e-03 +5.2799e-01 +1.6277e-01 -8.6237e-01 -3.4585e-01 -1.2094e+00 +2.8231e-01 +1.9795e-02 +6.8464e-01 +3.3336e-01 +6.1626e-01 -8.2145e-01 -3.3149e-01
37512 +1.582154234e+01 +1.582154234e+01 -7.450845766e+01 -7.450845766e+01 +3.4154e-01 -1.9204e-01 +1.8187e-01 +4.0855e-01 -2.3733e-01 -1.6805e-01 +3.2730e-01 +3.7149e-01 +7.6793e-01 -1.1296e-01 -7.9645e-01 -1.4482e-01 -7.6222e-01 -2.6774e-01 +1.8992e-01 +7.7918e-01 +5.2075e-01 +3.2891e-01 -5.3754e-01 -3.1467e-01
64869 +9.983166712e+00 +9.983166712e+00 -8.034683329e+01 -8.034683329e+01 +1.3753e-01 -4.1229e-01 +1.1073e-01 -2.7103e-01 +3.3646e-01 -3.8397e-01 +7.2458e-01 +3.5372e-01 +6.9021e-01 +2.4828e-01 -5.7149e-01 -6.0038e-01 -2.3214e-01 -7.0782e-01 +1.3305e-02 +3.2651e-02 +7.0153e-01 -2.8787e-01 +4.6705e-01 -3.9410e-01
78216 +6.278858427e+00 +6.278858427e+00 -8.405114157e+01 -8.405114157e+01 -1.4797e-01 -8.8592e-01 +2.3588e-03 -3.3991e-01 -9.6048e-02 -4.2766e-01 +6.9910e-01 -2.1027e-01 +4.6521e-01 +6.3434e-01 +1.2197e-02 -3.0243e-01 +2.3000e-01 -6.2136e-01 -2.9296e-01 -3.9200e-01 +4.0556e-01 -5.6103e-01 +4.8046e-01 -4.8502e-01
84620 +3.925821714e+00 +3.925821714e+00 -8.640417829e+01 -8.640417829e+01 -5.3938e-02 -7.2072e-01 -2.0062e-01 -4.7145e-01 -2.9032e-01 -6.7166e-01 +7.2071e-01 -2.3794e-01 +7.2022e-02 +5.7046e-01 +2.4934e-01 +2.3818e-02 +2.3576e-01 -4.9263e-01 -2.6359e-01 -8.9464e-01 +1.2326e-01 -5.4655e-01 +4.3718e-01 -3.2224e-01
89401 +2.503893871e+00 +2.503893871e+00 -8.782610613e+01 -8.782610613e+01 -2.0381e-02 -4.9411e-01 -2.5464e-01 -6.3579e-01 -2.6209e-01 -5.7345e-01 +6.4528e-01 -9.6817e-02 -7.7632e-02 +4.9385e-01 +3.7183e-01 +2.9101e-01 +3.4177e-01 -3.9219e-01 -1.5715e-01 -1.0590e+00 +3.5814e-02 -5.6381e-01 +3.9071e-01 -2.7822e-01
93812 +1.577056440e+00 +1.577056440e+00 -8.875294356e+01 -8.875294356e+01 +2.4719e-04 -3.5314e-01 -2.0324e-01 -6.9780e-01 -1.7544e-01 -4.8354e-01 +5.6463e-01 -4.8589e-02 -1.8440e-01 +4.1112e-01 +5.0762e-01 +4.1660e-01 +4.5874e-01 -3.3021e-01 -7.2085e-02 -1.0876e+00 -2.8064e-02 -6.5197e-01 +3.6578e-01 -1.9798e-01
96718 +9.975134182e-01 +9.975134182e-01 -8.933248658e+01 -8.933248658e+01 -3.2367e-03 -2.4237e-01 -1.4245e-01 -7.1100e-01 -1.2343e-01 -3.9693e-01 +5.0997e-01 -5.3639e-02 -2.6194e-01 +3.4456e-01 +6.1650e-01 +4.6978e-01 +5.7418e-01 -2.8826e-01 -7.0041e-03 -1.0907e+00 -8.0873e-02 -7.1148e-01 +3.6510e-01 -1.2577e-01
100401 +6.209745039e-01 +6.209745039e-01 -8.970902550e+01 -8.970902550e+01 -2.1382e-02 -1.6925e-01 -1.2407e-01 -6.8162e-01 -9.5755e-02 -3.3310e-01 +4.6379e-01 -4.0876e-02 -2.9832e-01 +2.7865e-01 +6.6350e-01 +4.6984e-01 +6.6791e-01 -2.6538e-01 +2.0625e-02 -1.0523e+00 -1.1502e-01 -7.4255e-01 +4.1079e-01 -6.1000e-02
102301 +3.770193624e-01 +3.770193624e-01 -8.995298064e+01 -8.995298064e+01 -4.7098e-02 -7.6594e-02 -1.2602e-01 -6.4021e-01 -7.5838e-02 -2.4887e-01 +4.0598e-01 -3.9844e-02 -3.4406e-01 +1.8577e-01 +7.2097e-01 +4.6367e-01 +7.8738e-01 -2.4671e-01 +4.6436e-02 -1.0056e+00 -1.7533e-01 -7.5835e-01 +4.8812e-01 +4.0884e-02
104342 +2.465146574e-01 +2.465146574e-01 -9.008348534e+01 -9.008348534e+01 -7.0658e-02 -3.2115e-02 -1.3478e-01 -6.2405e-01 -6.9500e-02 -2.1051e-01 +3.8570e-01 -4.4501e-02 -3.7071e-01 +1.3610e-01 +7.4908e-01 +4.5257e-01 +8.5416e-01 -2.3591e-01 +5.3897e-02 -9.7717e-01 -2.1424e-01 -7.5133e-01 +5.4020e-01 +9.0523e-02
106304 +1.552320140e-01 +1.552320140e-01 -9.017476799e+01 -9.017476799e+01 -1.0290e-01 +1.7058e-03 -1.5081e-01 -6.0166e-01 -6.7504e-02 -1.6383e-01 +3.5275e-01 -5.2851e-02 -3.9107e-01 +9.7941e-02 +7.7452e-01 +4.3769e-01 +9.1796e-01 -2.2653e-01 +4.3326e-02 -9.4235e-01 -2.4638e-01 -7.4882e-01 +5.9027e-01 +1.3779e-01
108276 +9.942597739e-02 +9.942597739e-02 -9.023057402e+01 -9.023057402e+01 -1.2660e-01 +3.1793e-02 -1.6633e-01 -5.8365e-01 -6.7794e-02 -1.3099e-01 +3.2698e-01 -5.1722e-02 -4.0987e-01 +5.7224e-02 +7.8569e-01 +4.2883e-01 +9.6535e-01 -2.2032e-01 +3.4737e-02 -9.1287e-01 -2.6937e-01 -7.4287e-01 +6.3083e-01 +1.7776e-01
109976 +6.299828184e-02 +6.299828184e-02 -9.026700172e+01 -9.026700172e+01 -1.4304e-01 +5.5731e-02 -1.8209e-01 -5.7026e-01 -6.7065e-02 -9.9134e-02 +3.0690e-01 -4.7273e-02 -4.2099e-01 +1.7892e-02 +7.9551e-01 +4.1913e-01 +1.0090e+00 -2.1856e-01 +2.6876e-02 -8.8485e-01 -2.8887e-01 -7.3731e-01 +6.6724e-01 +2.1481e-01
111311 +3.712773504e-02 +3.712773504e-02 -9.029287226e+01 -9.029287226e+01 -1.5768e-01 +7.7245e-02 -1.9485e-01 -5.6306e-01 -6.4628e-02 -7.4037e-02 +2.9298e-01 -4.4495e-02 -4.3228e-01 -1.0822e-02 +8.0674e-01 +4.1003e-01 +1.0443e+00 -2.1567e-01 +2.5365e-02 -8.6279e-01 -3.0883e-01 -7.2653e-01 +6.9926e-01 +2.4442e-01
113401 +2.498878942e-02 +2.498878942e-02 -9.030501121e+01 -9.030501121e+01 -1.6848e-01 +9.3138e-02 -2.0788e-01 -5.5567e-01 -6.4003e-02 -5.6434e-02 +2.7891e-01 -4.4425e-02 -4.4100e-01 -3.3186e-02 +8.1340e-01 +4.0350e-01 +1.0701e+00 -2.1393e-01 +1.8398e-02 -8.4620e-01 -3.2359e-01 -7.1936e-01 +7.2456e-01 +2.6844e-01
114282 +1.535811831e-02 +1.535811831e-02 -9.031464188e+01 -9.031464188e+01 -1.7919e-01 +1.0507e-01 -2.1615e-01 -5.5177e-01 -6.2099e-02 -4.1866e-02 +2.6827e-01 -4.5835e-02 -4.4961e-01 -5.0636e-02 +8.1910e-01 +3.9891e-01 +1.0904e+00 -2.1153e-01 +1.3407e-02 -8.3496e-01 -3.3702e-01 -7.1393e-01 +7.4378e-01 +2.8740e-01
115006 +9.882899621e-03 +9.882899621e-03 -9.032011710e+01 -9.032011710e+01 -1.9088e-01 +1.1764e-01 -2.2746e-01 -5.4604e-01 -6.4197e-02 -2.5882e-02 +2.5785e-01 -4.5395e-02 -4.5846e-01 -6.7853e-02 +8.2568e-01 +3.9366e-01 +1.1146e+00 -2.0880e-01 +7.5552e-03 -8.2256e-01 -3.5063e-01 -7.0895e-01 +7.6549e-01 +3.0572e-01
116006 +6.197831557e-03 +6.197831557e-03 -9.032380217e+01 -9.032380217e+01 -1.9462e-01 +1.2279e-01 -2.3269e-01 -5.4497e-01 -6.4445e-02 -2.0989e-02 +2.5425e-01 -4.6415e-02 -4.6104e-01 -7.4940e-02 +8.2818e-01 +3.9108e-01 +1.1217e+00 -2.0898e-01 +5.7300e-03 -8.1707e-01 -3.5601e-01 -7.0650e-01 +7.7434e-01 +3.1206e-01
