% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.503757445e+06 +5.503757445e+06 +5.503702505e+06 +5.503702505e+06 -4.7518e+00 +3.4190e+00 +4.9726e+00
4 +3.581000416e+06 +3.581000416e+06 +3.580945476e+06 +3.580945476e+06 -1.9670e+00 +1.6766e-01 -2.2473e+00
5 +5.603935598e+05 +5.603935598e+05 +5.603386198e+05 +5.603386198e+05 +3.4143e+00 -1.9282e+00 +2.0343e+00
9 +3.404004642e+05 +3.404004642e+05 +3.403455242e+05 +3.403455242e+05 -2.2359e+00 -2.6484e+00 -3.3639e+00
13 +1.027693138e+04 +1.027693138e+04 +1.022199138e+04 +1.022199138e+04 +1.5159e+00 -1.6019e+00 -4.0518e-01
44 +2.143267693e+03 +2.143267693e+03 +2.088327693e+03 +2.088327693e+03 -3.1237e+00 -5.7838e-01 +1.0469e+00
106 +5.360257712e+02 +5.360257712e+02 +4.810857712e+02 +4.810857712e+02 -1.9419e+00 -2.4374e+00 -4.4912e+00
189 +3.769782799e+02 +3.769782799e+02 +3.220382799e+02 +3.220382799e+02 -1.7123e+00 -2.5298e+00 -4.6781e+00
262 +1.950598134e+02 +1.950598134e+02 +1.401198134e+02 +1.401198134e+02 -1.2450e+00 -1.7151e-01 +3.0408e+00
280 +1.512193761e+02 +1.512193761e+02 +9.627937615e+01 +9.627937615e+01 -1.3174e+00 -5.3665e-01 +1.8538e+00
343 +5.356558139e+01 +5.356558139e+01 -1.374418607e+00 -1.374418607e+00 -1.9570e+00 -1.5433e+00 -1.5844e+00
403 +1.559942746e+01 +1.559942746e+01 -3.934057254e+01 -3.934057254e+01 -1.7092e+00 -2.1065e+00 -3.2777e+00
545 +9.831878507e+00 +9.831878507e+00 -4.510812149e+01 -4.510812149e+01 -1.7436e+00 -1.4228e+00 -1.0988e+00
548 +3.019214520e-01 +3.019214520e-01 -5.463807855e+01 -5.463807855e+01 -1.7495e+00 -1.5690e+00 -1.5770e+00
778 +2.123468132e-01 +2.123468132e-01 -5.472765319e+01 -5.472765319e+01 -1.7140e+00 -1.4944e+00 -1.3264e+00
787 +1.375073333e-01 +1.375073333e-01 -5.480249267e+01 -5.480249267e+01 -1.7190e+00 -1.5333e+00 -1.4505e+00
876 +8.617978283e-03 +8.617978283e-03 -5.493138202e+01 -5.493138202e+01 -1.7266e+00 -1.5266e+00 -1.4331e+00
1111 +1.691255163e-03 +1.691255163e-03 -5.493830874e+01 -5.493830874e+01 -1.7275e+00 -1.5193e+00 -1.4101e+00
1285 +8.348703864e-04 +8.348703864e-04 -5.493916513e+01 -5.493916513e+01 -1.7263e+00 -1.5077e+00 -1.3726e+00
1347 +4.156272790e-04 +4.156272790e-04 -5.493958437e+01 -5.493958437e+01 -1.7263e+00 -1.5093e+00 -1.3777e+00
1367 +1.409806351e-04 +1.409806351e-04 -5.493985902e+01 -5.493985902e+01 -1.7265e+00 -1.5059e+00 -1.3670e+00
1428 +2.280789067e-05 +2.280789067e-05 -5.493997719e+01 -5.493997719e+01 -1.7264e+00 -1.5081e+00 -1.3738e+00
1596 +3.269969909e-06 +3.269969909e-06 -5.493999673e+01 -5.493999673e+01 -1.7263e+00 -1.5079e+00 -1.3733e+00
1639 +9.940496994e-07 +9.940496994e-07 -5.493999901e+01 -5.493999901e+01 -1.7264e+00 -1.5081e+00 -1.3739e+00
1808 +3.668484254e-07 +3.668484254e-07 -5.493999963e+01 -5.493999963e+01 -1.7264e+00 -1.5081e+00 -1.3738e+00
1874 +5.249111723e-08 +5.249111723e-08 -5.493999995e+01 -5.493999995e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00
1985 +2.213858608e-08 +2.213858608e-08 -5.493999998e+01 -5.493999998e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00
2057 +1.286405649e-08 +1.286405649e-08 -5.493999999e+01 -5.493999999e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00
2083 +7.227569654e-09 +7.227569654e-09 -5.493999999e+01 -5.493999999e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00
2091 +1.518394299e-09 +1.518394299e-09 -5.494000000e+01 -5.494000000e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.988480823e+06 +1.988480823e+06 +1.988539953e+06 +1.988539953e+06 -4.7518e+00 +3.4190e+00 +4.9726e+00
5 +7.268611808e+04 +7.268611808e+04 +7.274524808e+04 +7.274524808e+04 +3.4143e+00 -1.9282e+00 +2.0343e+00
20 +2.607627680e+04 +2.607627680e+04 +2.613540680e+04 +2.613540680e+04 +1.0595e+00 +4.9704e-01 -1.9615e+00
122 +2.155512779e+04 +2.155512779e+04 +2.161425779e+04 +2.161425779e+04 -2.7530e-01 +4.6274e-01 -1.2979e-01
165 +8.985314500e+03 +8.985314500e+03 +9.044444500e+03 +9.044444500e+03 +7.0415e-01 +4.8438e-01 -2.2304e+00
184 +4.922209138e+03 +4.922209138e+03 +4.981339138e+03 +4.981339138e+03 -3.9390e+00 +3.3490e+00 -2.6969e+00
193 +8.779154194e+02 +8.779154194e+02 +9.370454194e+02 +9.370454194e+02 -2.0037e+00 +1.7935e+00 -1.0002e+00
285 +3.473902244e+02 +3.473902244e+02 +4.065202244e+02 +4.065202244e+02 -3.5023e+00 +2.4743e+00 -3.1269e-01
287 +7.644214184e+01 +7.644214184e+01 +1.355721418e+02 +1.355721418e+02 -3.9090e+00 +2.6347e+00 +5.0634e-02
371 +3.348700262e+01 +3.348700262e+01 +9.261700262e+01 +9.261700262e+01 +2.0177e+00 +5.8790e-01 -5.0898e+00
491 +2.931814869e+00 +2.931814869e+00 +6.206181487e+01 +6.206181487e+01 -2.1571e+00 +2.0982e+00 -1.7385e+00
685 +8.658372658e-01 +8.658372658e-01 +5.999583727e+01 +5.999583727e+01 -2.2534e+00 +2.1222e+00 -1.6178e+00
796 +5.720248798e-01 +5.720248798e-01 +5.970202488e+01 +5.970202488e+01 -2.4964e+00 +2.1974e+00 -1.3765e+00
877 +1.642306317e-02 +1.642306317e-02 +5.914642306e+01 +5.914642306e+01 -2.2726e+00 +2.1242e+00 -1.5872e+00
1091 +9.323817404e-03 +9.323817404e-03 +5.913932382e+01 +5.913932382e+01 -2.3170e+00 +2.1391e+00 -1.5464e+00
1165 +5.821770222e-03 +5.821770222e-03 +5.913582177e+01 +5.913582177e+01 -2.2784e+00 +2.1261e+00 -1.5810e+00
1215 +3.321118138e-03 +3.321118138e-03 +5.913332112e+01 +5.913332112e+01 -2.2589e+00 +2.1190e+00 -1.5972e+00
1244 +1.855759240e-03 +1.855759240e-03 +5.913185576e+01 +5.913185576e+01 -2.2307e+00 +2.1084e+00 -1.6181e+00
1249 +1.428920644e-03 +1.428920644e-03 +5.913142892e+01 +5.913142892e+01 -2.2865e+00 +2.1283e+00 -1.5724e+00
1332 +5.218869232e-04 +5.218869232e-04 +5.913052189e+01 +5.913052189e+01 -2.2595e+00 +2.1185e+00 -1.5939e+00
1422 +7.266756166e-05 +7.266756166e-05 +5.913007267e+01 +5.913007267e+01 -2.2602e+00 +2.1190e+00 -1.5943e+00
1561 +6.263830898e-05 +6.263830898e-05 +5.913006264e+01 +5.913006264e+01 -2.2579e+00 +2.1182e+00 -1.5963e+00
1624 +3.390389197e-05 +3.390389197e-05 +5.913003390e+01 +5.913003390e+01 -2.2606e+00 +2.1191e+00 -1.5936e+00
1626 +2.436985955e-05 +2.436985955e-05 +5.913002437e+01 +5.913002437e+01 -2.2578e+00 +2.1181e+00 -1.5960e+00
1704 +7.835280883e-06 +7.835280883e-06 +5.913000784e+01 +5.913000784e+01 -2.2593e+00 +2.1187e+00 -1.5949e+00
1742 +3.715870861e-06 +3.715870861e-06 +5.913000372e+01 +5.913000372e+01 -2.2601e+00 +2.1189e+00 -1.5942e+00
1812 +8.231993789e-07 +8.231993789e-07 +5.913000082e+01 +5.913000082e+01 -2.2610e+00 +2.1193e+00 -1.5935e+00
1871 +5.669439673e-07 +5.669439673e-07 +5.913000057e+01 +5.913000057e+01 -2.2607e+00 +2.1192e+00 -1.5937e+00
1914 +3.421207211e-07 +3.421207211e-07 +5.913000034e+01 +5.913000034e+01 -2.2611e+00 +2.1193e+00 -1.5933e+00
1916 +3.019019346e-08 +3.019019346e-08 +5.913000003e+01 +5.913000003e+01 -2.2608e+00 +2.1192e+00 -1.5936e+00
2091 +1.168854169e-08 +1.168854169e-08 +5.913000001e+01 +5.913000001e+01 -2.2608e+00 +2.1192e+00 -1.5936e+00
2217 +5.987160989e-09 +5.987160989e-09 +5.913000001e+01 +5.913000001e+01 -2.2608e+00 +2.1192e+00 -1.5936e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.039012014e+07 +3.039012014e+07 +3.038962861e+07 +3.038962861e+07 -4.7518e+00 +3.4190e+00 +4.9726e+00
2 +5.851627422e+06 +5.851627422e+06 +5.851135892e+06 +5.851135892e+06 +7.8123e-02 +4.9552e+00 -3.2494e+00
3 +3.304782762e+06 +3.304782762e+06 +3.304291232e+06 +3.304291232e+06 +1.4763e+00 +3.9039e+00 -4.0982e+00
4 +8.151527675e+03 +8.151527675e+03 +7.659997675e+03 +7.659997675e+03 -1.9670e+00 +1.6766e-01 -2.2473e+00
60 +5.019524483e+03 +5.019524483e+03 +4.527994483e+03 +4.527994483e+03 -1.8496e+00 -8.3507e-01 -1.7928e+00
105 +1.025723766e+02 +1.025723766e+02 -3.889576234e+02 -3.889576234e+02 -5.1199e-01 -8.3901e-01 -2.7426e+00
339 +5.157930509e+01 +5.157930509e+01 -4.399506949e+02 -4.399506949e+02 -3.1227e+00 -3.0436e+00 +1.3711e-01
427 +1.844443743e+01 +1.844443743e+01 -4.730855626e+02 -4.730855626e+02 -1.2905e+00 -1.7404e+00 -1.7581e+00
