% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
38 +5.215951040e+02 +5.215951040e+02 +5.432851040e+02 +5.432851040e+02 +3.6839e+00 -5.1779e-01 -2.1137e+00 +7.8161e-03 +5.4529e-01 -7.4803e-01 -6.3781e-01 -2.1015e+00 -4.0881e+00 +1.8047e-01 -2.0135e+00 -1.5590e+00 +4.1479e+00 +2.2763e+00 -2.1958e+00 +2.6739e-02 -1.3050e+00 -2.1080e+00 -3.5952e+00 +4.0422e+00
100 +3.461633967e+02 +3.461633967e+02 +3.678533967e+02 +3.678533967e+02 +3.6137e+00 -2.2350e+00 -1.7338e+00 +1.2756e+00 -3.5331e+00 -3.5364e+00 -2.8887e+00 -3.4541e+00 -1.9959e+00 +9.7807e-02 -1.0318e+00 -2.9084e+00 +3.0949e+00 -2.1661e-01 -4.0172e+00 -1.0651e-01 -3.0277e+00 -5.7440e+00 -2.7819e+00 +2.6075e+00
195 +2.420360847e+02 +2.420360847e+02 +2.637260847e+02 +2.637260847e+02 +3.8095e+00 +7.6342e-01 -4.1949e+00 -1.7520e+00 -2.3123e+00 -1.3840e+00 -3.0773e+00 -6.7586e-01 -3.8210e+00 +2.7223e+00 -1.4371e+00 -2.1441e+00 +2.6202e+00 -9.7477e-01 -2.0222e+00 -4.7849e-01 -3.7963e+00 -4.3208e+00 -2.5859e+00 +2.5026e+00
713 +1.518245837e+02 +1.518245837e+02 +1.735145837e+02 +1.735145837e+02 +6.3120e-01 +2.2178e+00 -6.1276e+00 -3.6771e-01 +1.2155e+00 -6.8057e-01 -2.7951e+00 -3.2150e+00 -1.2253e+00 +3.5118e+00 -2.0894e+00 -2.4518e+00 +3.9036e+00 -3.0531e+00 -3.4837e+00 -1.2598e+00 -2.3695e+00 -4.1560e+00 -2.6585e+00 +3.2517e+00
1101 +9.191532766e+01 +9.191532766e+01 +1.136053277e+02 +1.136053277e+02 +5.6285e-01 +1.7699e+00 -4.9870e+00 -2.8729e-01 +1.3491e+00 -8.4593e-01 -3.5708e+00 -3.2662e+00 -8.2868e-01 +4.0641e+00 -2.5892e+00 -3.6419e+00 +4.4700e+00 -1.7195e+00 -3.5433e+00 -2.3212e+00 -3.1004e+00 -4.2682e+00 -2.5920e+00 +4.0118e+00
1581 +6.020437142e+01 +6.020437142e+01 +8.189437142e+01 +8.189437142e+01 +5.5827e-01 +2.0939e+00 -5.0138e+00 -3.3773e-01 +6.6699e-01 -6.8934e-01 -3.6725e+00 -3.3241e+00 -1.4592e+00 +4.2071e+00 -2.0628e+00 -3.7587e+00 +4.0174e+00 -1.7251e+00 -3.1728e+00 -2.1455e+00 -2.8421e+00 -3.9176e+00 -2.2918e+00 +3.9032e+00
1700 +3.689028579e+01 +3.689028579e+01 +5.858028579e+01 +5.858028579e+01 +4.6045e-01 +2.1312e+00 -5.0541e+00 -2.9889e-01 +6.9985e-01 -6.5802e-01 -3.6220e+00 -3.3233e+00 -1.4024e+00 +4.0884e+00 -2.0769e+00 -3.6866e+00 +4.0207e+00 -1.7240e+00 -3.1427e+00 -2.1045e+00 -2.6663e+00 -3.9239e+00 -2.2361e+00 +3.9590e+00
2012 +2.479065710e+01 +2.479065710e+01 +4.648065710e+01 +4.648065710e+01 +5.5773e-01 +2.1104e+00 -5.0716e+00 -2.3155e-01 +6.6000e-01 -6.6979e-01 -3.7465e+00 -3.3577e+00 -1.4564e+00 +4.0991e+00 -2.0528e+00 -3.6624e+00 +3.9642e+00 -1.7231e+00 -3.1638e+00 -2.1063e+00 -2.6551e+00 -3.9001e+00 -2.2575e+00 +3.8743e+00
248640 +1.561005097e+01 +1.561005097e+01 +3.730005097e+01 +3.730005097e+01 +1.5428e+00 +1.1242e+00 -3.4328e+00 -2.1361e-01 +6.7237e-01 -5.4833e-01 -2.9724e+00 -2.6151e+00 -1.4430e+00 +4.1082e+00 -2.5686e+00 -3.6843e+00 +3.9699e+00 -2.1738e+00 -3.1648e+00 -7.9107e-01 -3.0918e+00 -3.4773e+00 -2.2670e+00 +3.8827e+00
% function evaluation | noise-free fitness - Fopt (8.232000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.271044730e+03 +5.271044730e+03 +5.353364730e+03 +5.353364730e+03 +3.6833e+00 -2.1424e-01 -1.3170e+00 -3.0703e+00 +2.0636e-01 -3.5906e+00 -3.4460e+00 -1.1243e+00 -1.0656e+00 +2.4660e+00 -9.3471e-01 +3.3134e+00 +4.8050e-01 -3.0542e+00 -2.8251e-01 -1.1949e-01 -2.6143e+00 -2.4620e+00 +3.8903e+00 -1.5989e-01
2 +3.591331188e+03 +3.591331188e+03 +3.673651188e+03 +3.673651188e+03 +4.6024e+00 +5.0738e-01 -3.8461e+00 -2.2677e+00 +3.5799e-01 -4.9877e+00 -3.0877e+00 -2.3977e-01 -1.6598e+00 -8.5023e-01 -2.2229e+00 +2.3651e+00 +2.2947e-01 -4.0678e+00 +1.6250e-01 +4.5638e+00 -5.1822e+00 -3.5273e+00 +1.8307e+00 +8.4386e-01
16 +1.430289064e+03 +1.430289064e+03 +1.512609064e+03 +1.512609064e+03 +1.9111e+00 -1.3905e+00 -3.7294e+00 -2.9925e+00 +3.9287e+00 -3.6177e+00 -1.5302e+00 -7.0446e-01 +1.0913e-01 +2.7125e+00 +7.8916e-01 +2.6885e+00 -1.6750e+00 -1.8126e+00 -2.2236e+00 +1.6629e+00 +9.0600e-01 -3.0828e-01 +1.0870e+00 -5.4206e-01
21 +9.425168595e+02 +9.425168595e+02 +1.024836859e+03 +1.024836859e+03 +4.5621e+00 -5.4718e-01 -1.8734e+00 -3.3014e+00 -1.1345e+00 -2.7790e+00 -4.6942e+00 -1.4641e-01 -4.2155e+00 +1.0778e+00 +6.6602e-01 +2.0700e+00 +1.1510e-01 -2.6209e+00 -6.2918e-01 -1.1803e+00 -1.1334e+00 -1.3478e+00 -1.0126e+00 +2.8337e-01
98 +5.586656524e+02 +5.586656524e+02 +6.409856524e+02 +6.409856524e+02 +4.5225e-01 -1.3753e+00 -3.4105e+00 -3.7764e+00 +6.9357e-01 -1.1966e+00 -2.0823e+00 -2.4068e+00 -7.6528e-01 +1.5909e+00 -9.3163e-01 +2.2087e+00 -1.5113e+00 -3.9323e+00 -2.7716e+00 -1.5166e+00 +4.4942e+00 +8.5620e-01 -3.4119e+00 +1.3964e+00
141 +3.281822996e+02 +3.281822996e+02 +4.105022996e+02 +4.105022996e+02 +4.4042e-01 -3.7722e+00 +1.4763e-01 -1.9253e+00 +8.3961e-01 -3.5368e+00 -4.8491e+00 -4.4916e+00 -3.5235e+00 -8.2095e-01 -2.3272e+00 -2.2204e+00 -3.2901e-01 -1.5188e+00 +1.6470e+00 -1.0064e+00 +1.8565e+00 +2.8345e+00 -3.9497e+00 +9.5357e-01
403 +2.410924552e+02 +2.410924552e+02 +3.234124552e+02 +3.234124552e+02 +1.1511e-01 -3.9201e+00 -7.2492e-01 -1.6269e-01 +2.1194e+00 -2.9141e+00 -4.0551e+00 -3.0202e+00 -2.9840e+00 -3.2544e+00 -1.0342e+00 -2.8611e-01 +1.2874e-01 -7.2162e-01 -1.2108e+00 -2.3180e+00 +2.5131e+00 +2.8483e+00 -2.7570e+00 +1.0071e+00
1453 +1.537405285e+02 +1.537405285e+02 +2.360605285e+02 +2.360605285e+02 -2.6316e+00 -3.1094e+00 -3.2761e+00 -3.6331e-04 +2.5640e+00 -1.6022e+00 -4.2146e+00 -4.4779e+00 -3.2009e+00 -2.1642e+00 -2.2421e+00 -7.8672e-01 +8.9205e-01 +7.1473e-01 +1.0799e-01 -1.6373e+00 +2.7919e+00 +3.2560e+00 -2.7744e+00 +5.9903e-01
1931 +9.069311408e+01 +9.069311408e+01 +1.730131141e+02 +1.730131141e+02 -2.6958e+00 -3.0927e+00 -2.9603e+00 -6.8608e-02 +2.2505e+00 -1.5551e+00 -4.2986e+00 -4.5039e+00 -3.0997e+00 -1.9787e+00 -2.2791e+00 -8.0772e-01 +3.6155e-01 +5.2763e-01 +3.9021e-01 -1.4897e+00 +2.5041e+00 +2.9591e+00 -2.5710e+00 +9.8295e-01
2411 +6.297181154e+01 +6.297181154e+01 +1.452918115e+02 +1.452918115e+02 -2.7234e+00 -3.1759e+00 -3.1336e+00 -4.7456e-02 +2.4355e+00 -1.6579e+00 -4.3255e+00 -4.4411e+00 -3.0563e+00 -1.8976e+00 -2.1931e+00 -8.6313e-01 +3.3961e-01 +5.8237e-01 +4.1632e-01 -1.5093e+00 +2.4862e+00 +2.9388e+00 -2.6543e+00 +9.7861e-01
9810 +3.725077926e+01 +3.725077926e+01 +1.195707793e+02 +1.195707793e+02 -2.7067e+00 -3.1730e+00 -1.3634e+00 +1.7073e+00 +1.7330e+00 -9.1476e-01 -2.2453e+00 -2.9279e+00 -2.4450e+00 -1.9513e+00 -2.8594e+00 +1.1685e+00 +3.5937e-01 +5.7746e-01 -8.0343e-02 -1.5269e+00 +2.8626e+00 +2.9219e+00 -2.7075e+00 +5.8383e-01
17928 +2.506915173e+01 +2.506915173e+01 +1.073891517e+02 +1.073891517e+02 -6.7626e-01 -3.0057e-01 +4.9899e-01 +3.2840e+00 +1.7400e+00 -2.5019e-01 -2.2352e+00 -3.0955e+00 -2.4243e+00 -1.3246e+00 -2.2185e+00 -8.8533e-01 +3.4449e-01 +1.0252e+00 -4.9114e-02 -1.5079e+00 +3.2919e+00 +3.7639e+00 -3.7094e+00 +6.0546e-01
733256 +1.518390977e+01 +1.518390977e+01 +9.750390977e+01 +9.750390977e+01 -2.6848e+00 -3.2196e+00 -4.2831e-01 +4.1312e+00 +4.8295e-02 -1.6457e+00 -1.5070e+00 -3.1056e+00 -2.4154e+00 -1.3352e+00 -2.2555e+00 -8.8049e-01 +3.5360e-01 +1.5139e+00 -5.7197e-02 -2.3429e+00 +2.8480e+00 +3.3527e+00 -3.7033e+00 +9.5836e-01
733878 +9.997470212e+00 +9.997470212e+00 +9.231747021e+01 +9.231747021e+01 -2.6654e+00 -3.1720e+00 -4.3340e-01 +4.1919e+00 +2.6081e-02 -1.6353e+00 -1.4889e+00 -3.1119e+00 -2.4177e+00 -1.3142e+00 -2.2188e+00 -8.7309e-01 +3.4690e-01 +1.5150e+00 -5.7797e-02 -2.3519e+00 +2.8428e+00 +3.3689e+00 -3.7212e+00 +9.7056e-01
% function evaluation | noise-free fitness - Fopt (2.034600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.158917543e+03 +2.158917543e+03 +2.362377543e+03 +2.362377543e+03 -2.5784e+00 -1.8389e+00 -2.6138e+00 +1.7690e+00 +1.9744e+00 -2.2539e-01 +3.8726e+00 -4.2856e-01 -2.2774e+00 +3.7547e+00 -2.1730e-01 +5.4014e-01 +3.1767e+00 -2.7272e-01 +2.9513e+00 -2.7239e+00 +2.5817e+00 +2.9628e-01 +3.4403e+00 -1.9865e+00
2 +1.449954052e+03 +1.449954052e+03 +1.653414052e+03 +1.653414052e+03 -9.8381e-01 -1.2813e+00 -4.3199e+00 +4.3923e+00 +4.1522e+00 -1.6837e+00 -2.1210e+00 +1.3247e-01 -1.4808e+00 +1.7522e+00 +9.4557e-01 +2.8548e+00 +1.5476e+00 -1.5499e+00 +2.0288e+00 -2.9271e+00 +2.0276e+00 -1.0371e+00 +2.3731e+00 -2.5692e+00
20 +8.451140547e+02 +8.451140547e+02 +1.048574055e+03 +1.048574055e+03 -7.2797e+00 -1.2537e+00 -4.7795e+00 +2.5758e+00 +3.1349e+00 +1.0631e-01 +4.0710e-01 -5.8784e-01 +4.1802e-01 +1.3161e+00 -2.9992e+00 +6.2999e+00 +2.0775e+00 -3.0918e+00 -2.5578e+00 -2.4080e+00 +3.7495e-01 -1.9932e-01 +5.4617e-01 -1.1983e+00
64 +5.900007099e+02 +5.900007099e+02 +7.934607099e+02 +7.934607099e+02 -6.0862e+00 -1.1858e+00 -4.5414e+00 +3.4387e+00 +3.7593e+00 -4.5063e-01 +3.4109e+00 +1.1130e-01 -3.7475e-01 +1.0751e+00 -2.9501e+00 +3.5894e+00 +6.8438e-01 +1.0812e+00 +8.6504e-01 -2.0593e+00 +1.3071e+00 +2.0144e+00 -3.4774e+00 -6.6040e-01
93 +3.106531096e+02 +3.106531096e+02 +5.141131096e+02 +5.141131096e+02 -2.5984e+00 +2.1089e+00 -5.8869e+00 +3.7281e+00 +2.6766e+00 -1.5558e+00 +3.8521e+00 -9.4168e-02 +2.8320e+00 -1.4395e-01 -2.1489e+00 +3.1902e+00 -2.0662e+00 +2.6009e+00 -2.5312e+00 -4.2065e+00 -5.1165e-01 +3.9263e+00 -2.6089e+00 -1.4512e+00
281 +2.497659738e+02 +2.497659738e+02 +4.532259738e+02 +4.532259738e+02 +1.3859e+00 +6.6939e+00 -2.9437e+00 +3.8126e-01 +6.0464e-01 -2.9190e+00 +4.1628e+00 -5.6381e-01 +2.7842e+00 +5.1249e-01 -2.5319e+00 +1.0162e+00 -1.6537e+00 +3.1124e+00 -2.5786e+00 -4.3448e+00 +6.0065e-01 +1.0061e+00 -1.2125e+00 -5.8552e-01
1556 +1.519814183e+02 +1.519814183e+02 +3.554414183e+02 +3.554414183e+02 -1.4523e+00 +5.6085e+00 -1.0606e+00 +3.7347e-01 -1.8457e+00 -3.1585e+00 +2.8069e+00 +1.0771e+00 +2.3180e+00 +1.4257e+00 -2.4031e+00 +3.1925e+00 -1.4471e+00 +3.1751e+00 -3.8455e+00 -3.6443e+00 +7.1114e-01 +2.9758e+00 -6.2842e-01 -7.8859e-01
2354 +9.408863592e+01 +9.408863592e+01 +2.975486359e+02 +2.975486359e+02 -1.3022e+00 +5.7809e+00 -1.3567e+00 +1.9659e+00 -2.4528e+00 -3.1426e+00 +2.8016e+00 +9.7394e-01 +3.1876e+00 +1.5534e+00 -2.1734e+00 +3.5593e+00 -8.9289e-01 +3.0288e+00 -3.8215e+00 -3.6939e+00 +6.3874e-01 +3.1570e+00 -5.5441e-01 -1.1475e+00
2603 +6.199458401e+01 +6.199458401e+01 +2.654545840e+02 +2.654545840e+02 -1.2962e+00 +5.6986e+00 -1.2043e+00 +1.9515e+00 -2.4234e+00 -3.2001e+00 +2.8740e+00 +1.0255e+00 +3.2782e+00 +1.6100e+00 -2.1154e+00 +3.6048e+00 -9.1419e-01 +3.0955e+00 -3.8317e+00 -3.6564e+00 +5.5778e-01 +3.0719e+00 -6.7275e-01 -1.1142e+00
18030 +3.957590706e+01 +3.957590706e+01 +2.430359071e+02 +2.430359071e+02 -4.2437e+00 +2.8806e+00 +2.4350e+00 -6.1502e-01 -1.0353e+00 -3.2210e+00 +2.8723e+00 +3.8184e-01 +3.9368e+00 +3.7379e-01 -3.6724e+00 +3.0664e+00 -1.3923e+00 +3.0564e+00 -3.5098e+00 -4.0242e+00 +6.0866e-01 +3.0813e+00 -1.6191e+00 -4.8381e-01
55635 +2.430478144e+01 +2.430478144e+01 +2.277647814e+02 +2.277647814e+02 -2.3874e+00 +4.7591e+00 +1.4847e+00 +1.9942e+00 -1.0389e+00 -2.4703e+00 +1.4201e+00 +1.0127e+00 +2.6955e+00 +3.6163e-01 -3.1344e+00 +3.5614e+00 -1.3678e+00 +3.1079e+00 -3.0699e+00 -4.0677e+00 +1.9009e-01 +2.2702e+00 -9.8368e-01 -4.8945e-01
56013 +1.549597580e+01 +1.549597580e+01 +2.189559758e+02 +2.189559758e+02 -2.2620e+00 +4.7898e+00 +1.4375e+00 +2.0328e+00 -1.0436e+00 -2.5270e+00 +1.4146e+00 +1.0856e+00 +2.6543e+00 +4.3505e-01 -3.1027e+00 +3.5567e+00 -1.4009e+00 +3.0733e+00 -3.0662e+00 -4.0571e+00 +2.0058e-01 +2.2718e+00 -9.1929e-01 -4.5283e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.214235724e+03 +3.214235724e+03 +2.214235724e+03 +2.214235724e+03 +1.7423e+00 +2.7483e+00 -1.2883e+00 -2.3283e+00 -2.1828e+00 +3.1866e+00 -2.8766e+00 -1.1092e+00 +1.1778e+00 -3.9346e+00 +2.1721e+00 -1.5626e+00 +2.3969e-01 -3.1000e+00 +2.5487e+00 -8.2517e-01 +3.7989e+00 -2.9411e+00 -1.0775e+00 +2.8453e-01
4 +2.081351421e+03 +2.081351421e+03 +1.081351421e+03 +1.081351421e+03 +1.3808e+00 +1.7994e+00 -2.7879e+00 +5.7797e-01 -2.6470e+00 +5.4715e+00 -3.0342e+00 -3.2628e+00 +1.1534e-02 -5.2547e+00 +6.1035e-01 -3.9536e+00 -6.5505e-01 -3.5491e+00 -1.8475e-01 -4.6312e+00 +2.5814e+00 -4.6910e+00 +3.6206e-01 -8.7897e-01
22 +1.168650928e+03 +1.168650928e+03 +1.686509278e+02 +1.686509278e+02 +1.1403e+00 +2.5777e+00 -3.6178e+00 -2.1666e+00 +4.4668e-02 +4.5545e+00 -4.9355e+00 -3.3976e+00 +1.3428e+00 -4.7587e+00 +4.1644e+00 -2.3298e+00 -1.9530e+00 -9.9224e-01 -1.3153e+00 -5.1115e+00 -6.5598e-01 -7.0507e-01 -7.3613e-01 -3.8752e-01
52 +9.412456810e+02 +9.412456810e+02 -5.875431902e+01 -5.875431902e+01 -6.0535e-01 -2.4845e+00 -3.8583e+00 -4.3896e+00 -2.0067e+00 +1.7711e+00 -2.5816e+00 +3.2704e-01 -2.2232e+00 -5.8857e+00 +1.0389e+00 +8.8711e-01 -2.6781e+00 -3.1369e+00 -2.9789e+00 -6.9699e+00 -7.0013e-01 +1.7344e+00 -2.4425e+00 -3.1879e+00
77 +5.942505396e+02 +5.942505396e+02 -4.057494604e+02 -4.057494604e+02 +2.3744e+00 -1.5430e+00 -1.2986e+00 -5.5323e-01 -5.3890e+00 +4.9974e+00 -2.0600e+00 +1.9295e+00 -2.5371e+00 -3.3495e+00 -1.5319e+00 +6.7066e-01 -3.5326e+00 +1.1895e-01 -2.5302e+00 -2.5569e+00 -5.2672e+00 +1.3590e+00 -2.4579e+00 -2.6484e+00
244 +3.498135809e+02 +3.498135809e+02 -6.501864191e+02 -6.501864191e+02 +2.1752e-01 -2.2586e+00 +1.3838e-01 +2.5801e+00 -1.3777e+00 +2.6586e+00 +2.7466e-01 +1.3375e+00 -1.0489e+00 +5.0663e-01 -1.5041e+00 +2.6402e+00 -5.4233e+00 +2.0605e+00 -4.5568e+00 -2.5947e+00 -5.4118e-01 +2.0539e+00 -3.3005e+00 -2.3461e+00
328 +2.428603361e+02 +2.428603361e+02 -7.571396639e+02 -7.571396639e+02 -3.1972e-01 -2.5797e+00 -2.8823e-01 +1.1870e+00 -4.2531e-01 +2.0425e+00 +1.3219e+00 -3.4531e+00 -1.0855e+00 +2.0850e+00 -5.2203e-01 +2.9865e+00 -3.5842e+00 +2.5910e+00 -2.2716e+00 -1.2874e+00 -2.8737e+00 +1.6833e+00 -2.3515e+00 -2.2165e+00
745 +1.445857699e+02 +1.445857699e+02 -8.554142301e+02 -8.554142301e+02 +2.0617e+00 -4.7174e-01 -2.0454e+00 +1.3194e+00 -1.1523e+00 +1.7113e+00 +1.3359e+00 +1.8671e+00 -1.9404e+00 +3.1190e+00 -1.3231e+00 +3.0085e+00 -4.6072e+00 +3.0879e+00 -4.6881e+00 -2.7232e+00 -2.0008e+00 +9.2868e-01 -1.9489e+00 -2.3874e+00
1910 +8.980657032e+01 +8.980657032e+01 -9.101934297e+02 -9.101934297e+02 -1.7275e+00 +5.1695e-01 -1.7593e+00 +1.8338e-01 -2.5060e+00 +2.7706e+00 +1.1945e+00 +1.9217e+00 -1.9715e+00 +3.4019e+00 -7.0521e-01 +2.7565e+00 -4.8650e+00 +3.5489e+00 -2.7724e+00 -2.3342e+00 -2.6998e+00 +5.8921e-01 -2.6505e+00 -2.0138e+00
2122 +5.828983279e+01 +5.828983279e+01 -9.417101672e+02 -9.417101672e+02 -1.7548e+00 +3.7440e-01 -1.8036e+00 +2.8941e-01 -2.5434e+00 +2.7434e+00 +1.0989e+00 +1.9464e+00 -1.8900e+00 +3.3815e+00 -7.4316e-01 +2.8076e+00 -4.9502e+00 +3.5527e+00 -2.7375e+00 -2.3033e+00 -2.8123e+00 +6.6900e-01 -2.6558e+00 -2.0056e+00
10242 +3.855912827e+01 +3.855912827e+01 -9.614408717e+02 -9.614408717e+02 +1.2878e-01 +2.3329e+00 -2.6864e+00 +1.9793e+00 -9.7055e-01 +4.7079e-01 +3.2612e+00 +2.3110e+00 -1.9854e+00 +2.1407e+00 -1.3431e+00 +2.8426e+00 -3.6000e+00 +3.5796e+00 -2.0669e+00 -2.7726e+00 -2.3900e+00 +1.3648e+00 -2.6403e+00 -2.3723e+00
18090 +2.503338027e+01 +2.503338027e+01 -9.749666197e+02 -9.749666197e+02 +9.7224e-02 +3.8056e-01 -2.7182e+00 +3.6573e+00 -3.4345e+00 +2.0816e+00 +3.9119e+00 +1.1969e+00 -1.9652e+00 +2.7618e+00 -1.6821e-01 +2.2599e+00 -4.1103e+00 +3.5637e+00 -3.2023e+00 -3.6244e+00 -1.5438e+00 +1.4198e+00 -2.3171e+00 -1.7569e+00
% function evaluation | noise-free fitness - Fopt (-2.091000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.285814722e+03 +1.285814722e+03 +1.264904722e+03 +1.264904722e+03 +3.0798e+00 -1.2827e+00 -3.2845e+00 +2.5492e+00 -5.2767e-01 -3.3995e+00 +7.3775e-01 +9.7795e-01 +2.3009e+00 +6.2044e-01 +2.2756e+00 -1.8525e+00 +3.1799e+00 +7.9519e-01 +2.2614e+00 -1.0415e+00 +2.7919e+00 -2.2808e-01 +3.5945e+00 +2.2021e+00
2 +9.456986438e+02 +9.456986438e+02 +9.247886438e+02 +9.247886438e+02 +4.5007e+00 -3.0609e+00 -5.7850e+00 +4.1720e+00 -2.5310e+00 +1.4210e-01 +2.1332e+00 +3.2578e+00 -1.4779e+00 +2.5493e+00 +2.9824e+00 -1.6885e+00 +6.1981e+00 +8.9796e-01 +1.5040e-02 -5.8956e-01 +2.8472e+00 -3.0552e-01 +4.7659e+00 +1.6617e+00
43 +6.269383221e+02 +6.269383221e+02 +6.060283221e+02 +6.060283221e+02 +3.2988e+00 -4.6662e+00 -2.7818e+00 +2.5174e+00 -2.5572e+00 -1.4380e+00 +2.3224e+00 -9.2983e-01 -9.3517e-01 -1.0197e-01 -4.9088e-01 -2.4596e+00 +4.8848e+00 -2.8826e+00 -6.8494e-01 +3.1257e+00 +3.3784e+00 -1.2483e+00 +2.0247e+00 +1.6294e+00
140 +3.963916151e+02 +3.963916151e+02 +3.754816151e+02 +3.754816151e+02 +4.2074e+00 -1.0982e+00 -1.1677e+00 +2.9233e+00 -2.7427e+00 -5.1805e-02 +5.9216e-01 -1.8213e+00 -6.3663e-02 -1.5312e+00 +1.7401e+00 -7.1839e-01 -1.5372e+00 -1.8133e+00 -7.8602e-01 +1.2436e+00 +8.2258e-01 -6.4667e-01 +3.3212e+00 +2.0508e-02
254 +2.344740917e+02 +2.344740917e+02 +2.135640917e+02 +2.135640917e+02 +3.0656e+00 +1.0641e-01 -1.1446e+00 +3.6865e+00 -2.5647e+00 +3.6507e-01 -3.6689e-01 -1.9590e+00 -2.2493e+00 +6.0823e-01 +1.3621e+00 +1.4407e+00 +2.9190e+00 -2.0934e+00 -2.3819e+00 +2.5346e+00 +1.2182e-01 -7.2179e-01 +3.4900e+00 +1.5196e+00
951 +1.434878540e+02 +1.434878540e+02 +1.225778540e+02 +1.225778540e+02 +4.0758e+00 +1.1653e+00 -2.2377e+00 +2.3696e+00 -1.9534e+00 +3.5153e+00 +2.0397e+00 -2.6595e+00 -3.7124e+00 -8.4498e-01 +2.5059e+00 +1.7920e+00 +3.3253e+00 -4.5656e-01 -2.8279e+00 +2.8768e+00 +1.6120e+00 +9.8861e-02 +3.2495e+00 +2.0103e+00
1431 +9.063121177e+01 +9.063121177e+01 +6.972121177e+01 +6.972121177e+01 +4.1137e+00 +2.9997e-01 -2.0723e+00 +2.1339e+00 -1.8529e+00 +3.2095e+00 +1.8954e+00 -2.6260e+00 -4.3151e+00 -1.4650e+00 +2.5797e+00 +1.8195e+00 +3.0137e+00 -6.2882e-01 -3.3091e+00 +3.5936e+00 +1.8314e+00 +1.6554e-01 +3.7025e+00 +1.9368e+00
1682 +6.228686911e+01 +6.228686911e+01 +4.137686911e+01 +4.137686911e+01 +4.2760e+00 +3.1630e-01 -1.8461e+00 +2.1921e+00 -1.9241e+00 +2.9995e+00 +1.8122e+00 -2.8194e+00 -4.3548e+00 -1.3911e+00 +2.6025e+00 +1.7991e+00 +2.9742e+00 -6.4573e-01 -3.3409e+00 +3.6017e+00 +1.6376e+00 +2.0025e-01 +3.6826e+00 +2.0019e+00
17861 +3.662004891e+01 +3.662004891e+01 +1.571004891e+01 +1.571004891e+01 +1.0286e+00 +2.0501e+00 -2.8986e-01 +7.2456e-01 -2.9501e-01 +1.5831e+00 -2.5608e-01 -2.8433e+00 -4.3705e+00 -1.4907e+00 +2.0390e+00 +2.7145e-01 +2.4766e+00 -1.1195e+00 -2.8088e+00 +2.2729e+00 +2.0709e+00 +1.7106e-01 +2.5984e+00 +1.7072e+00
47936 +2.492097104e+01 +2.492097104e+01 +4.010971044e+00 +4.010971044e+00 +2.0877e+00 +1.1274e+00 -3.1708e-01 +2.2243e+00 -2.6757e+00 +1.5623e+00 +1.2071e+00 -1.4272e+00 -3.7238e+00 -1.4391e+00 +9.6202e-01 +8.0120e-01 +2.4677e+00 -2.0579e+00 -3.7162e+00 +2.7228e+00 +1.6507e+00 +5.7701e-01 +4.0924e+00 +1.3652e+00
132941 +1.533229367e+01 +1.533229367e+01 -5.577706331e+00 -5.577706331e+00 +1.0770e+00 +1.1437e+00 +6.6349e-01 +2.2214e+00 -2.6597e+00 +2.3663e+00 -2.4251e-01 -2.0681e+00 -4.3587e+00 -1.4541e+00 +2.0061e+00 +2.7203e-01 +1.4865e+00 -1.5754e+00 -3.2661e+00 +2.7126e+00 +1.1955e+00 +5.7391e-01 +3.3229e+00 +1.3777e+00
133521 +9.986620646e+00 +9.986620646e+00 -1.092337935e+01 -1.092337935e+01 +1.0981e+00 +1.1248e+00 +6.3541e-01 +2.2056e+00 -2.6916e+00 +2.3721e+00 -2.0328e-01 -2.0891e+00 -4.3827e+00 -1.4427e+00 +2.0167e+00 +2.6189e-01 +1.4822e+00 -1.5695e+00 -3.3030e+00 +2.7376e+00 +1.2086e+00 +5.7215e-01 +3.3204e+00 +1.3583e+00
% function evaluation | noise-free fitness - Fopt (1.150000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.728924422e+02 +7.728924422e+02 +7.843924422e+02 +7.843924422e+02 -1.8411e+00 -4.7132e-01 -2.2630e+00 -8.4474e-01 -3.5509e+00 -4.7617e-01 -3.8758e+00 +4.9111e-01 -2.9888e+00 -3.1316e+00 +1.7549e+00 +2.3539e+00 +2.7065e+00 -3.7570e-01 -3.1449e+00 -2.6375e+00 +2.1962e+00 -9.8056e-01 -2.6813e+00 -2.1283e+00
50 +5.768464703e+02 +5.768464703e+02 +5.883464703e+02 +5.883464703e+02 -9.2773e-01 -1.2985e-01 -1.8080e+00 -5.8591e-01 -2.3449e+00 +3.8624e-01 -4.5326e+00 +3.1976e+00 -6.1009e-01 -3.6108e+00 -6.0283e-01 -3.8884e+00 +3.1036e+00 -5.3435e-01 -4.2851e+00 +6.9063e-01 +1.9844e+00 -2.6246e+00 -4.1026e+00 -4.2329e+00
