% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
101911 +1.473706026e-05 +1.473706026e-05 +2.510001474e+01 +2.510001474e+01 -1.6096e-01 -2.1550e-01 +6.9885e-01 -1.3909e+00 -4.0333e-01 +3.4849e-01 -1.8152e-01 -3.3601e-01 +1.6123e-01 -7.7247e-02 -9.4281e-01 -1.1915e-01 +4.3248e-01 +1.2893e-01 -4.1594e-02 +3.9686e-01 -7.5429e-02 +6.8712e-01 -2.0927e-01 -5.0285e-01
102532 +9.240368026e-06 +9.240368026e-06 +2.510000924e+01 +2.510000924e+01 -1.6130e-01 -2.1526e-01 +6.9878e-01 -1.3911e+00 -4.0357e-01 +3.4839e-01 -1.8178e-01 -3.3586e-01 +1.6119e-01 -7.7218e-02 -9.4330e-01 -1.1898e-01 +4.3199e-01 +1.2929e-01 -4.1444e-02 +3.9699e-01 -7.5544e-02 +6.8715e-01 -2.0921e-01 -5.0340e-01
103462 +5.615236901e-06 +5.615236901e-06 +2.510000562e+01 +2.510000562e+01 -1.6179e-01 -2.1480e-01 +6.9892e-01 -1.3914e+00 -4.0401e-01 +3.4843e-01 -1.8216e-01 -3.3552e-01 +1.6109e-01 -7.7226e-02 -9.4412e-01 -1.1884e-01 +4.3106e-01 +1.3011e-01 -4.1340e-02 +3.9724e-01 -7.5486e-02 +6.8722e-01 -2.0908e-01 -5.0452e-01
104541 +3.601877790e-06 +3.601877790e-06 +2.510000360e+01 +2.510000360e+01 -1.6117e-01 -2.1533e-01 +6.9881e-01 -1.3910e+00 -4.0361e-01 +3.4849e-01 -1.8167e-01 -3.3585e-01 +1.6118e-01 -7.7229e-02 -9.4318e-01 -1.1908e-01 +4.3208e-01 +1.2918e-01 -4.1526e-02 +3.9700e-01 -7.5460e-02 +6.8720e-01 -2.0927e-01 -5.0327e-01
105260 +2.401734477e-06 +2.401734477e-06 +2.510000240e+01 +2.510000240e+01 -1.6140e-01 -2.1512e-01 +6.9883e-01 -1.3911e+00 -4.0374e-01 +3.4846e-01 -1.8189e-01 -3.3578e-01 +1.6113e-01 -7.7223e-02 -9.4353e-01 -1.1899e-01 +4.3173e-01 +1.2952e-01 -4.1438e-02 +3.9707e-01 -7.5528e-02 +6.8716e-01 -2.0922e-01 -5.0374e-01
105991 +1.355788093e-06 +1.355788093e-06 +2.510000136e+01 +2.510000136e+01 -1.6154e-01 -2.1501e-01 +6.9885e-01 -1.3912e+00 -4.0386e-01 +3.4843e-01 -1.8198e-01 -3.3569e-01 +1.6114e-01 -7.7206e-02 -9.4375e-01 -1.1895e-01 +4.3150e-01 +1.2973e-01 -4.1391e-02 +3.9712e-01 -7.5505e-02 +6.8718e-01 -2.0920e-01 -5.0400e-01
106547 +9.203596782e-07 +9.203596782e-07 +2.510000092e+01 +2.510000092e+01 -1.6138e-01 -2.1514e-01 +6.9883e-01 -1.3911e+00 -4.0374e-01 +3.4846e-01 -1.8184e-01 -3.3576e-01 +1.6116e-01 -7.7242e-02 -9.4350e-01 -1.1899e-01 +4.3174e-01 +1.2951e-01 -4.1438e-02 +3.9708e-01 -7.5492e-02 +6.8718e-01 -2.0922e-01 -5.0369e-01
107474 +5.993210586e-07 +5.993210586e-07 +2.510000060e+01 +2.510000060e+01 -1.6141e-01 -2.1511e-01 +6.9885e-01 -1.3912e+00 -4.0377e-01 +3.4845e-01 -1.8188e-01 -3.3576e-01 +1.6114e-01 -7.7213e-02 -9.4354e-01 -1.1899e-01 +4.3170e-01 +1.2954e-01 -4.1447e-02 +3.9708e-01 -7.5497e-02 +6.8716e-01 -2.0921e-01 -5.0374e-01
108818 +2.820152218e-07 +2.820152218e-07 +2.510000028e+01 +2.510000028e+01 -1.6141e-01 -2.1511e-01 +6.9883e-01 -1.3912e+00 -4.0376e-01 +3.4845e-01 -1.8188e-01 -3.3574e-01 +1.6115e-01 -7.7228e-02 -9.4355e-01 -1.1899e-01 +4.3169e-01 +1.2955e-01 -4.1435e-02 +3.9707e-01 -7.5499e-02 +6.8717e-01 -2.0923e-01 -5.0374e-01
109643 +2.123401224e-07 +2.123401224e-07 +2.510000021e+01 +2.510000021e+01 -1.6138e-01 -2.1514e-01 +6.9883e-01 -1.3911e+00 -4.0372e-01 +3.4845e-01 -1.8184e-01 -3.3576e-01 +1.6115e-01 -7.7232e-02 -9.4349e-01 -1.1900e-01 +4.3175e-01 +1.2949e-01 -4.1443e-02 +3.9705e-01 -7.5495e-02 +6.8716e-01 -2.0924e-01 -5.0367e-01
110141 +1.345950800e-07 +1.345950800e-07 +2.510000013e+01 +2.510000013e+01 -1.6132e-01 -2.1519e-01 +6.9882e-01 -1.3911e+00 -4.0368e-01 +3.4846e-01 -1.8180e-01 -3.3580e-01 +1.6116e-01 -7.7229e-02 -9.4341e-01 -1.1902e-01 +4.3183e-01 +1.2941e-01 -4.1463e-02 +3.9703e-01 -7.5498e-02 +6.8716e-01 -2.0926e-01 -5.0355e-01
110896 +8.620273206e-08 +8.620273206e-08 +2.510000009e+01 +2.510000009e+01 -1.6136e-01 -2.1515e-01 +6.9883e-01 -1.3911e+00 -4.0372e-01 +3.4846e-01 -1.8183e-01 -3.3577e-01 +1.6115e-01 -7.7227e-02 -9.4346e-01 -1.1902e-01 +4.3177e-01 +1.2947e-01 -4.1453e-02 +3.9705e-01 -7.5498e-02 +6.8716e-01 -2.0924e-01 -5.0363e-01
112675 +5.224866939e-08 +5.224866939e-08 +2.510000005e+01 +2.510000005e+01 -1.6133e-01 -2.1518e-01 +6.9882e-01 -1.3911e+00 -4.0369e-01 +3.4846e-01 -1.8180e-01 -3.3579e-01 +1.6116e-01 -7.7232e-02 -9.4341e-01 -1.1902e-01 +4.3182e-01 +1.2942e-01 -4.1461e-02 +3.9704e-01 -7.5492e-02 +6.8716e-01 -2.0925e-01 -5.0357e-01
113247 +3.663273418e-08 +3.663273418e-08 +2.510000004e+01 +2.510000004e+01 -1.6131e-01 -2.1519e-01 +6.9881e-01 -1.3911e+00 -4.0368e-01 +3.4846e-01 -1.8179e-01 -3.3580e-01 +1.6116e-01 -7.7232e-02 -9.4339e-01 -1.1903e-01 +4.3184e-01 +1.2940e-01 -4.1467e-02 +3.9703e-01 -7.5497e-02 +6.8715e-01 -2.0926e-01 -5.0353e-01
113611 +2.403247734e-08 +2.403247734e-08 +2.510000002e+01 +2.510000002e+01 -1.6135e-01 -2.1516e-01 +6.9882e-01 -1.3911e+00 -4.0371e-01 +3.4845e-01 -1.8182e-01 -3.3578e-01 +1.6116e-01 -7.7229e-02 -9.4344e-01 -1.1902e-01 +4.3179e-01 +1.2945e-01 -4.1459e-02 +3.9704e-01 -7.5497e-02 +6.8716e-01 -2.0924e-01 -5.0360e-01
114423 +1.554616347e-08 +1.554616347e-08 +2.510000002e+01 +2.510000002e+01 -1.6134e-01 -2.1516e-01 +6.9882e-01 -1.3911e+00 -4.0370e-01 +3.4846e-01 -1.8182e-01 -3.3578e-01 +1.6116e-01 -7.7230e-02 -9.4344e-01 -1.1902e-01 +4.3179e-01 +1.2945e-01 -4.1460e-02 +3.9705e-01 -7.5496e-02 +6.8716e-01 -2.0925e-01 -5.0360e-01
115627 +9.710294790e-09 +9.710294790e-09 +2.510000001e+01 +2.510000001e+01 -1.6132e-01 -2.1518e-01 +6.9881e-01 -1.3911e+00 -4.0368e-01 +3.4846e-01 -1.8179e-01 -3.3579e-01 +1.6116e-01 -7.7230e-02 -9.4340e-01 -1.1903e-01 +4.3184e-01 +1.2940e-01 -4.1468e-02 +3.9703e-01 -7.5496e-02 +6.8715e-01 -2.0926e-01 -5.0354e-01
% function evaluation | noise-free fitness - Fopt (-8.756000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.622292547e+05 +2.622292547e+05 +2.621416947e+05 +2.621416947e+05 -3.0438e+00 +3.8260e+00 +4.2055e+00 -4.7968e-01 -3.6408e+00 -3.3145e+00 -1.8072e+00 +2.9727e+00 +4.0001e-01 +8.3650e-01 +3.3677e+00 -3.4702e+00 +2.3449e+00 +3.2965e+00 +2.3726e+00 -4.9961e-01 +2.1798e-01 +4.4856e+00 +5.6785e-01 -2.5246e+00
5 +1.913413293e+05 +1.913413293e+05 +1.912537693e+05 +1.912537693e+05 +2.8685e+00 -4.0753e+00 -1.0389e+00 -3.1208e+00 -1.2746e+00 +9.6395e-01 -4.7112e+00 -3.8964e+00 +1.8616e+00 +7.0589e-01 +8.6961e-01 -2.3907e+00 -4.6457e-01 +1.5028e-01 +3.9105e+00 +5.9766e-01 +1.3979e+00 +3.5120e+00 +3.1896e+00 -2.1282e+00
61 +1.309449000e+05 +1.309449000e+05 +1.308573400e+05 +1.308573400e+05 +4.5516e-02 +3.3258e+00 +2.8508e-01 -2.3136e+00 +3.7037e+00 -3.7827e+00 +7.7148e-01 -1.3937e+00 +7.2613e-01 +6.8112e-01 +2.7920e+00 +6.5612e-01 -2.9662e+00 -4.4672e+00 +3.0831e+00 -3.0785e+00 -5.2060e-01 -1.9610e+00 -2.6018e+00 -1.4672e-01
225 +9.211100012e+04 +9.211100012e+04 +9.202344012e+04 +9.202344012e+04 +1.2674e+00 -4.4921e+00 +1.3746e+00 -2.6198e+00 +6.2836e-01 -1.2286e+00 +3.1245e+00 -4.7006e-01 -2.0621e+00 -2.5556e+00 +2.0913e+00 -3.2074e-01 -7.8842e-01 +3.0185e-02 +3.3759e-02 -4.4123e-01 +1.7906e+00 -1.4545e-01 +3.7059e+00 +5.3321e+00
274 +4.900167941e+04 +4.900167941e+04 +4.891411941e+04 +4.891411941e+04 -1.5339e+00 +2.5570e+00 -9.6875e-02 +1.0059e+00 -8.0710e-01 +6.2779e-01 +1.6262e-01 -3.1114e+00 -2.4005e+00 -3.8881e+00 -5.8142e-01 -5.8854e-01 -8.3270e-01 +4.1060e+00 -1.6885e-01 -3.1778e-01 +1.7235e+00 +4.3250e-01 +1.7567e+00 -1.2364e+00
628 +2.042462546e+04 +2.042462546e+04 +2.033706546e+04 +2.033706546e+04 -2.1854e+00 -2.5413e+00 +2.4464e+00 -2.0676e+00 +5.2564e+00 -2.2332e+00 +1.2842e-01 -1.6171e+00 -3.4023e+00 +3.7432e+00 +2.4453e+00 +2.7675e-01 -3.6126e+00 -7.4913e-01 +2.4050e+00 -8.0450e-01 +2.1361e+00 -9.9705e-01 -3.1741e+00 -8.0679e-02
1223 +1.381378053e+04 +1.381378053e+04 +1.372622053e+04 +1.372622053e+04 +9.2212e-01 +2.2321e+00 -1.4290e+00 -3.3872e-01 -2.3425e+00 -1.4048e-01 +2.4212e-01 +1.5879e+00 +9.6461e-01 -2.0652e+00 -7.6352e-01 -3.8917e-01 +3.3159e+00 -3.2600e-01 +9.4379e-01 +3.2451e+00 -7.7879e-01 +3.3360e+00 +3.0468e+00 +1.9305e-01
1325 +9.974305063e+03 +9.974305063e+03 +9.886745063e+03 +9.886745063e+03 -1.7940e+00 +2.7443e+00 -2.7306e-01 +1.1005e+00 -1.6056e+00 -1.6822e+00 +1.5728e+00 +1.3542e+00 +1.1362e+00 -1.0075e+00 +4.5851e-01 -2.1754e-01 +8.1113e-02 -1.5946e-01 -4.1514e-01 -2.7262e-02 +1.3145e+00 +2.6135e-01 +9.2851e-01 +1.4113e+00
1573 +5.944128502e+03 +5.944128502e+03 +5.856568502e+03 +5.856568502e+03 -4.2095e-01 -3.0793e-01 +9.7850e-01 +1.0717e+00 -6.3815e-01 +1.6395e-01 -1.8713e+00 +2.0004e+00 -9.5755e-01 +5.1334e-01 -6.6832e-01 +1.3650e+00 +1.5871e+00 +6.1258e-01 -2.2619e-01 -3.5832e-01 +5.8429e-01 -1.3759e+00 -1.7207e+00 +2.8255e-01
2265 +3.386690536e+03 +3.386690536e+03 +3.299130536e+03 +3.299130536e+03 +1.8501e+00 -1.4366e-01 +1.7718e+00 -1.0422e+00 +1.0008e+00 -2.5459e+00 -6.8619e-01 +1.5924e-01 -2.8297e-01 +1.7802e-01 -1.3223e+00 -1.2770e-01 -5.0498e-01 -1.2920e+00 -9.1794e-01 +5.6446e-02 +1.4722e-01 +1.5956e-01 -6.5545e-01 -3.6908e-01
2333 +1.179704840e+03 +1.179704840e+03 +1.092144840e+03 +1.092144840e+03 -1.3713e+00 -4.5635e-01 +5.8751e-01 +6.8404e-01 +6.2974e-01 +5.4842e-01 -1.0405e+00 -1.2818e+00 -9.7219e-01 +2.8498e-01 -9.5099e-01 +3.6592e-01 -1.1689e+00 +3.6291e-01 +1.1264e+00 +3.6741e-01 +4.5841e-01 +9.3091e-01 +2.2236e-01 +7.2221e-01
3062 +7.777856592e+02 +7.777856592e+02 +6.902256592e+02 +6.902256592e+02 -5.4672e-01 -2.6917e-01 +6.8009e-01 -6.4678e-01 +4.6081e-01 -6.4627e-01 -9.3147e-01 -8.0775e-01 -3.7197e-01 +6.1037e-01 -1.9866e-01 +1.6116e+00 -1.1039e+00 -2.5378e-01 -1.8126e-01 -1.7092e-01 +2.0387e-01 +1.2578e-01 +1.1961e+00 -1.1722e-01
3819 +5.564422654e+02 +5.564422654e+02 +4.688822654e+02 +4.688822654e+02 +2.0729e-02 -4.5898e-01 -5.0339e-01 +1.0687e+00 -7.3672e-02 +1.1069e-01 -1.0950e+00 +6.3541e-01 +9.1596e-01 -4.5662e-01 -9.8597e-03 +6.2857e-01 -4.8544e-01 -6.6763e-01 -1.1807e-01 +2.5976e-01 -6.4446e-01 +2.0584e-01 +7.5251e-01 +8.6638e-01
4548 +3.656582800e+02 +3.656582800e+02 +2.780982800e+02 +2.780982800e+02 -3.7517e-01 +2.9777e-01 -2.1790e-01 +3.9681e-01 +5.8815e-01 -7.4419e-01 -5.6403e-01 +8.5823e-01 -7.2742e-02 -4.3597e-02 +5.8223e-01 -7.6968e-02 -1.4740e-01 -6.1111e-01 -9.0093e-01 +4.9893e-01 -3.3968e-01 +3.4686e-01 +4.5449e-01 +6.1481e-01
5227 +1.958035381e+02 +1.958035381e+02 +1.082435381e+02 +1.082435381e+02 +6.0486e-02 -7.0566e-01 -5.2694e-01 +6.8038e-03 -9.2972e-02 -6.5486e-01 -8.0730e-01 -6.1092e-01 -1.8148e-01 -5.6132e-01 +1.4947e-01 -2.6071e-01 +3.0487e-01 -5.6200e-01 -2.1323e-01 +5.8586e-01 -7.5136e-01 +9.3591e-02 -1.6525e-02 +9.1612e-01
6308 +1.276521845e+02 +1.276521845e+02 +4.009218449e+01 +4.009218449e+01 +1.0497e-01 -3.9765e-01 -2.3009e-01 +8.0671e-01 +3.9138e-01 -6.1630e-01 -1.1201e+00 +4.4534e-01 -5.0466e-02 -1.0296e-01 +3.2971e-02 -2.2997e-02 +1.9493e-01 +8.9578e-02 -1.5042e-01 +1.0600e+00 -5.0313e-01 +3.1305e-01 +4.2804e-01 +6.4773e-01
7004 +9.288761812e+01 +9.288761812e+01 +5.327618117e+00 +5.327618117e+00 +2.6313e-01 -5.8666e-02 -1.8702e-01 -3.8506e-03 -5.9881e-02 -7.8395e-01 -1.0656e+00 +4.6136e-01 -4.5908e-01 -8.3663e-01 +1.6685e-01 +3.4940e-01 -8.7765e-02 +2.1957e-02 -7.7296e-01 +8.1026e-01 -4.1229e-01 +3.9851e-01 +4.2863e-01 +5.1079e-01
8411 +6.185713620e+01 +6.185713620e+01 -2.570286380e+01 -2.570286380e+01 +2.1149e-01 -1.2995e-01 -5.9680e-01 +2.5533e-01 +3.4330e-01 -8.5640e-01 -1.1179e+00 +4.1454e-01 -6.0251e-02 -2.2705e-01 -4.4450e-02 -8.9742e-02 +4.8648e-01 +9.1035e-02 +2.3064e-01 +5.9277e-01 +1.3810e-02 +2.9638e-01 +2.9822e-01 +6.2275e-01
9429 +3.471075437e+01 +3.471075437e+01 -5.284924563e+01 -5.284924563e+01 -3.2203e-02 -1.4925e-01 -5.5773e-01 +3.1684e-01 +2.7537e-01 -6.8764e-01 -1.2988e+00 +4.6441e-01 -4.7623e-02 -4.7266e-01 -1.7884e-01 +1.3615e-01 +2.4993e-01 +6.3429e-02 -2.9689e-01 +4.4750e-01 -3.6460e-02 +4.3377e-01 +2.1582e-01 +6.0346e-01
11185 +2.469059869e+01 +2.469059869e+01 -6.286940131e+01 -6.286940131e+01 +4.8472e-02 -1.0142e-01 -5.0207e-01 +3.4989e-01 +9.5375e-02 -6.9046e-01 -1.2245e+00 +3.5350e-01 -6.3207e-02 -4.9195e-01 -1.2806e-01 +1.1088e-01 +5.0019e-01 +1.1157e-01 -3.6110e-01 +6.0348e-01 -2.3385e-01 +5.3764e-01 +1.1767e-01 +6.5699e-01
19147 +1.570498356e+01 +1.570498356e+01 -7.185501644e+01 -7.185501644e+01 -7.8649e-02 +6.0860e-02 -5.0941e-01 +3.8293e-01 +2.5718e-01 -8.2216e-01 -9.5397e-01 +1.1175e-01 +1.9010e-01 -4.3655e-01 -1.8991e-01 +2.8473e-02 +4.8801e-01 +3.1469e-01 +1.0566e-01 +5.5753e-01 +2.5494e-02 +5.0575e-01 +3.6862e-02 +8.3149e-01
36192 +9.994842410e+00 +9.994842410e+00 -7.756515759e+01 -7.756515759e+01 -4.4611e-01 -3.3682e-01 -5.3269e-02 +2.8178e-01 +2.7985e-01 +3.6693e-02 -2.2762e-01 -7.8637e-01 +6.1377e-01 +2.0491e-01 -6.5797e-01 -4.3863e-02 +7.0080e-01 +4.5642e-01 +5.1541e-01 +6.4436e-01 -2.7279e-01 +4.3243e-01 -1.2629e-01 +5.0514e-01
51843 +6.264610342e+00 +6.264610342e+00 -8.129538966e+01 -8.129538966e+01 -3.9895e-01 -1.0034e-01 +1.4805e-01 +1.5113e-01 +2.0576e-01 +4.2819e-01 +3.9154e-01 -8.9726e-01 +1.0730e+00 +4.9279e-01 -3.4406e-01 +2.7923e-01 +2.1834e-01 +5.6909e-01 +1.5253e-01 -6.9654e-02 -4.9097e-01 +4.6261e-01 +2.9935e-03 +4.7577e-01
62351 +3.967993638e+00 +3.967993638e+00 -8.359200636e+01 -8.359200636e+01 -5.0519e-01 +1.0444e-01 +2.2206e-01 +1.6197e-01 -7.5872e-02 +5.3266e-01 +8.0241e-01 -9.7413e-01 +9.4064e-01 +1.4394e-01 -2.7208e-01 +1.3882e-01 -1.6481e-02 +5.6213e-01 +9.0115e-02 -4.3589e-01 -3.4211e-01 +3.1933e-01 +1.4412e-01 +2.3614e-01
67665 +2.424364331e+00 +2.424364331e+00 -8.513563567e+01 -8.513563567e+01 -3.8774e-01 +2.5195e-01 +2.2116e-01 +1.2253e-01 -3.4632e-01 +6.8107e-01 +1.0867e+00 -8.4237e-01 +7.6418e-01 +9.5575e-02 -2.6999e-01 +8.3883e-02 +5.6349e-03 +5.2354e-01 +1.0596e-01 -5.1500e-01 -4.4555e-02 +6.1696e-02 +2.0628e-01 +1.4999e-02
70913 +1.579301607e+00 +1.579301607e+00 -8.598069839e+01 -8.598069839e+01 -2.9706e-01 +3.1307e-01 +2.5923e-01 +9.1838e-02 -4.0698e-01 +7.5848e-01 +1.1583e+00 -7.0771e-01 +7.0935e-01 +1.7104e-01 -2.5493e-01 +5.6604e-02 -1.6389e-02 +4.5852e-01 +1.8288e-01 -5.4549e-01 +1.1068e-01 -6.3854e-02 +2.0347e-01 -1.3313e-01
73599 +9.967357324e-01 +9.967357324e-01 -8.656326427e+01 -8.656326427e+01 -2.3372e-01 +3.2377e-01 +2.5720e-01 +6.3969e-02 -4.0671e-01 +7.8511e-01 +1.1689e+00 -6.2292e-01 +6.6195e-01 +2.3467e-01 -2.3073e-01 +1.9408e-02 -1.8917e-02 +3.9512e-01 +2.5609e-01 -5.7042e-01 +1.5053e-01 -1.4507e-01 +1.6171e-01 -1.9751e-01
76187 +6.124652324e-01 +6.124652324e-01 -8.694753477e+01 -8.694753477e+01 -1.7715e-01 +3.2906e-01 +2.7507e-01 +3.9454e-02 -3.9071e-01 +8.0829e-01 +1.2028e+00 -5.5652e-01 +5.9323e-01 +3.0470e-01 -1.9658e-01 -3.2353e-02 -5.9342e-02 +3.2733e-01 +3.2664e-01 -6.1056e-01 +2.0003e-01 -2.3084e-01 +8.7308e-02 -2.7568e-01
78804 +3.957540862e-01 +3.957540862e-01 -8.716424591e+01 -8.716424591e+01 -1.4078e-01 +3.2180e-01 +2.7759e-01 +2.4405e-02 -3.7191e-01 +8.1682e-01 +1.2188e+00 -5.1911e-01 +5.5471e-01 +3.4519e-01 -1.7225e-01 -5.7181e-02 -8.6061e-02 +2.9907e-01 +3.6499e-01 -6.3894e-01 +2.2240e-01 -2.6906e-01 +4.1481e-02 -3.0724e-01
80972 +2.261128791e-01 +2.261128791e-01 -8.733388712e+01 -8.733388712e+01 -9.4832e-02 +3.0595e-01 +3.0088e-01 -1.4027e-02 -3.3518e-01 +8.2324e-01 +1.2339e+00 -4.7269e-01 +4.6391e-01 +4.1787e-01 -1.3708e-01 -9.2448e-02 -1.4719e-01 +2.4790e-01 +4.2708e-01 -6.7320e-01 +2.6100e-01 -3.3084e-01 -4.6632e-02 -3.6706e-01
82215 +1.442270831e-01 +1.442270831e-01 -8.741577292e+01 -8.741577292e+01 -5.6695e-02 +2.9442e-01 +3.1604e-01 -5.2892e-02 -2.9515e-01 +8.2616e-01 +1.2471e+00 -4.5096e-01 +3.6666e-01 +4.7500e-01 -1.0763e-01 -1.1834e-01 -2.2596e-01 +1.9961e-01 +4.8548e-01 -7.1189e-01 +2.8850e-01 -3.8088e-01 -1.2986e-01 -4.0818e-01
83475 +9.892596828e-02 +9.892596828e-02 -8.746107403e+01 -8.746107403e+01 -4.8678e-02 +2.8117e-01 +3.2603e-01 -6.9853e-02 -2.7652e-01 +8.2295e-01 +1.2431e+00 -4.4477e-01 +3.3352e-01 +5.0229e-01 -9.6188e-02 -1.3284e-01 -2.5003e-01 +1.8008e-01 +5.0828e-01 -7.1878e-01 +3.0091e-01 -3.9856e-01 -1.5881e-01 -4.2115e-01
85083 +6.135290267e-02 +6.135290267e-02 -8.749864710e+01 -8.749864710e+01 -3.9834e-02 +2.7538e-01 +3.3213e-01 -7.6669e-02 -2.6805e-01 +8.2677e-01 +1.2463e+00 -4.4328e-01 +3.1603e-01 +5.1658e-01 -8.4973e-02 -1.3586e-01 -2.6516e-01 +1.7430e-01 +5.1731e-01 -7.2282e-01 +2.9941e-01 -4.0376e-01 -1.8160e-01 -4.3291e-01
86616 +3.883399006e-02 +3.883399006e-02 -8.752116601e+01 -8.752116601e+01 -2.2530e-02 +2.6213e-01 +3.4216e-01 -1.0031e-01 -2.3928e-01 +8.2377e-01 +1.2483e+00 -4.3343e-01 +2.5450e-01 +5.5743e-01 -6.3035e-02 -1.5194e-01 -3.1199e-01 +1.5253e-01 +5.5039e-01 -7.4561e-01 +3.1898e-01 -4.3557e-01 -2.3072e-01 -4.5318e-01
88042 +2.453493394e-02 +2.453493394e-02 -8.753546507e+01 -8.753546507e+01 -2.1635e-02 +2.6107e-01 +3.4678e-01 -1.0094e-01 -2.3834e-01 +8.2529e-01 +1.2506e+00 -4.3517e-01 +2.4605e-01 +5.6366e-01 -6.1963e-02 -1.5405e-01 -3.2012e-01 +1.5116e-01 +5.5365e-01 -7.4499e-01 +3.1955e-01 -4.3603e-01 -2.4048e-01 -4.5762e-01
89203 +1.499542009e-02 +1.499542009e-02 -8.754500458e+01 -8.754500458e+01 -8.9621e-03 +2.4940e-01 +3.5615e-01 -1.1904e-01 -2.1712e-01 +8.2260e-01 +1.2501e+00 -4.2921e-01 +2.0148e-01 +5.9119e-01 -4.5453e-02 -1.6358e-01 -3.5590e-01 +1.3247e-01 +5.7424e-01 -7.5913e-01 +3.2899e-01 -4.5512e-01 -2.7665e-01 -4.7360e-01
90452 +9.903914133e-03 +9.903914133e-03 -8.755009609e+01 -8.755009609e+01 -5.3861e-03 +2.4632e-01 +3.5897e-01 -1.2577e-01 -2.1013e-01 +8.2039e-01 +1.2492e+00 -4.2787e-01 +1.8302e-01 +6.0024e-01 -4.1174e-02 -1.6839e-01 -3.6744e-01 +1.2574e-01 +5.8257e-01 -7.6257e-01 +3.3515e-01 -4.6251e-01 -2.9103e-01 -4.7808e-01
91345 +6.162972915e-03 +6.162972915e-03 -8.755383703e+01 -8.755383703e+01 -2.0527e-03 +2.4445e-01 +3.6107e-01 -1.2938e-01 -2.0654e-01 +8.1999e-01 +1.2512e+00 -4.2556e-01 +1.7315e-01 +6.0476e-01 -3.7536e-02 -1.6939e-01 -3.7723e-01 +1.2182e-01 +5.8620e-01 -7.6712e-01 +3.3674e-01 -4.6555e-01 -2.9910e-01 -4.8281e-01
92060 +3.737187122e-03 +3.737187122e-03 -8.755626281e+01 -8.755626281e+01 +8.4897e-04 +2.4285e-01 +3.6279e-01 -1.3498e-01 -2.0076e-01 +8.1942e-01 +1.2529e+00 -4.2545e-01 +1.5788e-01 +6.1309e-01 -3.5272e-02 -1.7286e-01 -3.8686e-01 +1.1697e-01 +5.9394e-01 -7.7085e-01 +3.4270e-01 -4.7190e-01 -3.1106e-01 -4.8660e-01
93448 +2.251504120e-03 +2.251504120e-03 -8.755774850e+01 -8.755774850e+01 +1.9818e-03 +2.4098e-01 +3.6468e-01 -1.3823e-01 -1.9739e-01 +8.1836e-01 +1.2527e+00 -4.2480e-01 +1.5097e-01 +6.1756e-01 -3.2359e-02 -1.7515e-01 -3.9294e-01 +1.1494e-01 +5.9809e-01 -7.7254e-01 +3.4373e-01 -4.7487e-01 -3.1717e-01 -4.8960e-01
94113 +1.580337954e-03 +1.580337954e-03 -8.755841966e+01 -8.755841966e+01 +1.0517e-03 +2.4153e-01 +3.6372e-01 -1.3566e-01 -1.9938e-01 +8.1948e-01 +1.2530e+00 -4.2540e-01 +1.5563e-01 +6.1410e-01 -3.3864e-02 -1.7380e-01 -3.8930e-01 +1.1723e-01 +5.9539e-01 -7.7135e-01 +3.4148e-01 -4.7272e-01 -3.1320e-01 -4.8826e-01
95532 +9.684245338e-04 +9.684245338e-04 -8.755903158e+01 -8.755903158e+01 +3.1186e-03 +2.3952e-01 +3.6561e-01 -1.3912e-01 -1.9545e-01 +8.1845e-01 +1.2527e+00 -4.2439e-01 +1.4629e-01 +6.1946e-01 -3.1317e-02 -1.7554e-01 -3.9658e-01 +1.1372e-01 +5.9963e-01 -7.7349e-01 +3.4380e-01 -4.7611e-01 -3.2068e-01 -4.9088e-01
96314 +5.684038667e-04 +5.684038667e-04 -8.755943160e+01 -8.755943160e+01 +5.5444e-03 +2.3779e-01 +3.6768e-01 -1.4301e-01 -1.9104e-01 +8.1832e-01 +1.2530e+00 -4.2440e-01 +1.3716e-01 +6.2507e-01 -2.8492e-02 -1.7747e-01 -4.0378e-01 +1.1095e-01 +6.0445e-01 -7.7592e-01 +3.4628e-01 -4.7956e-01 -3.2867e-01 -4.9357e-01
97336 +3.965123719e-04 +3.965123719e-04 -8.755960349e+01 -8.755960349e+01 +7.1310e-03 +2.3608e-01 +3.6869e-01 -1.4511e-01 -1.8905e-01 +8.1776e-01 +1.2532e+00 -4.2339e-01 +1.3147e-01 +6.2829e-01 -2.6585e-02 -1.7832e-01 -4.0845e-01 +1.0911e-01 +6.0645e-01 -7.7729e-01 +3.4731e-01 -4.8174e-01 -3.3325e-01 -4.9554e-01
98644 +2.143815043e-04 +2.143815043e-04 -8.755978562e+01 -8.755978562e+01 +6.9702e-03 +2.3603e-01 +3.6903e-01 -1.4545e-01 -1.8821e-01 +8.1747e-01 +1.2530e+00 -4.2357e-01 +1.3067e-01 +6.2876e-01 -2.6373e-02 -1.7837e-01 -4.0881e-01 +1.0900e-01 +6.0667e-01 -7.7730e-01 +3.4744e-01 -4.8205e-01 -3.3392e-01 -4.9576e-01
