% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
105300 +2.256822838e-04 +2.256822838e-04 +5.534022568e+01 +5.534022568e+01 +9.2416e-01 -3.9792e-01 +5.8619e-02 -2.1025e-01 +1.1580e+00 -3.5360e-01 +2.5166e-01 -4.8183e-01 +6.0000e-01 -7.1881e-01 -3.4411e-01 -3.4331e-01 -2.1726e-01 +4.9582e-01 -2.5138e-01 -2.0713e-02 -6.8149e-01 +3.5354e-01 -3.3333e-01 +1.4831e-01
106306 +1.576114704e-04 +1.576114704e-04 +5.534015761e+01 +5.534015761e+01 +9.2257e-01 -3.9944e-01 +5.8731e-02 -2.0940e-01 +1.1559e+00 -3.4880e-01 +2.5326e-01 -4.7749e-01 +6.0053e-01 -7.2041e-01 -3.4460e-01 -3.4357e-01 -2.1763e-01 +4.9717e-01 -2.5078e-01 -1.8677e-02 -6.7898e-01 +3.4728e-01 -3.3376e-01 +1.4881e-01
107121 +8.247173776e-05 +8.247173776e-05 +5.534008247e+01 +5.534008247e+01 +9.2210e-01 -3.9999e-01 +5.8722e-02 -2.0943e-01 +1.1557e+00 -3.4830e-01 +2.5350e-01 -4.7713e-01 +6.0015e-01 -7.2030e-01 -3.4477e-01 -3.4323e-01 -2.1772e-01 +4.9711e-01 -2.5060e-01 -1.8453e-02 -6.7853e-01 +3.4644e-01 -3.3379e-01 +1.4882e-01
108228 +5.848371667e-05 +5.848371667e-05 +5.534005848e+01 +5.534005848e+01 +9.2206e-01 -3.9987e-01 +5.8745e-02 -2.0967e-01 +1.1559e+00 -3.4842e-01 +2.5359e-01 -4.7729e-01 +6.0023e-01 -7.2044e-01 -3.4490e-01 -3.4330e-01 -2.1791e-01 +4.9721e-01 -2.5059e-01 -1.8483e-02 -6.7860e-01 +3.4650e-01 -3.3384e-01 +1.4888e-01
108770 +3.042799089e-05 +3.042799089e-05 +5.534003043e+01 +5.534003043e+01 +9.2206e-01 -3.9985e-01 +5.8741e-02 -2.0945e-01 +1.1558e+00 -3.4807e-01 +2.5358e-01 -4.7702e-01 +6.0029e-01 -7.2053e-01 -3.4490e-01 -3.4328e-01 -2.1779e-01 +4.9720e-01 -2.5049e-01 -1.8417e-02 -6.7859e-01 +3.4641e-01 -3.3379e-01 +1.4903e-01
109594 +2.225592089e-05 +2.225592089e-05 +5.534002226e+01 +5.534002226e+01 +9.2225e-01 -3.9964e-01 +5.8858e-02 -2.0958e-01 +1.1562e+00 -3.4893e-01 +2.5330e-01 -4.7784e-01 +6.0022e-01 -7.2031e-01 -3.4480e-01 -3.4330e-01 -2.1766e-01 +4.9705e-01 -2.5063e-01 -1.8658e-02 -6.7902e-01 +3.4745e-01 -3.3374e-01 +1.4888e-01
110629 +1.373578093e-05 +1.373578093e-05 +5.534001374e+01 +5.534001374e+01 +9.2236e-01 -3.9959e-01 +5.8876e-02 -2.0956e-01 +1.1563e+00 -3.4931e-01 +2.5318e-01 -4.7811e-01 +6.0020e-01 -7.2015e-01 -3.4480e-01 -3.4324e-01 -2.1761e-01 +4.9690e-01 -2.5070e-01 -1.8983e-02 -6.7911e-01 +3.4805e-01 -3.3370e-01 +1.4885e-01
111365 +9.733978146e-06 +9.733978146e-06 +5.534000973e+01 +5.534000973e+01 +9.2228e-01 -3.9966e-01 +5.8883e-02 -2.0950e-01 +1.1562e+00 -3.4907e-01 +2.5331e-01 -4.7798e-01 +6.0024e-01 -7.2033e-01 -3.4485e-01 -3.4329e-01 -2.1758e-01 +4.9698e-01 -2.5066e-01 -1.8836e-02 -6.7896e-01 +3.4764e-01 -3.3371e-01 +1.4885e-01
111976 +6.297345877e-06 +6.297345877e-06 +5.534000630e+01 +5.534000630e+01 +9.2226e-01 -3.9969e-01 +5.8821e-02 -2.0952e-01 +1.1561e+00 -3.4882e-01 +2.5337e-01 -4.7769e-01 +6.0024e-01 -7.2034e-01 -3.4487e-01 -3.4325e-01 -2.1761e-01 +4.9703e-01 -2.5061e-01 -1.8744e-02 -6.7888e-01 +3.4742e-01 -3.3369e-01 +1.4887e-01
112425 +3.492148963e-06 +3.492148963e-06 +5.534000349e+01 +5.534000349e+01 +9.2250e-01 -3.9952e-01 +5.8891e-02 -2.0960e-01 +1.1564e+00 -3.4951e-01 +2.5317e-01 -4.7832e-01 +6.0023e-01 -7.2021e-01 -3.4481e-01 -3.4326e-01 -2.1756e-01 +4.9686e-01 -2.5074e-01 -1.8992e-02 -6.7924e-01 +3.4832e-01 -3.3365e-01 +1.4881e-01
112642 +2.397772427e-06 +2.397772427e-06 +5.534000240e+01 +5.534000240e+01 +9.2246e-01 -3.9955e-01 +5.8914e-02 -2.0958e-01 +1.1564e+00 -3.4938e-01 +2.5325e-01 -4.7822e-01 +6.0026e-01 -7.2025e-01 -3.4482e-01 -3.4328e-01 -2.1760e-01 +4.9691e-01 -2.5071e-01 -1.8917e-02 -6.7923e-01 +3.4810e-01 -3.3367e-01 +1.4882e-01
113756 +1.308018412e-06 +1.308018412e-06 +5.534000131e+01 +5.534000131e+01 +9.2262e-01 -3.9941e-01 +5.8942e-02 -2.0958e-01 +1.1565e+00 -3.4983e-01 +2.5308e-01 -4.7861e-01 +6.0020e-01 -7.2013e-01 -3.4478e-01 -3.4325e-01 -2.1754e-01 +4.9678e-01 -2.5075e-01 -1.9163e-02 -6.7946e-01 +3.4873e-01 -3.3362e-01 +1.4878e-01
114559 +8.326232930e-07 +8.326232930e-07 +5.534000083e+01 +5.534000083e+01 +9.2247e-01 -3.9958e-01 +5.8915e-02 -2.0957e-01 +1.1564e+00 -3.4941e-01 +2.5322e-01 -4.7824e-01 +6.0022e-01 -7.2023e-01 -3.4480e-01 -3.4327e-01 -2.1759e-01 +4.9690e-01 -2.5072e-01 -1.8976e-02 -6.7923e-01 +3.4814e-01 -3.3367e-01 +1.4880e-01
115154 +5.749040994e-07 +5.749040994e-07 +5.534000057e+01 +5.534000057e+01 +9.2243e-01 -3.9957e-01 +5.8924e-02 -2.0957e-01 +1.1563e+00 -3.4935e-01 +2.5323e-01 -4.7820e-01 +6.0023e-01 -7.2027e-01 -3.4483e-01 -3.4325e-01 -2.1760e-01 +4.9692e-01 -2.5072e-01 -1.8935e-02 -6.7920e-01 +3.4808e-01 -3.3367e-01 +1.4882e-01
115748 +3.954554870e-07 +3.954554870e-07 +5.534000040e+01 +5.534000040e+01 +9.2250e-01 -3.9952e-01 +5.8929e-02 -2.0956e-01 +1.1564e+00 -3.4949e-01 +2.5318e-01 -4.7831e-01 +6.0024e-01 -7.2023e-01 -3.4483e-01 -3.4325e-01 -2.1756e-01 +4.9687e-01 -2.5074e-01 -1.9018e-02 -6.7929e-01 +3.4829e-01 -3.3366e-01 +1.4880e-01
116427 +2.258728529e-07 +2.258728529e-07 +5.534000023e+01 +5.534000023e+01 +9.2249e-01 -3.9952e-01 +5.8918e-02 -2.0958e-01 +1.1564e+00 -3.4949e-01 +2.5319e-01 -4.7832e-01 +6.0022e-01 -7.2023e-01 -3.4481e-01 -3.4325e-01 -2.1757e-01 +4.9688e-01 -2.5072e-01 -1.9009e-02 -6.7927e-01 +3.4827e-01 -3.3366e-01 +1.4880e-01
116939 +1.508708110e-07 +1.508708110e-07 +5.534000015e+01 +5.534000015e+01 +9.2248e-01 -3.9955e-01 +5.8928e-02 -2.0957e-01 +1.1564e+00 -3.4943e-01 +2.5321e-01 -4.7827e-01 +6.0022e-01 -7.2024e-01 -3.4482e-01 -3.4326e-01 -2.1758e-01 +4.9689e-01 -2.5072e-01 -1.8984e-02 -6.7926e-01 +3.4820e-01 -3.3366e-01 +1.4881e-01
117801 +9.816671565e-08 +9.816671565e-08 +5.534000010e+01 +5.534000010e+01 +9.2250e-01 -3.9953e-01 +5.8943e-02 -2.0958e-01 +1.1564e+00 -3.4953e-01 +2.5318e-01 -4.7834e-01 +6.0021e-01 -7.2023e-01 -3.4482e-01 -3.4325e-01 -2.1756e-01 +4.9688e-01 -2.5073e-01 -1.9022e-02 -6.7930e-01 +3.4831e-01 -3.3366e-01 +1.4880e-01
118356 +5.380091750e-08 +5.380091750e-08 +5.534000005e+01 +5.534000005e+01 +9.2249e-01 -3.9954e-01 +5.8930e-02 -2.0958e-01 +1.1564e+00 -3.4947e-01 +2.5320e-01 -4.7830e-01 +6.0022e-01 -7.2024e-01 -3.4482e-01 -3.4325e-01 -2.1757e-01 +4.9689e-01 -2.5072e-01 -1.8997e-02 -6.7927e-01 +3.4825e-01 -3.3366e-01 +1.4881e-01
119080 +3.584149511e-08 +3.584149511e-08 +5.534000004e+01 +5.534000004e+01 +9.2253e-01 -3.9951e-01 +5.8938e-02 -2.0958e-01 +1.1564e+00 -3.4956e-01 +2.5317e-01 -4.7838e-01 +6.0022e-01 -7.2021e-01 -3.4481e-01 -3.4325e-01 -2.1756e-01 +4.9686e-01 -2.5074e-01 -1.9036e-02 -6.7933e-01 +3.4837e-01 -3.3365e-01 +1.4880e-01
120099 +1.879649858e-08 +1.879649858e-08 +5.534000002e+01 +5.534000002e+01 +9.2253e-01 -3.9950e-01 +5.8934e-02 -2.0959e-01 +1.1564e+00 -3.4960e-01 +2.5316e-01 -4.7841e-01 +6.0021e-01 -7.2020e-01 -3.4481e-01 -3.4325e-01 -2.1756e-01 +4.9686e-01 -2.5074e-01 -1.9052e-02 -6.7934e-01 +3.4841e-01 -3.3365e-01 +1.4879e-01
120768 +1.492693968e-08 +1.492693968e-08 +5.534000001e+01 +5.534000001e+01 +9.2251e-01 -3.9953e-01 +5.8933e-02 -2.0958e-01 +1.1564e+00 -3.4951e-01 +2.5318e-01 -4.7833e-01 +6.0022e-01 -7.2022e-01 -3.4482e-01 -3.4325e-01 -2.1757e-01 +4.9688e-01 -2.5073e-01 -1.9016e-02 -6.7930e-01 +3.4830e-01 -3.3366e-01 +1.4880e-01
121619 +7.297494165e-09 +7.297494165e-09 +5.534000001e+01 +5.534000001e+01 +9.2253e-01 -3.9951e-01 +5.8936e-02 -2.0959e-01 +1.1564e+00 -3.4959e-01 +2.5316e-01 -4.7840e-01 +6.0022e-01 -7.2021e-01 -3.4481e-01 -3.4325e-01 -2.1756e-01 +4.9686e-01 -2.5074e-01 -1.9047e-02 -6.7934e-01 +3.4840e-01 -3.3366e-01 +1.4879e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.590383568e+05 +3.590383568e+05 +3.589480268e+05 +3.589480268e+05 +4.5166e+00 +4.5034e+00 -2.8524e+00 -9.2941e-01 +7.8869e-01 +2.2670e+00 -3.6369e+00 -3.8503e+00 -3.2883e+00 -1.1903e+00 +4.2227e+00 -3.6476e+00 -4.7223e+00 +2.6976e+00 +4.6709e+00 +7.2239e-01 +4.2583e+00 -4.0728e-01 -3.0741e+00 -1.1517e+00
4 +1.705770689e+05 +1.705770689e+05 +1.704867389e+05 +1.704867389e+05 +7.4278e-01 +4.7286e+00 -3.7336e+00 +4.4863e+00 -2.1356e+00 +3.1296e+00 -3.9560e+00 -1.2393e-01 -2.3972e+00 -2.7560e+00 -4.7887e+00 -1.6679e+00 -3.0674e+00 -1.6382e+00 -3.7443e+00 +4.1732e-01 -3.5989e+00 +3.3334e+00 +1.9912e+00 +3.3588e+00
9 +1.504606425e+05 +1.504606425e+05 +1.503703125e+05 +1.503703125e+05 +2.5140e+00 +4.2800e+00 +1.6142e+00 +1.5030e+00 -3.5083e+00 +3.4186e+00 -3.4065e+00 -9.6196e-01 +1.5880e+00 +2.0361e+00 -2.4706e+00 -2.9904e+00 -2.6263e+00 +2.6818e+00 -3.7277e+00 +1.7918e+00 -1.3834e+00 +1.8827e+00 +2.2715e+00 +4.3610e-02
17 +9.837760051e+04 +9.837760051e+04 +9.828727051e+04 +9.828727051e+04 -4.6726e+00 +1.3959e+00 +1.6019e+00 -2.4888e-01 +2.2569e+00 +2.1308e+00 -3.9554e-01 +5.1097e-01 +2.0161e-01 -6.0341e-01 -2.2162e-02 -1.5964e+00 -1.8909e+00 -2.7217e+00 +2.2348e-01 -3.3242e+00 -4.6739e+00 +2.8861e+00 -8.2814e-01 +8.6640e-01
231 +2.989919559e+04 +2.989919559e+04 +2.980886559e+04 +2.980886559e+04 -1.2400e+00 -6.1709e-01 -4.7306e+00 +1.6892e+00 +4.6655e-01 +3.1214e+00 -1.6834e+00 -6.8174e-01 -1.3806e+00 +4.0616e-01 +3.8683e-01 -3.7555e+00 +9.1855e-01 -2.5656e-01 +3.4134e-01 +4.9669e+00 -1.3543e+00 +2.4184e+00 -5.0349e-01 +1.9214e+00
1073 +2.320014265e+04 +2.320014265e+04 +2.310981265e+04 +2.310981265e+04 -1.0936e+00 +1.4425e+00 +1.2311e+00 +1.2848e+00 -2.1246e-01 -1.9826e+00 -1.2818e+00 +2.4514e+00 +5.2964e-01 -2.1766e+00 +1.4663e+00 -3.4025e+00 +9.7915e-01 -1.4810e+00 -3.0521e+00 +2.4982e+00 +3.3371e-01 +7.2159e-01 +2.5389e+00 +6.6767e-01
1174 +1.264923747e+04 +1.264923747e+04 +1.255890747e+04 +1.255890747e+04 +7.0375e-01 +1.7362e+00 -2.9176e+00 +1.0477e-01 +1.0911e+00 +1.0238e+00 -2.0025e+00 +1.2001e+00 -7.2486e-01 -2.8740e+00 +1.7557e+00 -9.8320e-01 +6.0063e-01 -1.9203e-01 -1.5432e+00 +1.7256e+00 +1.0909e+00 +1.8597e+00 +1.0400e+00 +2.4840e+00
1596 +6.483253370e+03 +6.483253370e+03 +6.392923370e+03 +6.392923370e+03 +1.5559e-01 +3.7457e-01 +4.8241e-01 +1.4355e+00 +4.1847e-01 +3.3241e-01 -2.6650e-01 +4.6156e-01 +5.4688e-01 +1.5285e+00 +1.7819e+00 -2.2580e-01 +5.1885e-02 +1.6182e+00 +1.2932e+00 -6.4455e-01 -8.2977e-01 +5.5884e-01 +3.5820e-01 +1.9535e-01
1633 +5.923618802e+03 +5.923618802e+03 +5.833288802e+03 +5.833288802e+03 +2.1288e-01 -7.4002e-01 -1.6541e+00 -1.1926e+00 +2.4494e-01 +5.5043e-01 -2.2708e+00 +6.5368e-01 -1.7696e+00 -1.6144e+00 +8.6410e-01 +3.7065e-01 -1.2754e-01 -1.0305e+00 -2.8709e+00 +2.0853e+00 +1.4131e-01 +2.7167e+00 -7.9611e-01 +2.4209e-01
2370 +3.063511499e+03 +3.063511499e+03 +2.973181499e+03 +2.973181499e+03 -1.1359e+00 +2.4773e-01 -2.9449e+00 +1.0316e+00 -6.9865e-01 +1.3958e-01 -1.8520e-01 -2.8495e-01 -1.1159e+00 -6.5879e-01 -1.8760e+00 +2.8585e-01 +9.8193e-01 -4.6767e-01 +1.6791e-01 +1.1211e+00 +9.4512e-01 +6.3853e-01 +8.8919e-01 +3.3170e-02
2710 +1.838516035e+03 +1.838516035e+03 +1.748186035e+03 +1.748186035e+03 -5.8612e-01 +1.3113e+00 -1.9980e-01 +1.0115e+00 -8.8969e-01 +4.1697e-01 -1.1709e+00 +8.8415e-01 +4.5841e-01 +9.0033e-01 -2.1096e+00 +1.5850e-02 -1.4831e+00 +1.1379e+00 +4.6017e-01 +5.9616e-01 -2.1518e-01 +1.3402e+00 -4.0703e-01 -6.4345e-01
3055 +1.258838522e+03 +1.258838522e+03 +1.168508522e+03 +1.168508522e+03 -1.3202e-01 +9.2504e-01 -1.1873e+00 +9.3234e-01 +4.7579e-01 +7.8709e-01 -9.5341e-01 -1.8001e-01 -2.2462e-03 -9.9690e-01 -1.9362e+00 -4.2520e-01 -9.9546e-01 -3.1654e-01 +4.6235e-02 +2.1059e+00 -6.8840e-01 +5.6422e-01 +6.6275e-02 +7.3374e-01
3836 +8.286318605e+02 +8.286318605e+02 +7.383018605e+02 +7.383018605e+02 +1.4815e-01 -8.2478e-01 +7.9561e-01 +8.1555e-01 +3.7508e-01 +9.6181e-02 +6.0641e-01 -2.7304e-01 +1.7825e-01 -8.1391e-02 -1.3895e+00 +1.1759e-01 -5.9436e-01 -1.0770e+00 -1.8779e-03 -2.0843e-01 +2.1775e-01 +9.6713e-01 -7.8382e-01 -1.2731e+00
4007 +4.930629055e+02 +4.930629055e+02 +4.027329055e+02 +4.027329055e+02 -7.0040e-02 -6.2621e-01 -9.7324e-03 +8.7605e-02 -5.3550e-01 -7.0434e-02 -5.5981e-01 +4.1239e-01 -3.7365e-01 +6.0542e-01 -6.7657e-01 -1.1115e+00 -9.3148e-01 +8.1518e-01 -6.4771e-01 -2.0086e-01 +5.4907e-01 +7.3715e-01 -1.0559e+00 -1.8076e-01
4898 +2.429487337e+02 +2.429487337e+02 +1.526187337e+02 +1.526187337e+02 +6.2171e-01 +1.6350e-01 +3.3018e-01 -1.2240e-01 -8.7144e-03 +2.0452e-01 -4.1191e-01 -3.1609e-01 +2.0107e-01 +2.5918e-01 -5.0733e-01 -4.7159e-01 -5.2831e-01 +8.3957e-01 -9.6358e-03 -1.9225e-01 -1.8237e-01 +3.0926e-01 -1.1989e+00 -1.0153e-01
5929 +1.367952980e+02 +1.367952980e+02 +4.646529804e+01 +4.646529804e+01 +1.1088e-01 +9.7111e-02 +4.0590e-01 +8.3586e-01 +2.2581e-01 +5.1989e-01 -5.4751e-01 +1.3369e-01 +2.8601e-01 +2.7175e-02 -1.0999e+00 -1.0162e-01 -7.5052e-01 +3.5544e-01 +7.9646e-02 +9.7963e-01 +6.4267e-03 +5.0565e-01 -5.3214e-01 -2.9609e-01
7701 +8.931902743e+01 +8.931902743e+01 -1.010972571e+00 -1.010972571e+00 +7.6065e-02 -3.3141e-01 +2.3475e-01 +5.7513e-01 +6.2513e-03 +1.1633e-01 -7.6116e-02 -2.2866e-01 +5.1326e-01 +1.2938e-01 -1.1014e+00 -5.5945e-01 -1.0950e+00 +5.7831e-01 +2.0621e-01 +8.2800e-01 +5.0633e-01 +5.2037e-01 -3.9378e-01 -2.8659e-01
8046 +5.359116815e+01 +5.359116815e+01 -3.673883185e+01 -3.673883185e+01 +1.4605e-01 -1.8619e-01 +3.2435e-01 +5.3312e-01 -1.5245e-02 -1.2430e-01 -9.1328e-02 -5.6971e-02 +6.0377e-01 +2.5920e-01 -1.0845e+00 -3.6868e-01 -9.8939e-01 +7.0901e-03 +2.3290e-01 +6.7485e-01 +3.6643e-01 +5.7885e-01 -5.6235e-01 -2.2557e-02
9190 +3.972478080e+01 +3.972478080e+01 -5.060521920e+01 -5.060521920e+01 +2.4881e-01 -5.8999e-02 +2.1530e-01 +5.4765e-01 +5.4363e-02 -2.1773e-01 -1.3811e-02 +2.4214e-01 +5.3837e-01 -1.4836e-02 -1.0199e+00 -4.1331e-02 -9.0602e-01 -1.9989e-02 +9.6783e-02 +8.3279e-01 +3.5976e-01 +4.8708e-01 -6.2010e-01 -2.0046e-01
11547 +2.506052967e+01 +2.506052967e+01 -6.526947033e+01 -6.526947033e+01 +2.2118e-01 -1.1422e-01 +2.3982e-01 +4.7769e-01 -1.0114e-01 -4.5939e-03 -1.6970e-03 +4.9639e-02 +6.1165e-01 -2.7279e-02 -8.1959e-01 -6.0370e-02 -9.9643e-01 -6.2929e-02 +1.0393e-01 +6.2569e-01 +4.1108e-01 +4.8037e-01 -6.8649e-01 -1.6502e-01
20879 +1.584264736e+01 +1.584264736e+01 -7.448735264e+01 -7.448735264e+01 +3.7317e-01 -1.8867e-01 +1.7473e-01 +4.0615e-01 -2.5937e-01 -2.0825e-01 +3.8132e-01 +3.8986e-01 +7.7648e-01 -1.3619e-01 -7.6324e-01 -1.6378e-01 -7.2975e-01 -2.8972e-01 +1.9459e-01 +7.8446e-01 +5.2654e-01 +3.2696e-01 -4.9353e-01 -3.3234e-01
42880 +9.981085890e+00 +9.981085890e+00 -8.034891411e+01 -8.034891411e+01 +1.3570e-01 -4.3856e-01 +9.4108e-02 -2.9429e-01 +3.2183e-01 -3.9640e-01 +7.1309e-01 +3.3551e-01 +6.7670e-01 +2.9172e-01 -5.4072e-01 -5.7240e-01 -2.1912e-01 -7.2021e-01 -9.4517e-03 -4.7160e-03 +7.1206e-01 -3.0203e-01 +4.9564e-01 -4.1008e-01
53873 +6.232498758e+00 +6.232498758e+00 -8.409750124e+01 -8.409750124e+01 -1.2560e-01 -8.8111e-01 +1.3617e-02 -3.3469e-01 -8.8678e-02 -4.4515e-01 +7.1410e-01 -2.1217e-01 +4.5475e-01 +6.2767e-01 +9.6744e-03 -3.0979e-01 +2.1899e-01 -6.1157e-01 -2.9012e-01 -4.1210e-01 +4.2132e-01 -5.7242e-01 +4.7811e-01 -4.8654e-01
62952 +3.934527994e+00 +3.934527994e+00 -8.639547201e+01 -8.639547201e+01 -5.5224e-02 -7.1689e-01 -2.2107e-01 -4.5473e-01 -2.9974e-01 -6.5101e-01 +7.1163e-01 -2.1920e-01 +9.8883e-02 +5.6263e-01 +2.3379e-01 +2.5555e-02 +2.5977e-01 -4.8514e-01 -2.7440e-01 -8.8423e-01 +1.0430e-01 -5.4833e-01 +4.4700e-01 -3.2516e-01
66380 +2.413320981e+00 +2.413320981e+00 -8.791667902e+01 -8.791667902e+01 -2.4889e-02 -4.7793e-01 -2.5229e-01 -6.5750e-01 -2.5394e-01 -5.6586e-01 +6.2830e-01 -8.6790e-02 -1.1321e-01 +4.7435e-01 +4.0015e-01 +3.2849e-01 +3.6915e-01 -3.8070e-01 -1.6687e-01 -1.0726e+00 +9.4570e-03 -5.7627e-01 +3.7252e-01 -2.5959e-01
70107 +1.573904285e+00 +1.573904285e+00 -8.875609571e+01 -8.875609571e+01 -6.7751e-03 -3.1547e-01 -1.7999e-01 -7.1413e-01 -1.6811e-01 -4.5363e-01 +5.3943e-01 -5.5185e-02 -2.2370e-01 +3.9728e-01 +5.4858e-01 +4.3237e-01 +5.0918e-01 -3.2100e-01 -6.6069e-02 -1.0980e+00 -4.4045e-02 -6.7822e-01 +3.6850e-01 -1.9287e-01
74236 +9.654341045e-01 +9.654341045e-01 -8.936456590e+01 -8.936456590e+01 -1.2917e-02 -2.0146e-01 -1.3384e-01 -6.8988e-01 -1.0348e-01 -3.7673e-01 +4.9726e-01 -5.6205e-02 -2.8304e-01 +3.0121e-01 +6.3750e-01 +4.6535e-01 +6.2255e-01 -2.7973e-01 +1.0161e-02 -1.0743e+00 -9.8879e-02 -7.2247e-01 +3.8978e-01 -9.5706e-02
75825 +6.095311654e-01 +6.095311654e-01 -8.972046883e+01 -8.972046883e+01 -2.1977e-02 -1.5492e-01 -1.2285e-01 -6.7314e-01 -9.9968e-02 -3.2445e-01 +4.5858e-01 -4.2672e-02 -3.0951e-01 +2.6228e-01 +6.7110e-01 +4.7501e-01 +6.8317e-01 -2.6154e-01 +2.8875e-02 -1.0530e+00 -1.2415e-01 -7.4254e-01 +4.1455e-01 -4.9253e-02
78835 +3.877445531e-01 +3.877445531e-01 -8.994225545e+01 -8.994225545e+01 -5.4835e-02 -7.1175e-02 -1.2117e-01 -6.4391e-01 -7.0276e-02 -2.3975e-01 +4.0675e-01 -4.2575e-02 -3.5388e-01 +1.8567e-01 +7.1899e-01 +4.6241e-01 +7.9494e-01 -2.3992e-01 +4.9615e-02 -1.0049e+00 -1.7411e-01 -7.5563e-01 +4.8528e-01 +3.6907e-02
81231 +2.511181640e-01 +2.511181640e-01 -9.007888184e+01 -9.007888184e+01 -7.8432e-02 -2.7989e-02 -1.3812e-01 -6.1552e-01 -6.8120e-02 -1.9900e-01 +3.7973e-01 -4.3897e-02 -3.7641e-01 +1.3473e-01 +7.4587e-01 +4.4693e-01 +8.5650e-01 -2.3185e-01 +5.1793e-02 -9.7431e-01 -2.0912e-01 -7.5490e-01 +5.4116e-01 +9.7748e-02
85177 +1.539036738e-01 +1.539036738e-01 -9.017609633e+01 -9.017609633e+01 -1.0300e-01 +6.6255e-03 -1.5233e-01 -6.0042e-01 -6.2170e-02 -1.6096e-01 +3.4777e-01 -4.8775e-02 -3.9379e-01 +9.0227e-02 +7.7148e-01 +4.3171e-01 +9.2032e-01 -2.2594e-01 +4.5971e-02 -9.4038e-01 -2.4180e-01 -7.5142e-01 +5.9397e-01 +1.4610e-01
86889 +9.921690844e-02 +9.921690844e-02 -9.023078309e+01 -9.023078309e+01 -1.3344e-01 +5.2901e-02 -1.7891e-01 -5.7921e-01 -6.5861e-02 -1.0728e-01 +3.0761e-01 -4.6764e-02 -4.2094e-01 +2.4579e-02 +7.9947e-01 +4.1762e-01 +1.0038e+00 -2.2015e-01 +3.0966e-02 -8.9398e-01 -2.8512e-01 -7.3841e-01 +6.6381e-01 +2.0822e-01
88688 +6.263190374e-02 +6.263190374e-02 -9.026736810e+01 -9.026736810e+01 -1.4083e-01 +6.0824e-02 -1.8603e-01 -5.7283e-01 -6.4992e-02 -9.9211e-02 +3.0506e-01 -4.6151e-02 -4.2532e-01 +1.5549e-02 +8.0027e-01 +4.1634e-01 +1.0122e+00 -2.1803e-01 +3.0354e-02 -8.8800e-01 -2.9370e-01 -7.3255e-01 +6.6967e-01 +2.2025e-01
90903 +3.975227678e-02 +3.975227678e-02 -9.029024772e+01 -9.029024772e+01 -1.5655e-01 +7.7753e-02 -1.9661e-01 -5.6495e-01 -6.3833e-02 -7.6618e-02 +2.9164e-01 -4.8084e-02 -4.3707e-01 -6.6655e-03 +8.0965e-01 +4.1135e-01 +1.0439e+00 -2.1473e-01 +2.4904e-02 -8.7028e-01 -3.1207e-01 -7.2666e-01 +6.9930e-01 +2.4607e-01
92619 +2.311034027e-02 +2.311034027e-02 -9.030688966e+01 -9.030688966e+01 -1.6968e-01 +8.9206e-02 -2.0699e-01 -5.5843e-01 -6.1452e-02 -5.6950e-02 +2.8028e-01 -4.8525e-02 -4.4292e-01 -2.8510e-02 +8.1327e-01 +4.0439e-01 +1.0679e+00 -2.1331e-01 +1.7483e-02 -8.5149e-01 -3.2448e-01 -7.1971e-01 +7.2289e-01 +2.6645e-01
94024 +1.372032244e-02 +1.372032244e-02 -9.031627968e+01 -9.031627968e+01 -1.8361e-01 +1.0787e-01 -2.2163e-01 -5.4899e-01 -6.3909e-02 -3.5318e-02 +2.6232e-01 -4.8473e-02 -4.5352e-01 -5.4818e-02 +8.2101e-01 +3.9561e-01 +1.0981e+00 -2.1009e-01 +9.1839e-03 -8.3084e-01 -3.4090e-01 -7.1224e-01 +7.5048e-01 +2.9268e-01
94801 +8.878835906e-03 +8.878835906e-03 -9.032112116e+01 -9.032112116e+01 -1.9773e-01 +1.2173e-01 -2.3387e-01 -5.4153e-01 -6.5306e-02 -1.8611e-02 +2.5115e-01 -4.8900e-02 -4.6279e-01 -7.6491e-02 +8.2848e-01 +3.8952e-01 +1.1261e+00 -2.0836e-01 +2.2954e-03 -8.1354e-01 -3.5813e-01 -7.0413e-01 +7.7631e-01 +3.1620e-01
96242 +6.286575526e-03 +6.286575526e-03 -9.032371342e+01 -9.032371342e+01 -2.0280e-01 +1.2784e-01 -2.3915e-01 -5.3880e-01 -6.5254e-02 -1.0862e-02 +2.4545e-01 -4.8797e-02 -4.6608e-01 -8.5177e-02 +8.3117e-01 +3.8660e-01 +1.1358e+00 -2.0817e-01 -2.9314e-04 -8.0599e-01 -3.6346e-01 -7.0238e-01 +7.8760e-01 +3.2419e-01
97977 +3.939436234e-03 +3.939436234e-03 -9.032606056e+01 -9.032606056e+01 -2.0374e-01 +1.2925e-01 -2.4091e-01 -5.3919e-01 -6.5895e-02 -9.0736e-03 +2.4466e-01 -4.7859e-02 -4.6648e-01 -8.7441e-02 +8.3163e-01 +3.8619e-01 +1.1380e+00 -2.0836e-01 -6.2120e-04 -8.0485e-01 -3.6403e-01 -7.0180e-01 +7.8955e-01 +3.2525e-01
