% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.627000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +5.128259773e+05 +5.128259773e+05 +5.129022473e+05 +5.129022473e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +4.646874828e+05 +4.646874828e+05 +4.647637528e+05 +4.647637528e+05 -1.3623e+00 +7.7763e-01 +4.1381e-01 +3.8875e-02 -7.2978e-02 -1.1030e+00 +5.2091e-01 -4.7122e+00 +2.2937e+00 -7.7681e-01 +1.6755e+00 +2.2543e+00 +3.7043e+00 -2.4561e+00 -1.6875e-01 +4.2449e+00 +2.9191e+00 +3.8388e+00 -3.6695e+00 -3.8580e+00
9 0 +1.542486110e+03 +1.542486110e+03 +1.618756110e+03 +1.618756110e+03 +4.4843e+00 -1.9826e+00 -1.0844e+00 +1.5428e+00 +3.2803e+00 -3.8015e+00 -3.2290e+00 -3.8654e-02 +3.8908e+00 -3.7920e+00 -4.1934e+00 -1.4810e+00 -1.3637e+00 -4.6707e-01 -1.2154e+00 -3.4291e+00 +1.7638e-01 -4.7379e+00 -8.2385e-01 +4.5029e+00
88 0 +1.277949287e+03 +1.277949287e+03 +1.354219287e+03 +1.354219287e+03 +3.4481e+00 +2.7215e+00 -2.9966e+00 -1.9749e+00 +1.7455e-01 -2.3218e+00 -8.6374e-02 -4.6679e-01 +4.7437e+00 -4.3546e+00 -2.9496e+00 +3.2820e-01 -2.3684e-01 +7.6385e-01 +3.1354e+00 +3.4252e+00 +4.0472e+00 +2.1102e+00 -3.2775e+00 -3.1181e+00
587 0 +3.474175061e+02 +3.474175061e+02 +4.236875061e+02 +4.236875061e+02 -4.2413e+00 +2.1055e+00 -8.2456e-01 -9.9774e-02 -3.1007e+00 +4.2022e+00 +1.8804e+00 +4.3029e+00 +3.7678e+00 -2.8732e+00 +6.7635e+00 -1.2035e+00 +7.4464e-01 +3.0027e+00 -1.5984e+00 +2.0076e-01 -2.5860e+00 -4.6754e+00 -8.0773e+00 -4.6798e+00
606 0 +3.364763067e+02 +3.364763067e+02 +4.127463067e+02 +4.127463067e+02 +1.1641e+00 -3.6112e-01 -9.4653e-01 +9.3162e-01 -2.8232e+00 -1.7148e+00 +4.3668e+00 -2.3203e-01 +2.6978e+00 -3.8515e+00 +1.8188e+00 -1.9395e+00 +4.4269e+00 +1.2579e+00 +2.7758e+00 +2.8439e+00 -5.7020e+00 -5.5679e+00 -1.6687e+00 -1.9080e+00
2040 0 +3.178418624e+02 +3.178418624e+02 +3.941118624e+02 +3.941118624e+02 -3.5917e+00 -1.2214e+00 -2.1346e+00 +4.8088e+00 +3.6602e+00 +4.0523e+00 -7.4593e-01 +8.4712e-01 +2.0024e+00 +4.8815e+00 +7.9053e-01 +2.2083e+00 +2.4288e-01 -2.9175e+00 +1.6346e+00 -6.8060e+00 -4.3868e+00 +4.2092e+00 -1.6494e+00 +5.0092e-01
3102 0 +3.050513015e+02 +3.050513015e+02 +3.813213015e+02 +3.813213015e+02 -2.0153e+00 -2.4104e+00 -3.2069e+00 -3.9484e+00 +5.0980e+00 +1.5941e+00 -7.9878e-01 +6.0433e-01 +1.8991e+00 +1.0992e+00 -2.4556e+00 -1.2852e+00 +8.3666e-01 -5.6654e+00 -3.9266e-02 +3.7922e+00 +5.4541e+00 -6.2750e-01 -2.6128e+00 -8.5704e-01
3234 0 +2.742107271e+02 +2.742107271e+02 +3.504807271e+02 +3.504807271e+02 +4.1725e+00 +4.9766e+00 -7.8955e-01 -2.1432e+00 -5.3106e+00 +3.3754e+00 -2.6806e+00 -4.0737e-01 +4.3566e+00 -6.3197e-01 -1.3397e+00 +1.8945e+00 -5.6925e+00 +7.9064e-01 -1.6721e+00 -6.2218e-01 -1.6857e+00 -2.2901e+00 +5.4376e-01 +5.2720e-01
3320 0 +2.690932006e+02 +2.690932006e+02 +3.453632006e+02 +3.453632006e+02 -4.2856e+00 +2.6185e+00 -2.4358e+00 -1.3777e+00 -2.4378e+00 +4.3568e+00 +4.2636e+00 -2.0169e+00 -5.4156e-01 +6.3766e+00 -1.0074e+00 -3.2500e+00 +1.1471e+00 +4.4788e+00 -2.4577e+00 +2.4398e+00 -1.1955e+00 -3.7979e+00 -2.1793e+00 -1.9638e+00
3646 0 +1.709230297e+02 +1.709230297e+02 +2.471930297e+02 +2.471930297e+02 -2.2469e+00 -2.5548e+00 -2.8047e+00 +2.5868e+00 -7.8570e-01 +1.6913e+00 -2.4027e-01 -3.0295e+00 +1.6386e+00 -1.1941e+00 +4.1253e+00 -1.3508e+00 -3.2816e+00 +1.1788e+00 -4.6610e+00 -5.2886e-01 -2.2763e-01 +1.0884e+00 -7.0271e+00 -1.0874e+00
4049 0 +1.529025731e+02 +1.529025731e+02 +2.291725731e+02 +2.291725731e+02 +1.4577e+00 -2.2747e+00 -1.8916e-01 +3.2067e+00 -2.9988e-02 -2.0690e-01 +5.7814e+00 -4.2057e+00 -3.2358e+00 +4.5695e+00 -2.4984e+00 +6.6911e-01 -2.8021e+00 +3.9156e+00 -1.2406e-02 -3.0430e-01 +5.0713e+00 -2.8130e+00 +2.1943e+00 -9.7601e-01
4097 0 +1.306615563e+02 +1.306615563e+02 +2.069315563e+02 +2.069315563e+02 +2.2689e+00 -1.9556e+00 -2.4093e+00 +4.7112e+00 -3.2286e+00 -3.1942e+00 -1.0103e+00 -6.9626e-01 -4.4456e-01 -1.3416e+00 +4.0329e-01 -2.4200e-01 +1.5543e+00 +1.6120e+00 -3.0556e+00 -2.5556e+00 -2.6653e+00 -6.8333e-01 -2.9357e+00 -4.5044e+00
4797 0 +1.195998205e+02 +1.195998205e+02 +1.958698205e+02 +1.958698205e+02 -1.8438e+00 +1.4627e+00 -1.6699e+00 +1.9887e+00 -2.5313e+00 +4.9255e-01 +5.4089e-01 +2.8919e+00 +1.9414e+00 +2.4533e+00 +3.9279e+00 -1.4886e+00 -1.5738e+00 +4.5965e-01 -2.1713e+00 +1.8527e+00 -8.7979e-01 +2.7462e-01 +2.1785e+00 +2.5471e+00
5264 0 +1.064098245e+02 +1.064098245e+02 +1.826798245e+02 +1.826798245e+02 -2.9419e+00 -1.1587e+00 -5.1459e-01 +5.2692e+00 -1.8992e+00 -6.2558e-01 -2.0083e+00 +2.9430e+00 -1.3375e+00 +1.5121e+00 +4.5958e+00 -1.6781e+00 -8.0541e-01 +8.7178e+00 +2.8536e-01 -1.9814e+00 -1.0064e+00 -1.9751e+00 -2.7308e+00 -2.5873e+00
5449 0 +8.380802432e+01 +8.380802432e+01 +1.600780243e+02 +1.600780243e+02 +2.1575e-01 -3.4233e-01 -1.6696e+00 +2.1787e+00 -5.7547e-01 +4.6285e-01 +5.8038e-01 -9.2642e-01 -3.4249e+00 +5.2727e+00 +1.3567e+00 +4.4972e-01 -1.7577e+00 +3.2433e+00 -1.5642e+00 -5.4119e+00 -1.8222e+00 -4.5941e+00 -1.7782e+00 -3.7327e+00
5560 0 +6.419106873e+01 +6.419106873e+01 +1.404610687e+02 +1.404610687e+02 +2.2916e+00 -1.1476e+00 +3.5273e-01 +5.9156e-01 +6.3985e-01 -1.5144e+00 -2.4840e+00 +1.6775e+00 -1.2343e+00 +2.9341e+00 +3.8756e-01 -1.3005e+00 +9.4721e-01 +2.4394e+00 -2.0818e+00 -6.0973e-01 +5.1470e+00 -4.8251e+00 -4.0334e-01 -2.5160e+00
6169 0 +5.728875903e+01 +5.728875903e+01 +1.335587590e+02 +1.335587590e+02 -2.6104e-01 -3.6587e-01 +4.5072e-01 +6.4766e-01 -6.5319e-01 -3.1590e+00 +1.4152e-01 +2.6709e+00 +2.7194e+00 +3.0207e+00 +1.5180e+00 -6.4933e-01 -1.2374e+00 +4.7083e+00 +1.1019e+00 -1.1514e+00 +2.2687e+00 -4.2484e+00 +5.6870e-02 -2.9030e+00
6421 0 +5.443096821e+01 +5.443096821e+01 +1.307009682e+02 +1.307009682e+02 -1.2271e+00 -2.6008e+00 -4.9261e+00 +4.1841e+00 -7.2094e-01 -1.6833e+00 -2.0825e+00 -1.1661e+00 -3.7324e+00 +3.4204e+00 +2.4367e+00 -3.0305e+00 -4.4089e+00 +2.8941e+00 -2.0594e+00 -1.1357e+00 +5.7603e-01 -3.3224e+00 +2.3533e-01 -9.5327e-01
6524 0 +5.251384390e+01 +5.251384390e+01 +1.287838439e+02 +1.287838439e+02 +1.6207e+00 -2.3836e+00 -7.7485e-03 +3.8518e-01 +6.5664e-01 -1.8556e+00 +1.4708e+00 +8.5198e-01 +1.1316e+00 +3.7947e+00 -4.2256e-01 -1.7979e+00 -2.9613e+00 +3.4698e+00 -3.8689e+00 -3.4008e+00 +3.0288e+00 -2.2342e+00 +7.0502e-01 -1.7839e+00
6686 0 +4.179189010e+01 +4.179189010e+01 +1.180618901e+02 +1.180618901e+02 +1.3872e-01 -3.5023e+00 -4.0891e-01 +6.5656e-01 -1.4143e+00 -1.9426e+00 -1.0300e+00 +1.4349e-01 +2.7515e+00 +4.3998e+00 +3.9068e-01 -3.4549e+00 -3.6463e+00 +5.9504e+00 -2.4205e+00 -1.9358e+00 +7.2489e-01 -1.5924e+00 +6.5935e-02 -1.5077e+00
6744 0 +2.719025028e+01 +2.719025028e+01 +1.034602503e+02 +1.034602503e+02 -9.7792e-01 -3.0060e+00 -3.7137e-01 +1.8381e+00 -2.0297e+00 -1.9867e+00 -1.5737e+00 +5.9286e-01 -7.8054e-01 +1.8002e+00 +2.0917e+00 -1.3765e+00 -3.0312e+00 +4.3373e+00 -2.7934e+00 -2.5850e+00 -2.6962e+00 -3.8539e+00 +1.0678e+00 -1.7667e+00
7498 0 +2.163811221e+01 +2.163811221e+01 +9.790811221e+01 +9.790811221e+01 -1.0679e+00 -2.3298e+00 -1.5679e+00 +4.2538e-01 -1.9118e+00 -2.8090e+00 +1.0895e+00 +1.4130e-01 +1.0036e-01 +2.9771e+00 +1.8109e+00 -1.6396e+00 -3.0211e+00 +1.7896e+00 -3.9668e+00 -9.3960e-01 -3.3258e-01 -2.0951e+00 +5.4013e-01 -6.8271e-01
8060 0 +1.911649906e+01 +1.911649906e+01 +9.538649906e+01 +9.538649906e+01 -1.4355e+00 -1.7206e+00 -2.4368e+00 +2.5001e+00 -1.2789e+00 -2.2332e+00 -1.0995e-01 +2.1773e+00 -1.6034e-01 +3.6342e+00 +1.0796e+00 -1.5859e+00 -3.8817e+00 +3.6412e+00 -2.8932e+00 -2.0080e+00 -4.7122e-01 -3.1378e+00 +1.0105e-03 -1.2372e+00
8064 0 +1.894953573e+01 +1.894953573e+01 +9.521953573e+01 +9.521953573e+01 +3.1689e-02 -2.9120e+00 -9.9310e-01 +2.2770e+00 -1.8279e+00 -1.7992e+00 +4.1410e-01 +1.0384e+00 -1.9392e+00 +3.4338e+00 +1.5017e+00 -2.5154e+00 -1.5929e+00 +5.1985e+00 -2.9595e+00 -2.9357e+00 +1.4628e-01 -3.8563e+00 +1.5464e-01 -3.4571e+00
8267 0 +1.235029502e+01 +1.235029502e+01 +8.862029502e+01 +8.862029502e+01 -5.3940e-01 -1.9938e+00 -1.3370e+00 +1.5180e-01 -2.8257e+00 -1.5466e+00 -9.4164e-02 +1.6518e+00 -9.4255e-01 +3.6207e+00 +2.0657e+00 -2.7641e+00 -1.9676e+00 +3.2537e+00 -2.6080e+00 -1.2008e+00 +1.0821e+00 -2.1540e+00 +6.7446e-02 -2.9580e-01
8393 0 +1.094158242e+01 +1.094158242e+01 +8.721158242e+01 +8.721158242e+01 -4.4464e-01 -2.8842e+00 -8.2582e-01 +1.2748e+00 -1.5126e+00 -2.2516e+00 -1.0764e+00 +9.9609e-01 -1.8444e+00 +1.8619e+00 +2.0989e+00 -6.2386e-01 -3.4646e+00 +3.8458e+00 -2.9231e+00 -5.3736e-01 +1.3034e+00 -3.6634e+00 -9.9674e-01 -2.3731e+00
9351 0 +1.041552098e+01 +1.041552098e+01 +8.668552098e+01 +8.668552098e+01 -7.5098e-01 -2.1983e+00 -1.6464e+00 +2.0406e-01 -1.1123e+00 -2.7218e+00 -4.9664e-01 +1.6169e-02 +6.3683e-01 +2.5588e+00 +2.0297e+00 -1.6830e+00 -2.5690e+00 +2.3110e+00 -2.0164e+00 -1.9201e+00 +3.8204e-01 -3.2585e+00 -5.6457e-02 -3.2329e+00
9775 0 +9.469868433e+00 +9.469868433e+00 +8.573986843e+01 +8.573986843e+01 -7.6729e-01 -3.6281e+00 -1.0516e+00 +3.9844e-01 -2.9004e+00 -8.3995e-01 -1.2122e+00 +1.8184e+00 -8.8077e-01 +2.7293e+00 +2.0963e+00 -2.7752e+00 -2.4645e+00 +3.0602e+00 -1.5026e+00 -7.3620e-01 +1.9889e-01 -2.4355e+00 +1.0518e+00 -6.5248e-01
10113 0 +8.724036941e+00 +8.724036941e+00 +8.499403694e+01 +8.499403694e+01 -1.5914e+00 -2.8711e+00 -1.5816e+00 -5.7669e-01 -1.0298e+00 -2.4381e+00 -1.1316e+00 +3.9848e-01 -8.1225e-01 +3.0118e+00 +2.9690e+00 -3.1826e+00 -2.0025e+00 +2.9508e+00 -2.1075e+00 -6.6141e-01 +5.0968e-01 -2.4808e+00 -2.0834e-01 -8.2998e-01
10235 0 +6.923039142e+00 +6.923039142e+00 +8.319303914e+01 +8.319303914e+01 -6.7138e-01 -3.7149e+00 -1.3838e+00 +4.8931e-01 -1.9625e+00 -1.7257e+00 -2.0313e+00 +7.5635e-01 -1.8046e+00 +1.7178e+00 +1.4557e+00 -2.3500e+00 -3.0834e+00 +3.5676e+00 -2.3746e+00 -1.2776e+00 +1.6104e+00 -2.7519e+00 +1.2914e-01 -1.9794e+00
10874 0 +6.491556321e+00 +6.491556321e+00 +8.276155632e+01 +8.276155632e+01 -1.2471e-01 -3.0871e+00 -1.1010e+00 -2.9907e-01 -7.3276e-01 -2.7886e+00 -8.9340e-01 +1.2760e+00 -1.5295e+00 +1.9175e+00 +1.3383e+00 -2.6716e+00 -2.2515e+00 +3.5629e+00 -1.9410e+00 -2.2553e+00 +1.1882e+00 -3.0685e+00 +2.3194e-01 -9.2618e-01
11024 0 +4.628792640e+00 +4.628792640e+00 +8.089879264e+01 +8.089879264e+01 -8.6091e-01 -2.8986e+00 -1.3373e+00 +8.8001e-01 -1.2803e+00 -1.8826e+00 -1.0746e+00 +1.3199e+00 -2.4851e-01 +2.1835e+00 +2.2843e+00 -3.0219e+00 -2.7204e+00 +4.3877e+00 -1.8543e+00 -2.2380e+00 +5.6120e-01 -3.3420e+00 +2.9524e-01 -2.4997e+00
11370 0 +4.482621347e+00 +4.482621347e+00 +8.075262135e+01 +8.075262135e+01 -7.6978e-01 -2.8270e+00 -1.8063e+00 +2.7095e-01 -1.0579e+00 -1.9909e+00 -1.1119e+00 +8.8194e-01 -1.6854e+00 +2.5334e+00 +1.7669e+00 -2.8547e+00 -2.6123e+00 +3.2511e+00 -3.1249e+00 -1.6741e+00 +4.6023e-01 -3.5487e+00 +1.9093e-01 -1.7186e+00
