% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1302 +6.470594832e+02 +6.470594832e+02 +8.554394832e+02 +8.554394832e+02 +1.1830e+00 +1.1096e+00 -2.7224e+00 -8.7642e-03 +1.7270e+00 -2.7790e-01 -6.9492e-01 +2.7781e+00 +1.0810e+00 +3.0980e+00 -3.3088e-01 +9.1585e-01 -2.7259e-01 -1.7626e+00 +2.5234e+00 -2.2289e+00 +2.1734e+00 +7.9291e-01 +1.9825e+00 +1.4682e+00
1624 +3.684001516e+02 +3.684001516e+02 +5.767801516e+02 +5.767801516e+02 +3.1053e+00 +1.8905e+00 -1.9083e+00 +2.3831e+00 +1.4191e+00 +9.7464e-01 -6.2434e-01 -5.1678e-02 -1.2616e+00 +1.6005e+00 +1.0460e+00 +1.2533e+00 -1.7507e+00 -9.9556e-01 +5.7765e-01 -5.8200e-01 +1.1327e+00 +6.2990e-01 +1.3454e+00 +2.6404e+00
1704 +1.263029257e+01 +1.263029257e+01 +2.210102926e+02 +2.210102926e+02 -5.3034e-01 +3.0058e+00 -1.2413e+00 +2.1690e+00 +2.2467e+00 -4.3359e-01 -3.7146e-01 +1.7364e-01 +4.8633e-02 +2.0478e-01 +9.9289e-01 +5.0916e-01 -1.2997e+00 -1.5766e+00 +1.3965e+00 -2.2082e+00 +7.7629e-01 +7.9361e-01 +1.9242e+00 +1.9004e+00
1801 +8.827193032e+00 +8.827193032e+00 +2.172071930e+02 +2.172071930e+02 -3.8554e-01 +3.0058e+00 -1.2413e+00 +1.6110e+00 +6.6557e-01 +3.5449e-01 -3.7146e-01 +4.0609e-01 -5.5815e-01 +7.0455e-01 +1.1304e+00 +5.0916e-01 -1.3745e+00 -1.7018e+00 +1.3356e+00 -1.8177e+00 +9.1370e-01 +9.9181e-01 +1.5589e+00 +2.1489e+00
1901 +4.455054566e+00 +4.455054566e+00 +2.128350546e+02 +2.128350546e+02 -3.8554e-01 +5.8091e-01 +3.7037e-01 +9.5469e-01 +7.8316e-01 +3.5449e-01 -3.7146e-01 +4.0609e-01 -5.5815e-01 +1.5990e+00 +1.1304e+00 +1.3451e+00 -1.3745e+00 -2.1163e+00 +1.3356e+00 -1.8177e+00 +7.2330e-01 +9.9181e-01 +1.5589e+00 +1.3344e+00
2301 +3.970902220e+00 +3.970902220e+00 +2.123509022e+02 +2.123509022e+02 -1.4250e-01 +1.9260e+00 +7.3455e-02 +6.2363e-01 +1.3395e+00 +2.2256e+00 +5.7763e-01 +1.6914e+00 -9.9250e-01 +1.7373e+00 +2.2935e+00 +1.4265e+00 -8.6585e-02 -1.5433e+00 +8.9921e-01 -1.1483e+00 +2.4950e+00 +1.2711e+00 +1.0880e+00 +9.0593e-01
12203 +2.453014375e+00 +2.453014375e+00 +2.108330144e+02 +2.108330144e+02 -1.9645e+00 +1.1687e+00 -5.5595e-01 +1.8982e+00 +2.1435e+00 +2.0134e+00 +1.3455e+00 +1.3285e+00 -2.2054e+00 +3.9142e-02 +2.4710e+00 +1.9816e+00 -7.9768e-01 -1.5665e+00 +1.3756e+00 -1.1719e+00 +1.0470e+00 +1.3961e+00 +2.3098e+00 +9.7207e-01
27009 +1.566603648e+00 +1.566603648e+00 +2.099466036e+02 +2.099466036e+02 -2.0548e+00 -1.2349e+00 +1.0728e+00 -5.6934e-01 +2.7131e+00 +1.8000e+00 +2.2131e+00 +1.8662e+00 -5.1123e-01 +2.4744e+00 +1.9535e+00 +2.2152e+00 -7.3192e-01 -7.8027e-01 +8.7454e-01 -1.3112e+00 +2.2847e+00 +2.0195e+00 +2.1782e+00 +1.7590e+00
57103 +9.926255999e-01 +9.926255999e-01 +2.093726256e+02 +2.093726256e+02 -2.1074e+00 +1.9970e+00 +1.0728e+00 -5.7754e-01 +2.7131e+00 +1.9569e+00 +2.2131e+00 +2.0966e+00 -4.4681e-01 +2.5324e+00 +1.9535e+00 +2.2086e+00 -2.0940e+00 -8.1499e-01 +2.4237e+00 -1.3112e+00 +2.2847e+00 +2.0436e+00 +2.0973e+00 +1.7590e+00
133201 +6.200707131e-01 +6.200707131e-01 +2.090000707e+02 +2.090000707e+02 -2.1089e+00 +2.1145e+00 -1.1775e+00 +6.8584e-01 +2.4587e+00 +2.0271e+00 +2.1303e+00 +2.0620e+00 -2.0696e+00 +2.1081e+00 +2.0904e+00 +2.1167e+00 -1.2386e+00 -2.3187e+00 +2.0622e+00 -1.7019e+00 +2.1572e+00 +2.1299e+00 +2.1008e+00 +2.1060e+00
222101 +3.969130140e-01 +3.969130140e-01 +2.087769130e+02 +2.087769130e+02 -2.0996e+00 +2.0994e+00 -1.0732e+00 +6.0108e-01 +2.4873e+00 +2.0121e+00 +2.1267e+00 +2.1023e+00 -2.0876e+00 +9.6061e-02 +2.5981e+00 +1.9879e+00 -3.7628e-01 -2.5494e+00 +1.9979e+00 -2.1259e+00 +2.1123e+00 +2.1203e+00 +2.0910e+00 +2.1077e+00
417101 +2.467915815e-01 +2.467915815e-01 +2.086267916e+02 +2.086267916e+02 -2.1061e+00 +2.0802e+00 -1.0561e+00 +2.8565e+00 +1.9278e+00 +2.1424e+00 +1.3630e+00 +2.2827e+00 -2.0499e+00 +2.4248e-02 +2.6165e+00 +1.9678e+00 -2.1410e+00 -2.0953e+00 +2.1007e+00 -2.1042e+00 +2.1134e+00 +2.0991e+00 +2.1036e+00 +2.1065e+00
637802 +1.287682396e-01 +1.287682396e-01 +2.085087682e+02 +2.085087682e+02 -2.1060e+00 +2.1055e+00 +2.1073e+00 +2.1108e+00 +2.1066e+00 +2.1007e+00 +2.1043e+00 +2.1036e+00 -2.1054e+00 +2.1039e+00 +2.1052e+00 +2.1031e+00 -1.5856e+00 -2.2379e+00 +2.0690e+00 -2.1118e+00 +2.0998e+00 +2.0778e+00 +2.1132e+00 +2.0910e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.902816509e+05 +2.902816509e+05 +2.901366909e+05 +2.901366909e+05 -3.0788e+00 +4.6241e+00 -4.6413e+00 -3.3932e+00 +2.0377e+00 +2.3904e+00 +9.9741e-01 -2.6490e+00 -3.8138e+00 -4.0591e+00 -4.3538e+00 -3.1652e+00 -4.2851e+00 -2.7097e+00 +4.6863e+00 +2.4269e+00 -5.8887e-01 +1.2826e+00 +2.3616e+00 +4.1939e+00
3 +2.067326796e+05 +2.067326796e+05 +2.065877196e+05 +2.065877196e+05 -3.8300e+00 -4.5945e+00 -3.0211e-01 -3.9729e+00 -3.0936e-01 -5.4834e-01 +1.3658e+00 -7.9839e-01 +9.6479e-01 +4.0782e+00 +5.2864e-01 +1.6172e+00 +4.4347e+00 +1.5117e+00 +4.6334e-02 +7.3723e-01 +3.4956e+00 +2.2019e+00 -3.4381e+00 -3.0529e+00
5 +1.226152440e+05 +1.226152440e+05 +1.224702840e+05 +1.224702840e+05 +1.7201e+00 +4.6192e+00 -1.2362e+00 -1.1598e+00 +2.4133e+00 -1.1362e+00 +4.6793e+00 -1.7586e+00 +1.6208e-01 -1.2790e+00 +1.9617e+00 -2.1327e+00 +8.3759e-01 +4.5744e+00 +1.8319e+00 +3.5995e+00 -2.1095e+00 -3.6292e+00 +3.3486e+00 +3.5587e+00
17 +9.048078589e+04 +9.048078589e+04 +9.033582589e+04 +9.033582589e+04 -4.0828e+00 -1.9595e+00 +1.8929e-01 +4.6658e+00 -3.0268e+00 +1.1130e+00 +4.2332e+00 +2.3600e+00 +8.0893e-01 -3.9117e+00 +2.1491e+00 -2.9571e+00 +1.4382e+00 -4.8247e-01 +1.4853e+00 +9.3423e-01 +1.2446e+00 -3.8801e+00 -9.2715e-01 +1.1197e+00
25 +5.502090432e+04 +5.502090432e+04 +5.487594432e+04 +5.487594432e+04 +2.5965e+00 -4.9386e+00 +1.9025e-02 -2.5327e+00 -3.1320e+00 +3.2589e+00 -1.1424e+00 -2.8928e+00 -5.7377e-01 +3.0870e+00 -2.8065e+00 +4.7332e-01 +3.7544e-01 +1.8421e+00 +3.1903e+00 -1.7826e+00 -3.6983e+00 +3.1088e+00 +1.6870e+00 -1.4976e+00
83 +3.767237068e+04 +3.767237068e+04 +3.752741068e+04 +3.752741068e+04 -3.7899e+00 -1.6564e+00 -2.1625e+00 -3.2968e+00 -1.4461e+00 +1.3351e+00 -2.9841e+00 +3.5747e+00 -1.9702e+00 +8.3023e-01 +4.0126e+00 -2.6793e+00 -3.3587e-01 +3.1455e+00 +9.9827e-01 +1.3629e+00 -4.1795e+00 -3.4702e+00 -9.4332e-01 -1.6728e+00
321 +1.918624222e+04 +1.918624222e+04 +1.904128222e+04 +1.904128222e+04 -1.8555e+00 +2.6265e-01 +2.7872e+00 -2.9989e-01 +6.8051e-01 -2.4331e+00 -1.0498e+00 +1.0367e+00 +1.8261e+00 +2.7190e+00 +1.1310e+00 +3.2754e-01 +8.5716e-01 +2.1276e+00 +2.4749e+00 -2.7124e-01 -4.9815e+00 -1.3286e+00 +3.5348e-01 -1.5737e+00
410 +1.581839050e+04 +1.581839050e+04 +1.567343050e+04 +1.567343050e+04 +8.4596e-01 -2.1485e+00 +3.0769e+00 -2.2697e+00 -9.8457e-01 +2.3422e+00 +3.0588e-02 -1.1834e+00 -1.7282e+00 +3.7151e-01 +1.1366e+00 +6.7699e-01 -1.2962e-01 +4.4650e-01 -8.1020e-02 +3.3615e+00 -2.9078e+00 +1.4271e+00 +3.1490e+00 -2.5124e+00
801 +7.153148999e+03 +7.153148999e+03 +7.008188999e+03 +7.008188999e+03 -2.2848e+00 -4.0444e+00 +3.0836e+00 -1.2284e+00 -9.1699e-01 -8.7051e-01 -4.5398e-01 +4.5194e-01 -1.7847e+00 +3.7151e-01 +8.1674e-01 +6.7699e-01 +8.7746e-01 +2.0514e+00 -5.6232e-01 +3.4685e+00 -3.1083e+00 -8.1908e-01 +2.3531e+00 -1.4405e+00
974 +4.755517302e+03 +4.755517302e+03 +4.610557302e+03 +4.610557302e+03 -1.9125e+00 -2.5690e+00 +1.3372e+00 +6.2934e-02 +2.4353e+00 +1.2873e+00 -1.9861e+00 +3.4722e+00 -1.6158e+00 +2.5110e+00 +1.0472e+00 +2.0691e+00 +8.8629e-01 -7.5013e-01 +1.5302e+00 +2.2887e-01 -1.6007e+00 -1.5926e+00 +1.3426e+00 -9.4564e-01
1010 +8.877530735e+02 +8.877530735e+02 +7.427930735e+02 +7.427930735e+02 -3.1254e+00 -1.6331e+00 +2.0879e+00 +6.5918e-01 -6.1071e-01 -4.4464e-01 -3.4629e+00 +1.4567e+00 -2.1047e+00 +1.4685e+00 +1.6832e+00 +2.8944e-01 +1.1236e+00 +6.9851e-01 +5.6099e-01 +1.0781e+00 -2.3834e+00 -1.7850e+00 +1.4829e+00 -4.3822e-01
1708 +9.894053384e+01 +9.894053384e+01 -4.601946616e+01 -4.601946616e+01 -2.6315e+00 -1.0051e+00 +1.9541e+00 -5.7492e-01 -3.2429e-01 -3.5434e-01 -6.6798e-02 +1.5523e-01 -2.3862e+00 +1.9795e-01 +6.5575e-01 +1.5330e+00 +1.9989e+00 +5.0464e-01 +5.6666e-01 +1.3197e+00 -1.4234e+00 -1.7783e+00 +2.4434e+00 -1.7985e+00
2002 +1.247829366e+01 +1.247829366e+01 -1.324817063e+02 -1.324817063e+02 -2.3788e+00 -3.2605e-02 +9.1078e-01 -3.0179e+00 +1.6259e+00 +1.6725e+00 -9.4919e-01 +2.8089e-01 -1.9679e+00 +1.1524e-01 +7.7000e-01 +2.1642e-01 +1.1522e+00 +1.0425e+00 +2.1643e+00 +2.3064e+00 -1.2198e+00 -9.6797e-01 +1.6878e+00 -1.9107e+00
2109 +4.258304175e+00 +4.258304175e+00 -1.407016958e+02 -1.407016958e+02 -6.4505e-01 -1.8287e+00 -2.4452e-02 -1.9947e+00 -1.5138e+00 -1.3631e-01 -2.6152e+00 -3.7167e-01 -5.3075e-01 +1.0313e+00 +4.6047e-01 +1.3253e+00 +1.2222e+00 +4.4059e-01 +1.9617e+00 +1.3457e+00 -1.6210e+00 -1.4096e+00 +1.1865e+00 -1.8068e+00
2404 +3.918150659e+00 +3.918150659e+00 -1.410418493e+02 -1.410418493e+02 -2.3511e+00 +1.0737e+00 -7.0682e-02 -1.8758e+00 -1.9718e-01 +2.4813e+00 +1.0415e+00 +1.7939e+00 -1.8450e+00 +5.1230e-01 +1.0906e+00 +1.7350e+00 +9.7528e-01 +6.5548e-01 +1.0618e+00 +1.4166e+00 -1.8884e+00 -1.1577e+00 +1.9597e+00 -1.7758e+00
10808 +2.507757414e+00 +2.507757414e+00 -1.424522426e+02 -1.424522426e+02 -3.7302e-03 -1.1918e+00 +1.0351e+00 -2.9063e+00 -5.2686e-02 +2.7077e+00 -1.2433e+00 -1.2686e-01 -3.7092e-01 +1.7954e+00 +1.5860e+00 +1.6789e+00 +2.2235e+00 +5.1978e-01 +2.4257e+00 +1.5970e+00 -2.2674e+00 -1.0066e+00 +1.7826e+00 -9.8337e-01
25501 +1.489971874e+00 +1.489971874e+00 -1.434700281e+02 -1.434700281e+02 -2.0761e+00 -2.1237e+00 +1.1760e+00 -2.8870e+00 -2.0385e+00 +4.3168e-01 -1.3597e+00 +2.2222e+00 +1.7758e-01 +2.6646e+00 +2.0026e+00 +1.6495e+00 +9.6338e-01 +8.0700e-01 +1.9994e+00 +2.1894e+00 -2.0702e+00 -2.1668e+00 +1.7060e+00 -2.1711e+00
57833 +9.951292982e-01 +9.951292982e-01 -1.439648707e+02 -1.439648707e+02 -2.1205e+00 -2.1118e+00 +1.0900e+00 -1.4447e+00 -2.4225e+00 +1.1462e+00 -2.3061e+00 +1.3683e+00 -1.6907e+00 +2.1497e+00 +2.0794e+00 +2.1255e+00 +2.1872e+00 +8.3881e-01 +2.4239e+00 +2.0466e+00 -2.1265e+00 -2.1065e+00 +2.0897e+00 -2.1064e+00
80801 +6.293572124e-01 +6.293572124e-01 -1.443306428e+02 -1.443306428e+02 -2.0565e+00 -2.0920e+00 +1.0749e+00 -2.9358e+00 -1.9279e+00 +2.1870e+00 -1.3355e+00 +2.3853e+00 -1.9723e+00 +2.1611e+00 +1.9993e+00 +2.1209e+00 +2.0719e+00 +2.0871e+00 +2.0445e+00 +2.1402e+00 -1.7549e+00 -2.2185e+00 +2.0554e+00 -2.1002e+00
126501 +3.978243227e-01 +3.978243227e-01 -1.445621757e+02 -1.445621757e+02 -2.0966e+00 -2.1296e+00 +1.0850e+00 -2.8880e+00 -1.9279e+00 +2.1756e+00 -1.3035e+00 +2.3853e+00 -2.0304e+00 +2.1611e+00 +2.0562e+00 +2.1209e+00 +2.0719e+00 +2.1217e+00 +2.1156e+00 +2.1402e+00 -1.7079e+00 -2.2052e+00 +2.0890e+00 -2.1209e+00
581301 +2.287686374e-01 +2.287686374e-01 -1.447312314e+02 -1.447312314e+02 -2.1047e+00 -2.1050e+00 +1.0996e+00 -2.9070e+00 -1.9030e+00 +2.1529e+00 -2.0937e+00 +2.1063e+00 +1.2285e-01 +2.6617e+00 +1.9665e+00 +2.1394e+00 +2.1009e+00 +2.0900e+00 +2.1086e+00 +6.5453e-01 -2.5109e+00 -2.0300e+00 +2.1262e+00 -2.1003e+00
798301 +1.561631780e-01 +1.561631780e-01 -1.448038368e+02 -1.448038368e+02 -2.1049e+00 -2.1048e+00 -2.0685e+00 -2.1063e+00 -2.1009e+00 +2.1033e+00 -2.1054e+00 +2.0983e+00 -2.1074e+00 +2.1025e+00 +2.1043e+00 +2.1091e+00 +2.0954e+00 +1.6188e+00 +2.2154e+00 +2.1117e+00 -2.1034e+00 -2.0727e+00 +2.1197e+00 -2.1009e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.466494853e+05 +1.466494853e+05 +1.466431853e+05 +1.466431853e+05 -4.4080e-01 -3.8464e+00 +2.5172e+00 +3.1865e+00 +3.7222e+00 +1.7504e+00 +5.1355e-01 -3.4154e+00 -1.0310e+00 +2.1964e-01 +2.8756e+00 +4.2306e+00 +3.4154e+00 +2.4674e+00 +3.1280e+00 +4.5595e+00 +4.5146e+00 -2.0502e+00 +2.1135e+00 +2.4207e-01
3 +8.836233117e+04 +8.836233117e+04 +8.835603117e+04 +8.835603117e+04 +3.7985e+00 +2.0975e-01 -2.7601e+00 +5.8131e-01 +3.2544e+00 -1.0515e+00 -2.0328e+00 -2.3652e-01 +1.5958e+00 -3.4759e+00 +7.1488e-01 -2.3902e+00 +2.7382e+00 +1.2610e+00 +1.3079e+00 -7.7513e-01 -2.6412e+00 -7.0081e-01 +1.3360e+00 -2.6890e+00
32 +5.971315132e+04 +5.971315132e+04 +5.970685132e+04 +5.970685132e+04 +3.1679e+00 +4.5816e+00 +3.4051e-01 -1.2356e+00 -2.1971e+00 -1.9697e+00 -3.0554e+00 -3.6201e+00 +5.6735e-01 +8.9514e-01 +4.1789e+00 +3.7489e+00 +3.3426e-01 +4.9814e+00 +1.1698e+00 +2.2550e+00 +5.2794e-01 +1.1912e+00 -3.9201e+00 +4.0291e-01
71 +2.658527308e+04 +2.658527308e+04 +2.657897308e+04 +2.657897308e+04 -2.6483e+00 +4.0380e+00 -4.6755e-01 +4.4793e+00 +9.2055e-02 +1.6920e+00 +3.6957e+00 -1.8486e+00 +1.6182e+00 -2.4052e+00 +2.3116e-01 +1.0908e+00 -2.5857e+00 +3.4619e+00 -3.8921e-01 +7.8395e-01 -2.6515e+00 -3.1682e+00 -2.9019e+00 -3.0977e+00
72 +2.453140044e+04 +2.453140044e+04 +2.452510044e+04 +2.452510044e+04 +6.2973e-01 -2.9020e+00 +3.8542e+00 -4.7885e-01 +3.3058e+00 -1.5444e+00 -7.3422e-01 -1.6011e-01 +3.4559e+00 +1.3326e+00 -2.1442e+00 +2.0303e+00 -2.7747e+00 +2.7124e+00 -1.2685e+00 +1.5419e+00 -4.9173e-01 +4.1891e-01 +6.1174e-01 -3.4259e+00
302 +1.231701502e+04 +1.231701502e+04 +1.231071502e+04 +1.231071502e+04 -1.0607e+00 -3.1325e+00 -2.0450e+00 -2.1697e+00 +2.3168e+00 -2.4158e+00 +5.5148e-01 -1.6774e+00 +1.6089e+00 +1.1661e+00 -3.1471e+00 +5.0821e-01 -9.6757e-01 +9.4128e-02 -3.7132e+00 -1.5466e-01 -6.0565e-01 -3.3802e+00 +7.9461e-01 -7.4690e-01
712 +2.284390017e+03 +2.284390017e+03 +2.278090017e+03 +2.278090017e+03 +2.1957e-01 +1.8189e+00 +1.3838e+00 -3.3877e-02 +2.4792e+00 -2.3459e+00 -2.8739e-01 -3.7953e+00 -6.2317e-01 +1.4007e+00 -2.7417e+00 +3.0509e-01 -2.3214e+00 +1.0737e+00 -9.6210e-01 +6.7493e-01 -1.5152e+00 -1.4752e+00 -2.2347e+00 -1.6216e+00
1101 +1.250723147e+03 +1.250723147e+03 +1.244423147e+03 +1.244423147e+03 +4.5356e-01 -2.2103e+00 +1.8006e+00 -3.3877e-02 +3.6500e-01 -1.9518e+00 +2.1792e-01 -2.7599e+00 -1.0774e+00 +1.3232e+00 -2.6512e+00 +3.0509e-01 -2.3214e+00 -4.9269e-01 -4.9822e-01 +1.4910e-01 -1.3885e+00 -1.5299e+00 -2.2347e+00 -1.6216e+00
1405 +4.615469353e+01 +4.615469353e+01 +3.985469353e+01 +3.985469353e+01 +2.1267e+00 -1.8423e+00 +1.1834e+00 -4.1509e-01 +1.1008e+00 -1.8954e+00 -1.1585e+00 -8.6930e-02 +2.7603e-01 +2.1717e-01 -2.0722e+00 +2.1200e+00 -9.3555e-01 +1.5432e+00 -1.8211e+00 +1.1243e+00 -1.8077e+00 -2.0345e+00 -1.3952e+00 -2.2511e+00
1741 +2.346820395e+01 +2.346820395e+01 +1.716820395e+01 +1.716820395e+01 +2.1451e-01 +5.8877e-01 -4.5555e-02 +1.1865e+00 -3.8065e-02 -3.7429e-01 +1.2857e+00 -2.0391e-01 +1.3784e+00 +8.6090e-01 -2.4309e+00 +5.8474e-01 -2.7114e+00 +4.2348e-01 -2.2363e+00 +1.3287e-01 -8.6848e-01 -2.4167e+00 -1.3442e+00 -9.2037e-01
2040 +4.756946726e+00 +4.756946726e+00 -1.543053274e+00 -1.543053274e+00 +2.5250e+00 +1.2035e+00 -1.1658e+00 +1.5786e+00 -1.1994e+00 -1.5491e+00 -1.4846e-01 -1.1374e+00 +1.6291e+00 +2.4187e+00 +9.2283e-02 +1.8887e+00 -1.9895e+00 +9.3830e-01 -6.8050e-01 +8.3681e-01 -1.3416e+00 -1.6254e+00 -8.4012e-01 -1.4837e+00
2216 +3.824809310e+00 +3.824809310e+00 -2.475190690e+00 -2.475190690e+00 +3.7389e-01 +1.2596e+00 -1.7131e+00 +1.4800e+00 +5.2452e-01 -1.8660e+00 +1.7813e+00 -2.0016e+00 +8.6115e-01 +2.3732e+00 -1.0044e+00 +2.2213e+00 -2.1628e+00 +5.1606e-01 -2.2126e+00 +9.7658e-01 -1.1734e+00 -1.6664e+00 -1.7695e+00 -1.0170e+00
8828 +2.406729117e+00 +2.406729117e+00 -3.893270883e+00 -3.893270883e+00 +2.1240e+00 +1.2498e+00 +2.3105e-01 +8.6947e-01 -1.0125e+00 -1.5316e+00 +2.2038e+00 -9.7706e-01 +2.0191e-01 +1.5098e+00 -4.4100e-01 +2.5340e+00 -1.3222e+00 +2.2903e+00 -2.0288e+00 +2.0789e+00 -1.7879e+00 -1.8513e+00 -1.4753e+00 -1.1987e+00
26902 +1.576161362e+00 +1.576161362e+00 -4.723838638e+00 -4.723838638e+00 +2.1537e+00 -1.8931e+00 -1.3528e+00 -6.9089e-01 +5.5874e-02 -2.4648e+00 -5.2686e-01 -4.2516e-01 +1.8966e+00 +9.9722e-02 -6.4647e-01 +2.5011e+00 -2.0244e+00 +1.2860e+00 -7.8343e-01 +2.4562e+00 -1.6464e+00 -2.2313e+00 -1.6416e+00 -2.2659e+00
57002 +9.958945364e-01 +9.958945364e-01 -5.304105464e+00 -5.304105464e+00 +2.1120e+00 +3.3654e-01 -2.5719e+00 +9.8752e-01 -2.4241e+00 -1.9628e+00 +2.1720e+00 -2.1764e+00 +9.6404e-01 +3.1387e-01 -5.8050e-01 +2.4952e+00 -2.0038e+00 +2.1274e+00 -2.1239e+00 +2.1469e+00 -2.1117e+00 -2.1646e+00 -2.1503e+00 -2.0584e+00
101901 +6.238329775e-01 +6.238329775e-01 -5.676167022e+00 -5.676167022e+00 +2.0984e+00 -2.1249e+00 +3.6199e-01 +2.6528e+00 -1.9960e+00 -2.1271e+00 +2.1059e+00 -2.0935e+00 +2.1346e+00 +2.0642e+00 -1.1833e-01 +7.6292e-01 -2.4273e+00 +2.0587e+00 -2.1606e+00 +2.0144e+00 -2.1915e+00 -2.0975e+00 -1.7394e+00 -2.1926e+00
160701 +3.787482282e-01 +3.787482282e-01 -5.921251772e+00 -5.921251772e+00 +2.0963e+00 -2.1246e+00 -2.1385e+00 +2.1715e+00 -2.0581e+00 -2.1293e+00 +2.0854e+00 -2.0846e+00 -1.3429e-01 +2.6810e+00 -1.9923e+00 +2.1023e+00 -1.5807e+00 +2.2115e+00 -2.0791e+00 +2.0865e+00 -2.1320e+00 -2.1173e+00 -1.7136e+00 -2.2100e+00
249601 +2.509613243e-01 +2.509613243e-01 -6.049038676e+00 -6.049038676e+00 +2.1025e+00 -2.1128e+00 -2.0801e+00 +2.1356e+00 -2.1130e+00 -2.0955e+00 +2.1070e+00 -2.1089e+00 -1.2916e-01 +2.6424e+00 -1.9923e+00 +2.1052e+00 -1.5673e+00 +2.2374e+00 -2.0791e+00 +2.1109e+00 -2.1065e+00 -2.1054e+00 -8.8489e-01 -2.4051e+00
402201 +1.531448380e-01 +1.531448380e-01 -6.146855162e+00 -6.146855162e+00 +2.1048e+00 -2.1052e+00 -2.0916e+00 +2.1367e+00 -2.0930e+00 -2.1077e+00 +2.0928e+00 -2.1095e+00 +4.2254e-01 +2.5243e+00 -1.9920e+00 +2.1330e+00 -2.0991e+00 +2.1048e+00 -2.1015e+00 +2.1055e+00 -2.1053e+00 -2.1046e+00 -2.1050e+00 -2.1031e+00
% function evaluation | noise-free fitness - Fopt (-5.393000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.153000919e+05 +1.153000919e+05 +1.152461619e+05 +1.152461619e+05 -3.4305e+00 +3.1444e+00 +4.8493e+00 +1.0210e+00 +1.5690e+00 +1.3692e+00 +3.7536e+00 +8.8362e-01 +3.0848e+00 +3.2992e+00 -3.9915e+00 +1.9710e+00 +2.9572e+00 +8.2491e-01 -2.5191e+00 +3.5481e+00 -2.6540e+00 +1.6465e+00 +5.6481e-01 +1.4123e+00
2 +9.589009641e+04 +9.589009641e+04 +9.583616641e+04 +9.583616641e+04 -4.1452e+00 +3.9672e+00 +1.5589e+00 +3.9259e+00 +4.1541e+00 -2.7662e+00 -2.5786e+00 -2.3802e+00 -2.3397e+00 +9.8335e-01 +6.3315e-01 +2.7899e+00 +2.6136e+00 -4.2444e+00 +4.3723e+00 +4.2305e+00 +2.3803e+00 -4.1661e+00 -1.1092e+00 +2.8028e+00
29 +6.291112130e+04 +6.291112130e+04 +6.285719130e+04 +6.285719130e+04 -2.3596e+00 -4.3557e-01 -3.7654e+00 +4.0551e+00 +4.8550e+00 +2.8522e+00 -2.9158e+00 +1.3139e+00 -3.5278e+00 +1.5300e+00 +1.6568e+00 -1.2570e+00 -4.9002e+00 +2.2134e+00 -4.6220e+00 +4.2011e+00 +1.8904e-01 -7.1615e-01 +3.8985e+00 -5.8833e-01
101 +2.635818899e+04 +2.635818899e+04 +2.630425899e+04 +2.630425899e+04 +2.2601e-01 +2.9927e+00 +4.5519e+00 +3.3971e+00 +5.9827e-02 +2.3065e+00 -6.4066e-01 -1.8813e+00 -2.3552e+00 +2.5400e-01 -1.6954e+00 +2.6188e+00 -2.3951e-02 -2.5162e+00 -4.2925e-01 +4.8853e-01 +4.0962e+00 +1.5528e+00 +1.9000e+00 +1.1307e+00
304 +2.123007949e+04 +2.123007949e+04 +2.117614949e+04 +2.117614949e+04 +2.5311e+00 -1.3289e+00 -7.8741e-01 -2.4209e+00 +3.5718e+00 +4.7227e+00 +3.0001e+00 -8.3325e-01 -1.5564e-01 +9.2192e-01 +2.0179e-01 +8.2062e-01 -5.1997e+00 -2.3344e+00 -3.2264e+00 +2.0441e+00 +3.0565e+00 -1.3706e+00 +2.0185e+00 +1.5974e+00
335 +1.474928953e+04 +1.474928953e+04 +1.469535953e+04 +1.469535953e+04 -1.1858e-01 -8.2310e-01 +3.6848e+00 +2.5372e+00 -2.0412e-01 +3.3211e-01 -1.0698e+00 -2.9334e+00 -1.2324e+00 -2.1891e-01 -1.0416e+00 +6.6930e-01 +2.8443e-01 +8.5751e-01 -3.7940e+00 +1.0509e+00 +3.0269e+00 -1.2164e+00 +1.5375e+00 +1.1118e+00
703 +7.766119560e+03 +7.766119560e+03 +7.712189560e+03 +7.712189560e+03 +1.6139e+00 -7.6187e-01 +2.2998e-02 +3.6886e+00 -7.0580e-01 -2.0590e+00 +9.8826e-01 -1.5486e+00 -3.3649e+00 +1.9909e+00 +3.0291e+00 -1.4924e+00 -1.6154e+00 -3.1483e-01 -1.1708e+00 +1.0999e-01 +2.2571e+00 -6.4933e-01 +2.3218e+00 +9.4881e-01
