% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.491500000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.605689310e+04 +2.605689310e+04 +2.620604310e+04 +2.620604310e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4889 0 +2.352529687e+04 +2.352529687e+04 +2.367444687e+04 +2.367444687e+04 +1.5700e+00 +1.0147e+00 -2.7632e-01 +2.1644e+00 -4.9415e+00 -7.6642e-01 -9.9557e-01 -1.3726e+00 -1.4582e-01 -1.9172e+00 -3.4635e+00 -6.0618e-01 -4.4374e-01 +7.9775e-02 -4.2914e+00 +4.2758e-01 +1.1432e+00 +1.2758e+00 +9.5220e-02 -4.9776e+00
5227 0 +1.571751320e+04 +1.571751320e+04 +1.586666320e+04 +1.586666320e+04 -4.5995e-01 -3.0594e+00 +8.3861e-02 -1.2913e+00 -2.4561e+00 -3.2385e-01 -2.9115e+00 -1.7739e+00 -9.2328e-01 -2.0165e+00 -2.8777e+00 -2.0833e+00 +2.3281e+00 -3.6533e+00 -3.2267e+00 +2.0378e-01 -2.2642e+00 +7.5943e-02 -8.1434e-01 -4.4003e+00
6375 0 +1.166708905e+04 +1.166708905e+04 +1.181623905e+04 +1.181623905e+04 +3.4837e-01 -3.5166e+00 -2.5172e-01 +6.1614e-01 -2.6255e+00 -1.6947e+00 -2.0412e+00 -3.2560e+00 +1.2617e+00 -4.6067e-01 -1.2635e-02 +1.2957e+00 +6.9467e-01 -3.9361e-01 -2.3350e+00 -6.8392e-01 -1.0847e+00 -8.0745e-01 -2.0066e+00 -5.0135e+00
6853 0 +1.140305241e+04 +1.140305241e+04 +1.155220241e+04 +1.155220241e+04 -3.3085e+00 -2.2253e+00 -1.7332e+00 +4.6417e-01 -4.2481e+00 -1.9360e+00 +5.8075e-01 -9.8637e-01 -1.8759e+00 +7.4285e-01 -2.4593e+00 +5.9604e-01 +1.2942e+00 +5.3825e-01 -2.5117e+00 -2.6075e+00 -1.1869e-01 -1.4450e+00 -9.7431e-01 +9.8489e-01
7465 0 +1.009980669e+04 +1.009980669e+04 +1.024895669e+04 +1.024895669e+04 -2.4168e+00 -9.2949e-02 -1.8411e+00 +1.8954e+00 -3.9611e+00 -6.0893e-01 -2.3970e+00 -3.3297e+00 -4.4833e-01 -1.2600e+00 -8.4170e-01 +2.4165e+00 +1.3743e+00 -9.0023e-01 -4.3413e-01 -1.3401e-01 -1.0065e-01 +1.4148e+00 -2.5702e+00 -6.5599e+00
7821 0 +7.051132423e+03 +7.051132423e+03 +7.200282423e+03 +7.200282423e+03 -2.7025e+00 -1.0943e+00 -1.3538e+00 +1.5030e+00 -2.1825e+00 -1.3910e-01 +7.4363e-02 -1.4210e+00 -2.6391e-01 +5.9017e-01 -2.6084e+00 +2.9142e-01 +8.8352e-01 +7.9775e-01 -2.1342e+00 -8.3844e-01 -3.2541e-01 -1.9154e+00 -5.7440e-01 -6.6558e-01
8422 0 +6.634124522e+03 +6.634124522e+03 +6.783274522e+03 +6.783274522e+03 -9.7389e-01 -3.2488e+00 -2.3519e-01 +5.2321e-01 -3.4202e+00 -2.8580e+00 -2.0932e+00 -7.3623e-01 +1.4302e+00 +4.3346e-01 -2.7080e+00 -1.4060e+00 +2.1839e+00 -5.7730e-01 -2.8578e+00 -6.2836e-02 +8.3131e-01 -3.3341e-01 -4.9854e+00 +3.9331e+00
8852 0 +6.483949582e+03 +6.483949582e+03 +6.633099582e+03 +6.633099582e+03 -5.5375e-01 -2.1893e+00 -3.0936e-02 -3.0495e-01 -4.3058e+00 -9.7809e-01 -7.0872e-01 -2.9183e+00 -1.6602e+00 +5.5676e-01 -2.0683e+00 +2.0861e+00 +1.2944e+00 -1.1190e+00 -1.2419e+00 -2.9250e+00 -1.2113e+00 +4.8419e-01 -1.7171e+00 -1.7109e+00
9356 0 +5.943180600e+03 +5.943180600e+03 +6.092330600e+03 +6.092330600e+03 -2.7554e+00 -8.8225e-01 -1.2294e+00 +1.4992e+00 -2.0209e+00 -2.2920e-01 -2.5016e-01 -1.8370e+00 -2.3529e-01 +2.3766e-02 -3.0720e+00 -3.0485e-01 +1.2902e+00 +7.3441e-01 -1.7003e+00 -1.2739e+00 -3.4743e-01 -1.9511e+00 -8.3413e-01 -1.6792e+00
9536 0 +4.284548058e+03 +4.284548058e+03 +4.433698058e+03 +4.433698058e+03 -7.4454e-01 -2.8208e+00 -7.7382e-01 +2.2594e-01 -4.0090e+00 -1.2403e+00 -9.3303e-01 -2.8269e+00 -1.0211e+00 +4.0461e-01 -2.0289e+00 +1.8157e+00 +1.0969e+00 -2.5638e-01 -1.6066e+00 -1.7757e+00 -1.0767e-01 +3.8273e-01 -1.9337e+00 -4.3773e+00
10762 0 +3.326062654e+03 +3.326062654e+03 +3.475212654e+03 +3.475212654e+03 -2.4898e+00 -8.9793e-01 -3.9909e-01 +1.3540e+00 -2.9764e+00 -1.4642e+00 -7.8407e-01 -1.7595e+00 -4.8351e-01 -7.4550e-01 -2.6276e+00 +4.1090e-01 +1.6710e+00 +4.1349e-01 -2.3474e+00 -2.2319e+00 -1.3759e+00 -7.6679e-01 -2.1517e+00 -2.7457e+00
11645 0 +3.176956968e+03 +3.176956968e+03 +3.326106968e+03 +3.326106968e+03 -7.1022e-01 -1.1162e+00 +3.5673e-01 +1.8246e+00 -4.0215e+00 -2.1417e+00 -1.7225e+00 -4.6432e-01 -6.7844e-01 -7.5620e-01 -1.8630e+00 +6.2514e-01 +1.7730e+00 -6.3767e-01 -2.2839e+00 -1.3944e+00 -7.7513e-01 -1.3610e+00 -2.3420e+00 +1.3314e-01
11799 0 +2.930224081e+03 +2.930224081e+03 +3.079374081e+03 +3.079374081e+03 -2.3341e+00 -1.0596e+00 -1.4851e-01 +1.2625e+00 -2.9194e+00 -1.6284e+00 -9.7945e-01 -1.3745e+00 +3.8908e-02 -1.3680e+00 -2.8444e+00 -9.3328e-02 +1.1504e+00 -1.4600e-01 -2.6778e+00 -2.5010e+00 -1.8259e+00 -7.0436e-01 -3.1942e+00 -2.5703e+00
